"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Cobre";"74031100";"Cátodos e seus elementos de cobre refinado, em formas brutas";1322589560;199314;"TML";"TONELADA METRICA LIQUIDA";"74031100_2018";6823,5421
"2018";"Cobre";"26030010";"Sulfetos de minérios de cobre e seus concentrados";712655807;376973,947;"TML";"TONELADA METRICA LIQUIDA";"26030010_2018";1791
"2018";"Cobre";"74081100";"Fios de cobre refinado, com a maior dimensão da seção transversal superior a 6 mm";80853402;11145,824;"TML";"TONELADA METRICA LIQUIDA";"74081100_2018";7558,95
"2018";"Cobre";"74020000";"Cobre não refinado; ânodos de cobre para refinação eletrolítica";40837296;6310,612;"TML";"TONELADA METRICA LIQUIDA";"74020000_2018";8092,2
"2018";"Cobre";"74111090";"Outros tubos de cobre refinado";32722196;3968,466;"TML";"TONELADA METRICA LIQUIDA";"74111090_2018";9689,05
"2018";"Cobre";"74122000";"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de ligas de cobre";32496263;1926,976;"TML";"TONELADA METRICA LIQUIDA";"74122000_2018";36437
"2018";"Cobre";"74040000";"Desperdícios e resíduos, de cobre";23872655;3973,187;"TML";"TONELADA METRICA LIQUIDA";"74040000_2018";5834,35
"2018";"Cobre";"38089291";"Fungicidas à base de hidróxido de cobre, de oxicloreto de cobre ou de óxido cuproso";19015139;3394,042;"TML";"TONELADA METRICA LIQUIDA";"38089291_2018";5779,8
"2018";"Cobre";"74199990";"Aparelhos para cozinhar/aquecer, de cobre, não elétrico, uso doméstico";13726614;329,696;"TML";"TONELADA METRICA LIQUIDA";"74199990_2018";74521,35
"2018";"Cobre";"85441100";"Fios de cobre para bobinar, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente)";10487990;779,525;"TML";"TONELADA METRICA LIQUIDA";"85441100_2018";21449,95
"2018";"Coríndon";"38160021";"Preparações refratárias que contenham grafita e 50 % ou mais, em peso, de coríndon";678499;352062;"KGL";"QUILOGRAMA LIQUIDO";"38160021_2018";1,934
"2018";"Cromo";"73064000";"Outros tubos soldados, de seção circular, de aço inoxidável";84690133;32078,941;"TML";"TONELADA METRICA LIQUIDA";"73064000_2018";2925,1
"2018";"Cromo";"73239300";"Outros artefatos domésticos, de aços inoxidáveis, e partes";49222055;12090,099;"TML";"TONELADA METRICA LIQUIDA";"73239300_2018";7311,05
"2018";"Cromo";"72193300";"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a frio, de espessura superior a 1 mm, mas inferior a 3 mm";43240283;19811,116;"TML";"TONELADA METRICA LIQUIDA";"72193300_2018";2351,8
"2018";"Cromo";"72193400";"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm, simplesmente laminados a frio, de espessura igual ou superior a 0,5 mm, mas não superior a 1 mm";41031343;19083,258;"TML";"TONELADA METRICA LIQUIDA";"72193400_2018";2027,2
"2018";"Cromo";"72222000";"Barras de aço inxodiável simplesmente obtidas ou completamente acabadas a frio";40404601;16050,18;"TML";"TONELADA METRICA LIQUIDA";"72222000_2018";4110
"2018";"Cromo";"72202090";"Outros produtos laminados planos de aço inoxidável, de largura inferior a 600 mm, simplesmente laminados a frio";39536323;10982,749;"TML";"TONELADA METRICA LIQUIDA";"72202090_2018";4508
"2018";"Cromo";"73042400";"Outros tubos, dos tipos utilizados na extração de petróleo ou de gás, de aço inoxidável";37953974;3260,348;"TML";"TONELADA METRICA LIQUIDA";"73042400_2018";17055,6
"2018";"Cromo";"28332960";"Sulfatos de cromo";37076684;43919,3;"TML";"TONELADA METRICA LIQUIDA";"28332960_2018";869,95
"2018";"Cromo";"73072900";"Outros acessórios para tubos, de aços inoxidáveis";31122806;796,279;"TML";"TONELADA METRICA LIQUIDA";"73072900_2018";76714,3
"2018";"Cromo";"72024100";"Ferro-cromo, que contenham, em peso, mais de 4 % de carbono";28438844;20328,795;"TML";"TONELADA METRICA LIQUIDA";"72024100_2018";1394,9
"2018";"Diamante";"68042119";"Outros mós de diamante natural ou sintético, aglomerado, de diâmetro inferior a 53,34 cm";82202731;3447685;"KGL";"QUILOGRAMA LIQUIDO";"68042119_2018";115,4649
"2018";"Diamante";"68042190";"Outros mós de diamante natural ou sintético, aglomerado";20518016;1129167;"KGL";"QUILOGRAMA LIQUIDO";"68042190_2018";67,9572
"2018";"Diamante";"71023900";"Outros diamantes não industriais, não montados, não engastados";16297014;67174;"QUILT";"QUILATE";"71023900_2018";249,7656
"2018";"Diamante";"68042111";"Mós de diamante natural ou sintético, aglomerado, de diâmetro inferior a 53,34 cm, aglomerados com resina";4071134;536255;"KGL";"QUILOGRAMA LIQUIDO";"68042111_2018";58,2
"2018";"Diamante";"71051000";"Pó de diamantes";3338230;37710795;"QUILT";"QUILATE";"71051000_2018";0,1095
"2018";"Diamante";"71022100";"Diamantes industriais, em bruto ou simplesmente serrados, clivados ou desbastados";23350;10096;"QUILT";"QUILATE";"71022100_2018";3,0244
"2018";"Diamante";"71023100";"Diamantes não industriais, em bruto ou simplesmente serrados, clivados ou desbastados";13486;71;"QUILT";"QUILATE";"71023100_2018";189,9437
"2018";"Diamante";"71022900";"Outros diamantes industriais, não montados, nem engastados";4682;1129;"QUILT";"QUILATE";"71022900_2018";3,5
"2018";"Diatomita";"25120000";"Farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) e outras terras siliciosas análogas de densidade aparente não superior a 1, mesmo calcinadas";14235675;26182908;"KGL";"QUILOGRAMA LIQUIDO";"25120000_2018";0,5823
"2018";"Diatomita";"38029010";"Farinhas silíciosas fósseis (ativadas)";8105545;15377206;"KGL";"QUILOGRAMA LIQUIDO";"38029010_2018";0,5708
"2018";"Diatomita";"38029040";"Outras argilas e terras ativadas";975689;2290150;"KGL";"QUILOGRAMA LIQUIDO";"38029040_2018";4,4637
"2018";"Dolomita";"25181000";"Dolomita não calcinada nem sinterizada, denominada 'crua'";5920385;392878302;"KGL";"QUILOGRAMA LIQUIDO";"25181000_2018";0,1192
"2018";"Dolomita";"25182000";"Dolomita calcinada ou sinterizada";277590;600050;"KGL";"QUILOGRAMA LIQUIDO";"25182000_2018";0,4634
"2018";"Dolomita";"25183000";"Aglomerados de dolomita";11576;12303;"KGL";"QUILOGRAMA LIQUIDO";"25183000_2018";0,3123
"2018";"Enxofre";"25030010";"Enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal, a granel";320334185;2225352018;"KGL";"QUILOGRAMA LIQUIDO";"25030010_2018";0,139
"2018";"Enxofre";"28070010";"Ácido sulfúrico";32740863;546147874;"KGL";"QUILOGRAMA LIQUIDO";"28070010_2018";3,5227
"2018";"Enxofre";"25030090";"Outras formas de enxofre de qualquer espécie, exceto o enxofre sublimado, o precipitado e o coloidal";30690095;154522555;"KGL";"QUILOGRAMA LIQUIDO";"25030090_2018";0,2348
"2018";"Enxofre";"28332990";"Outros sulfatos";6554476;12148140;"KGL";"QUILOGRAMA LIQUIDO";"28332990_2018";10,6272
"2018";"Enxofre";"28131000";"Dissulfeto de carbono";6532505;9485614;"KGL";"QUILOGRAMA LIQUIDO";"28131000_2018";0,8341
"2018";"Enxofre";"38089292";"Fungicida à base de enxofre ou de ziram";1934875;1026345;"KGL";"QUILOGRAMA LIQUIDO";"38089292_2018";1,9655
"2018";"Enxofre";"28111910";"Ácido aminossulfônico (ácido sulfâmico)";1778590;2510899;"KGL";"QUILOGRAMA LIQUIDO";"28111910_2018";0,7884
"2018";"Enxofre";"28334090";"Outros peroxossulfatos (persulfatos)";1518828;742556;"KGL";"QUILOGRAMA LIQUIDO";"28334090_2018";2,6173
"2018";"Enxofre";"28309019";"Outros sulfetos";860029;99449;"KGL";"QUILOGRAMA LIQUIDO";"28309019_2018";13,7389
"2018";"Enxofre";"28322000";"Outros sulfitos";439891;344742;"KGL";"QUILOGRAMA LIQUIDO";"28322000_2018";7,4033
"2018";"Estanho";"80070020";"Pós e escamas, de estanho";4223615;106,335;"TML";"TONELADA METRICA LIQUIDA";"80070020_2018";39595,3
"2018";"Estanho";"26090000";"Minérios de estanho e seus concentrados";2661936;140;"TML";"TONELADA METRICA LIQUIDA";"26090000_2018";18530,05
"2018";"Estanho";"80012000";"Ligas de estanho, em forma bruta";1710521;77,723;"TML";"TONELADA METRICA LIQUIDA";"80012000_2018";24042,2
"2018";"Estanho";"80030000";"Barras, perfis e fios, de estanho";1265392;41,13;"TML";"TONELADA METRICA LIQUIDA";"80030000_2018";39427,1
"2018";"Estanho";"80070090";"Outras obras de estanho";496913;112,927;"TML";"TONELADA METRICA LIQUIDA";"80070090_2018";43000
"2018";"Estanho";"28419049";"Outros estanatos";105781;6,073;"TML";"TONELADA METRICA LIQUIDA";"28419049_2018";20355
"2018";"Estanho";"80070010";"Chapas, folhas e tiras, de estanho";45589;0,493;"TML";"TONELADA METRICA LIQUIDA";"80070010_2018";103333,35
"2018";"Estanho";"80011000";"Estanho não ligado, em forma bruta";25223;463;"TML";"TONELADA METRICA LIQUIDA";"80011000_2018";43,2284
"2018";"Estanho";"80070030";"Tubos e seus acessórios, de estanho";7216;0,032;"TML";"TONELADA METRICA LIQUIDA";"80070030_2018";237600
"2018";"Estrôncio";"28369200";"Carbonato de estrôncio";1568268;2021251;"KGL";"QUILOGRAMA LIQUIDO";"28369200_2018";0,8136
"2018";"Estrôncio";"28051910";"Estrôncio";816477;108000;"KGL";"QUILOGRAMA LIQUIDO";"28051910_2018";9,1778
"2018";"Estrôncio";"28273994";"Cloreto de estrôncio";221502;48920;"KGL";"QUILOGRAMA LIQUIDO";"28273994_2018";52
"2018";"Estrôncio";"28164090";"Óxidos, hidróxidos, peróxidos de estrôncio, etc.";113558;5162;"KGL";"QUILOGRAMA LIQUIDO";"28164090_2018";17,5246
"2018";"Estrôncio";"28419022";"Ferrito de estrôncio";1630;2000;"KGL";"QUILOGRAMA LIQUIDO";"28419022_2018";0,815
"2018";"Feldspato";"25291000";"Feldspato";226039;542201;"KGL";"QUILOGRAMA LIQUIDO";"25291000_2018";0,376
"2018";"Ferro";"73181500";"Outros parafusos e pinos ou pernos, mesmo com as porcas e arruelas, de ferro fundido, ferro ou aço";377237942;67595,292;"TML";"TONELADA METRICA LIQUIDA";"73181500_2018";13069,6
"2018";"Ferro";"73269090";"Outras obras de ferro ou aço";312306181;42313,311;"TML";"TONELADA METRICA LIQUIDA";"73269090_2018";21454,5
"2018";"Ferro";"72104910";"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos, galvanizados por outro processo, de espessura inferior a 4,75 mm";238505987;319796,867;"TML";"TONELADA METRICA LIQUIDA";"72104910_2018";910,05
"2018";"Ferro";"72085100";"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados, simplesmente laminados a quente, de espessura superior a 10 mm";170533828;207128,334;"TML";"TONELADA METRICA LIQUIDA";"72085100_2018";1223,5
"2018";"Ferro";"72106100";"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, revestidos de ligas de alumínio-zinco";154584147;201753,777;"TML";"TONELADA METRICA LIQUIDA";"72106100_2018";807,5
"2018";"Ferro";"73181600";"Porcas de ferro fundido, ferro ou aço";143439509;19858,383;"TML";"TONELADA METRICA LIQUIDA";"73181600_2018";15333,3
"2018";"Ferro";"83071090";"Outros tubos flexíveis de ferro ou aço";142127588;11964,015;"TML";"TONELADA METRICA LIQUIDA";"83071090_2018";29250
"2018";"Ferro";"73182900";"Outros artefatos não roscados, de ferro fundido, ferro ou aço";139823525;12717,247;"TML";"TONELADA METRICA LIQUIDA";"73182900_2018";29386,75
"2018";"Ferro";"73261100";"Esferas e artefatos semelhantes, para moinhos, simplesmente forjadas ou estampadas, de ferro ou aço";97155876;104598,23;"TML";"TONELADA METRICA LIQUIDA";"73261100_2018";1020,9
"2018";"Ferro";"72107010";"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, pintados ou envernizados";95002865;94623,389;"TML";"TONELADA METRICA LIQUIDA";"72107010_2018";979,4
"2018";"Fluorita";"28111100";"Fluoreto de hidrogênio (ácido fluorídrico)";16370480;10944898;"KGL";"QUILOGRAMA LIQUIDO";"28111100_2018";1,4962
"2018";"Fluorita";"28269090";"Outros fluossilicatos, fluoraluminatos, sais complexos fluor";8579807;3330022;"KGL";"QUILOGRAMA LIQUIDO";"28269090_2018";4,4307
"2018";"Fluorita";"25292100";"Espatoflúor, que contenha, em peso, 97 % ou menos de fluoreto de cálcio";4669399;19073770;"KGL";"QUILOGRAMA LIQUIDO";"25292100_2018";0,5441
"2018";"Fluorita";"28269020";"Fluossilicatos de sódio ou de potássio";1764234;2831005;"KGL";"QUILOGRAMA LIQUIDO";"28269020_2018";0,6882
"2018";"Fluorita";"28111940";"Fluorácidos e outros compostos de flúor";566974;140447;"KGL";"QUILOGRAMA LIQUIDO";"28111940_2018";5,3405
"2018";"Fluorita";"28261990";"Outros fluoretos";522905;180517;"KGL";"QUILOGRAMA LIQUIDO";"28261990_2018";68
"2018";"Fluorita";"25292200";"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio";326631;713211;"KGL";"QUILOGRAMA LIQUIDO";"25292200_2018";0,6685
"2018";"Fosfato";"31054000";"Diidrogeno-ortofosfato de amônio (fosfato monoamônico ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)";1378685631;3320784,737;"TML";"TONELADA METRICA LIQUIDA";"31054000_2018";435
"2018";"Fosfato";"31055900";"Outros adubos/fertilizantes minerais químicos, com nitrogênio e fósforo";699516468;1930429,411;"TML";"TONELADA METRICA LIQUIDA";"31055900_2018";383,55
"2018";"Fosfato";"31052000";"Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio";357555378;1197606,259;"TML";"TONELADA METRICA LIQUIDA";"31052000_2018";696,45
"2018";"Fosfato";"31031100";"Superfosfatos, que contenham, em peso, 35 % ou mais de pentóxido de difósforo (P2O5)";313283573;984404,151;"TML";"TONELADA METRICA LIQUIDA";"31031100_2018";318,2
"2018";"Fosfato";"31031900";"Outros superfosfatos";140459953;1081439,402;"TML";"TONELADA METRICA LIQUIDA";"31031900_2018";133,2
"2018";"Fosfato";"25101010";"Fosfatos de cálcio naturais, não moídos";132961055;1870294,025;"TML";"TONELADA METRICA LIQUIDA";"25101010_2018";72,7
"2018";"Fosfato";"31053010";"Hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal), com teor de arsênio superior ou igual a 6 mg/kg";108501818;278027,749;"TML";"TONELADA METRICA LIQUIDA";"31053010_2018";405,2
"2018";"Fosfato";"28092019";"Outros ácidos fosfóricos";68922755;175163,878;"TML";"TONELADA METRICA LIQUIDA";"28092019_2018";4542,75
"2018";"Fosfato";"31053090";"Outros hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)";32750507;82111,002;"TML";"TONELADA METRICA LIQUIDA";"31053090_2018";480,1
"2018";"Fosfato";"28047010";"Fósforo branco";31998675;9204,185;"TML";"TONELADA METRICA LIQUIDA";"28047010_2018";3474,2
"2018";"Gemas";"71031000";"Pedras preciosas (exceto diamantes) ou semipreciosas, em bruto ou simplesmente serradas ou desbastadas";5371475;1618297;"KGL";"QUILOGRAMA LIQUIDO";"71031000_2018";4,7135
"2018";"Gemas";"71039100";"Rubis, safiras e esmeraldas, trabalhadas de outro modo";1334493;149237;"QUILT";"QUILATE";"71039100_2018";8,0044
"2018";"Gemas";"71039900";"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo";701893;91893998;"QUILT";"QUILATE";"71039900_2018";0,6177
"2018";"Gemas";"71162090";"Outras obras de pedras preciosas/semi, sintética/reconstituída";366408;38316;"KGL";"QUILOGRAMA LIQUIDO";"71162090_2018";32,462
"2018";"Gemas";"71059000";"Pó de pedras preciosas ou semipreciosas ou de pedras sintéticas";89071;589;"KGL";"QUILOGRAMA LIQUIDO";"71059000_2018";124,4593
"2018";"Germânio";"28256010";"Óxidos de germanio";8414;2;"KGL";"QUILOGRAMA LIQUIDO";"28256010_2018";3480
"2018";"Gipsita";"34070010";"Pastas para modelar";8812968;3709401;"KGL";"QUILOGRAMA LIQUIDO";"34070010_2018";7
"2018";"Gipsita";"25201019";"Outras formas de gipsitas";5060760;347305448;"KGL";"QUILOGRAMA LIQUIDO";"25201019_2018";0,0188
"2018";"Gipsita";"68091900";"Outras chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, de gesso ou de composições à base de gesso";2517357;7078607;"KGL";"QUILOGRAMA LIQUIDO";"68091900_2018";0,34
"2018";"Gipsita";"68091100";"Chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, revestidos ou reforçados exclusivamente com papel ou cartão, de gesso ou de composições à base de gesso";2075896;11799332;"KGL";"QUILOGRAMA LIQUIDO";"68091100_2018";0,1774
"2018";"Gipsita";"96099000";"Pastéis, carvões, gizes para escrever/desenhar e de alfaiate";2019551;1036763;"KGL";"QUILOGRAMA LIQUIDO";"96099000_2018";11
"2018";"Gipsita";"34070020";"Ceras para dentistas";1334366;42006;"KGL";"QUILOGRAMA LIQUIDO";"34070020_2018";44,6696
"2018";"Gipsita";"34070090";"Outras composições para dentistas, à base de gesso";1152439;502331;"KGL";"QUILOGRAMA LIQUIDO";"34070090_2018";19,3713
"2018";"Gipsita";"25202010";"Gesso moído, apto para uso odontológico";763327;733491;"KGL";"QUILOGRAMA LIQUIDO";"25202010_2018";1,7109
"2018";"Gipsita";"25202090";"Outras formas de gesso";699947;2823906;"KGL";"QUILOGRAMA LIQUIDO";"25202090_2018";0,5269
"2018";"Gipsita";"25201011";"Gipsita em pedaços irregulares (pedras)";167466;1e+07;"KGL";"QUILOGRAMA LIQUIDO";"25201011_2018";0,0167
"2018";"Grafita";"38011000";"Grafita artificial";179987360;19368,86;"TML";"TONELADA METRICA LIQUIDA";"38011000_2018";9240,7
"2018";"Grafita";"68151020";"Tecidos de fibras de carbono, para usos não elétricos";15682071;146,127;"TML";"TONELADA METRICA LIQUIDA";"68151020_2018";109812,5
"2018";"Grafita";"68151010";"Fibras de carbono, para usos não elétricos";13071128;740,743;"TML";"TONELADA METRICA LIQUIDA";"68151010_2018";83922,2
"2018";"Grafita";"68151090";"Outras obras de grafita/outros carbonos, para uso não elétrico";9784971;204,481;"TML";"TONELADA METRICA LIQUIDA";"68151090_2018";117595,35
"2018";"Grafita";"85451920";"Blocos de grafite, dos tipos utilizados como cátodos em cubas eletrolíticas";9195008;3357,235;"TML";"TONELADA METRICA LIQUIDA";"85451920_2018";2710
"2018";"Grafita";"38019000";"Outras preparações à base de grafita/outros carbonos, em pasta, etc";4276769;999,656;"TML";"TONELADA METRICA LIQUIDA";"38019000_2018";25214,3
"2018";"Grafita";"25041000";"Grafita natural em pó ou em escamas";1990514;1379,337;"TML";"TONELADA METRICA LIQUIDA";"25041000_2018";3333,9
"2018";"Grafita";"69031090";"Outros produtos cerâmicos refratários de grafita ou outro carbono > 50%";1078341;211,838;"TML";"TONELADA METRICA LIQUIDA";"69031090_2018";36000
"2018";"Grafita";"96092000";"Minas para lápis/lapiseiras";869958;81,846;"TML";"TONELADA METRICA LIQUIDA";"96092000_2018";11444,25
"2018";"Grafita";"85451910";"Eletrodos de grafita, com teor de carbono superior ou igual a 99,9 %, em peso";713535;145,669;"TML";"TONELADA METRICA LIQUIDA";"85451910_2018";90611,1
"2018";"Iodo";"28012090";"Outras formas de iodo";30113383;1269130;"KGL";"QUILOGRAMA LIQUIDO";"28012090_2018";24,9509
"2018";"Iodo";"28299040";"Periodatos";180222;4548;"KGL";"QUILOGRAMA LIQUIDO";"28299040_2018";346
"2018";"Iodo";"28012010";"Iodo sublimado";80912;2444;"KGL";"QUILOGRAMA LIQUIDO";"28012010_2018";249
"2018";"Iodo";"28276019";"Outros iodetos";39339;4943;"KGL";"QUILOGRAMA LIQUIDO";"28276019_2018";97,7
"2018";"Iodo";"28276029";"Outros oxiiodetos";1576;58;"KGL";"QUILOGRAMA LIQUIDO";"28276029_2018";39,6818
"2018";"Iodo";"28299039";"Outros iodatos";1277;3;"KGL";"QUILOGRAMA LIQUIDO";"28299039_2018";226
"2018";"Irídio";"28439030";"Ácido hexacloroirídico em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso";1752331;51;"KGL";"QUILOGRAMA LIQUIDO";"28439030_2018";33803,8889
"2018";"Lítio";"85076000";"Acumuladores eletricos de ion de litio";271126039;68174120;"UNID.";"NUMERO (UNIDADE)";"85076000_2018";30,6667
"2018";"Lítio";"85065010";"Pilhas e baterias de pilhas, elétricas, de lítio, com volume exterior não superior a 300 cm3";16412309;44243970;"UNID.";"NUMERO (UNIDADE)";"85065010_2018";3,0618
"2018";"Lítio";"85065090";"Outras pilhas e baterias de pilhas, elétricas, de lítio";1889394;4787909;"UNID.";"NUMERO (UNIDADE)";"85065090_2018";41,5
"2018";"Lítio";"28252020";"Hidróxido de litio";5153;0,032;"TML";"TONELADA METRICA LIQUIDA";"28252020_2018";179500
"2018";"Lítio";"28273960";"Cloreto de lítio";6851;0,074;"TML";"TONELADA METRICA LIQUIDA";"28273960_2018";131500
"2018";"Lítio";"28369100";"Carbonatos de litio";1746;0,004;"TML";"TONELADA METRICA LIQUIDA";"28369100_2018";132000
"2018";"Lítio";"28332920";"Sulfato de lítio";439;0,003;"TML";"TONELADA METRICA LIQUIDA";"28332920_2018";142000
"2018";"Lítio";"28342940";"Nitrato de litio";789;0,009;"TML";"TONELADA METRICA LIQUIDA";"28342940_2018";64000
"2018";"Magnésio";"25199010";"Magnésia eletrofundida";39256387;28861381;"KGL";"QUILOGRAMA LIQUIDO";"25199010_2018";1,498
"2018";"Magnésio";"81041900";"Outras formas brutas de magnésio";15734328;5522072;"KGL";"QUILOGRAMA LIQUIDO";"81041900_2018";2,8559
"2018";"Magnésio";"81042000";"Desperdícios e resíduos, de magnésio";9289673;4977250;"KGL";"QUILOGRAMA LIQUIDO";"81042000_2018";2,0184
"2018";"Magnésio";"25199090";"Magnésia calcinada a fundo e outros óxidos de magnésio";8937871;10791656;"KGL";"QUILOGRAMA LIQUIDO";"25199090_2018";1,102
"2018";"Magnésio";"81041100";"Magnésio em formas brutas, que contenha pelo menos 99,8 %, em peso, de magnésio";7220249;2062645;"KGL";"QUILOGRAMA LIQUIDO";"81041100_2018";3,6858
"2018";"Magnésio";"28332100";"Sulfato de magnésio";3423216;13456178;"KGL";"QUILOGRAMA LIQUIDO";"28332100_2018";13,5946
"2018";"Magnésio";"81043000";"Aparas, resíduos de torno e grânulos, calibrados; pós, de magnésio";2466929;670061;"KGL";"QUILOGRAMA LIQUIDO";"81043000_2018";3,8511
"2018";"Magnésio";"28161010";"Hidróxido de magnésio";1044863;333396;"KGL";"QUILOGRAMA LIQUIDO";"28161010_2018";6,067
"2018";"Magnésio";"38160011";"Cimento/argamassa, a base de magnesita calcinada, refratrário";708666;1030989;"KGL";"QUILOGRAMA LIQUIDO";"38160011_2018";0,7934
"2018";"Magnésio";"28419082";"Aluminato de magnésio";567583;390400;"KGL";"QUILOGRAMA LIQUIDO";"28419082_2018";1,6002
"2018";"Manganês";"38089293";"Fungicida à base de mancozeb ou de maneb";135695267;36513,16;"TML";"TONELADA METRICA LIQUIDA";"38089293_2018";3452,3
"2018";"Manganês";"72021900";"Outras ligas de ferro-manganês";41669380;22571,107;"TML";"TONELADA METRICA LIQUIDA";"72021900_2018";1881,9
"2018";"Manganês";"85061010";"Pilhas alcalinas, de dióxido de manganês";33618725;139158027;"UNID.";"NUMERO (UNIDADE)";"85061010_2018";0,3508
"2018";"Manganês";"81110010";"Manganês em bruto";27523941;12181,72;"TML";"TONELADA METRICA LIQUIDA";"81110010_2018";2151,05
"2018";"Manganês";"81110090";"Outras obras de manganês, desperdícios e resíduos de manganês";13308784;5492,921;"TML";"TONELADA METRICA LIQUIDA";"81110090_2018";2236,7
"2018";"Manganês";"72021100";"Ferro-manganês, que contenham, em peso, mais de 2 % de carbono";10166379;8301,183;"TML";"TONELADA METRICA LIQUIDA";"72021100_2018";1278,55
"2018";"Manganês";"26020090";"Outros minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco";10076786;39703,03;"TML";"TONELADA METRICA LIQUIDA";"26020090_2018";56000
"2018";"Manganês";"81110020";"Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas, de manganês";8637586;3785,741;"TML";"TONELADA METRICA LIQUIDA";"81110020_2018";2155,5
"2018";"Manganês";"72023000";"Ferro-silício-manganês";7923855;7161,041;"TML";"TONELADA METRICA LIQUIDA";"72023000_2018";1206,5
"2018";"Manganês";"85061020";"Outras pilhas, de dióxido de manganês";5008794;203413508;"UNID.";"NUMERO (UNIDADE)";"85061020_2018";0,0525
"2018";"Materiais Radioativos";"28442000";"Urânio enriquecido em U235 e seus compostos; plutônio e seus compostos; ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio enriquecido em U235, plutônio ou compostos destes produtos";17770763;9123;"KGL";"QUILOGRAMA LIQUIDO";"28442000_2018";2297,1852
"2018";"Materiais Radioativos";"28444010";"Molibdênio 99 absorvido em alumina, apto para a obtenção de Tecnécio 99 (reativo de diagnóstico para medicina nuclear)";12919164;0;"KGL";"QUILOGRAMA LIQUIDO";"28444010_2018";NA
"2018";"Materiais Radioativos";"28444090";"Outros elementos, isotopos e compostos, radioativos, etc.";10485991;4739;"KGL";"QUILOGRAMA LIQUIDO";"28444090_2018";1411,6429
"2018";"Materiais Radioativos";"28444020";"Cobalto 60";2101274;598;"KGL";"QUILOGRAMA LIQUIDO";"28444020_2018";813,65
"2018";"Materiais Radioativos";"84013000";"Elementos combustíveis (cartuchos) não irradiados, para reatores nucleares";1767440;506;"KGL";"QUILOGRAMA LIQUIDO";"84013000_2018";1791,8574
"2018";"Materiais Radioativos";"28444030";"Iodo 131";863473;0;"KGL";"QUILOGRAMA LIQUIDO";"28444030_2018";NA
"2018";"Materiais Radioativos";"32065019";"Outros produtos inorgânicos utilizados em luminóforos, com substância radioativa";14876;343;"KGL";"QUILOGRAMA LIQUIDO";"32065019_2018";12,48
"2018";"Materiais Radioativos";"28273992";"Cloreto de césio";4630;7;"KGL";"QUILOGRAMA LIQUIDO";"28273992_2018";326
"2018";"Mercúrio";"28054000";"Mercúrio";1113319;21218;"KGL";"QUILOGRAMA LIQUIDO";"28054000_2018";62,8846
"2018";"Mercúrio";"28521019";"Outros compostos inorgânicos de mercúrio";58508;270;"KGL";"QUILOGRAMA LIQUIDO";"28521019_2018";355
"2018";"Mercúrio";"85063010";"Pilhas e baterias de pilhas, de óxido de mercúrio, com volume exterior não superior a 300 cm3";19649;2;"UNID.";"NUMERO (UNIDADE)";"85063010_2018";9824,5
"2018";"Mercúrio";"28521014";"Cloreto de mercúrio ii (cloreto mercúrico), em outro modo";14138;77;"KGL";"QUILOGRAMA LIQUIDO";"28521014_2018";158,75
"2018";"Mercúrio";"85063090";"Outras pilhas e baterias de pilhas, de óxido de mercúrio";6523;129;"UNID.";"NUMERO (UNIDADE)";"85063090_2018";22,025
"2018";"Mercúrio";"28521011";"Óxidos de mercúrio, inorgânicos";4730;27;"KGL";"QUILOGRAMA LIQUIDO";"28521011_2018";222
