"CO_ANO";"SUBSTANCIA";"CO_NCM";"NO_NCM_Subitem_POR";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"id_NCM_ano";"VALOR_(usd/un)"
"2018";"Mercúrio";"28521012";"Cloreto de mercúrio i (cloreto mercuroso)";1115;9;"KGL";"QUILOGRAMA LIQUIDO";"28521012_2018";111,1111
"2018";"Mercúrio";"28529000";"Outros compostos de mercúrio";276;0;"KGL";"QUILOGRAMA LIQUIDO";"28529000_2018";NA
"2018";"Metais Preciosos - Diversos";"38151210";"Catalisadores em suporte, tendo como substância ativa um metal precioso ou um composto de metal precioso, em colméia cerâmica ou metálica para conversão catalítica de gases de escape de veículos";108241894;1208518;"KGL";"QUILOGRAMA LIQUIDO";"38151210_2018";61,0277
"2018";"Metais Preciosos - Diversos";"38151900";"Outros catalizadores em suporte";91416228;2627260;"KGL";"QUILOGRAMA LIQUIDO";"38151900_2018";44,1579
"2018";"Metais Preciosos - Diversos";"38151220";"Catalisadores em suporte, tendo como substância ativa um metal precioso ou um composto de metal precioso, com tamanho de partícula inferior a 500 micrômetros (mícrons)";24555476;22633;"KGL";"QUILOGRAMA LIQUIDO";"38151220_2018";546,5081
"2018";"Metais Preciosos - Diversos";"38151290";"Outros catalisadores, tendo substância ativa metal precioso";17485561;182945;"KGL";"QUILOGRAMA LIQUIDO";"38151290_2018";116,969
"2018";"Metais Preciosos - Diversos";"71131900";"Artefatos de joalharia, de outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê)";13731037;1917;"KGL";"QUILOGRAMA LIQUIDO";"71131900_2018";6496,5
"2018";"Metais Preciosos - Diversos";"28439090";"Outros compostos inorgânicos/orgânicos, amálgamas, de metais preciosos";7841218;2031;"KGL";"QUILOGRAMA LIQUIDO";"28439090_2018";3416,3333
"2018";"Metais Preciosos - Diversos";"91012100";"Outros relógios de pulso, mesmo com contador de tempo incorporado, com caixa de metal precioso, de corda automática";3491748;400;"UNID.";"NUMERO (UNIDADE)";"91012100_2018";8432,7179
"2018";"Metais Preciosos - Diversos";"83062100";"Estatuetas/objetos de ornamentação, de metais comuns, folheado, prateados, dourados ou platinados";928313;137442;"KGL";"QUILOGRAMA LIQUIDO";"83062100_2018";7,9839
"2018";"Metais Preciosos - Diversos";"91011100";"Relógios de pulso, com caixa de metais preciosos, funcionando eletricamente, mesmo com contador de tempo incorporado, de mostrador exclusivamente mecânico";672960;6849;"UNID.";"NUMERO (UNIDADE)";"91011100_2018";87,7288
"2018";"Metais Preciosos - Diversos";"71132000";"Artefatos de joalharia, de metais comuns folheados ou chapeados de metais preciosos (plaquê)";615471;18657;"KGL";"QUILOGRAMA LIQUIDO";"71132000_2018";86,9062
"2018";"Mica";"68141000";"Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte";3889313;282446;"KGL";"QUILOGRAMA LIQUIDO";"68141000_2018";26,824
"2018";"Mica";"25252000";"Mica em pó";1692484;1756705;"KGL";"QUILOGRAMA LIQUIDO";"25252000_2018";2,3994
"2018";"Mica";"68149000";"Outras obras de mica ou mica trabalhada";663479;79332;"KGL";"QUILOGRAMA LIQUIDO";"68149000_2018";60,3235
"2018";"Mica";"25251000";"Mica em bruto ou clivada em folhas ou lamelas irregulares (splittings)";169912;94135;"KGL";"QUILOGRAMA LIQUIDO";"25251000_2018";15,0294
"2018";"Mica";"25253000";"Desperdícios de mica";64;1;"KGL";"QUILOGRAMA LIQUIDO";"25253000_2018";52
"2018";"Minerais Abrasivos - Diversos";"68042211";"Mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm, aglomerados com resina";37439933;8517182;"KGL";"QUILOGRAMA LIQUIDO";"68042211_2018";8,695
"2018";"Minerais Abrasivos - Diversos";"68042290";"Outros mós de outros abrasivos aglomerados ou de cerâmica";26224216;4616014;"KGL";"QUILOGRAMA LIQUIDO";"68042290_2018";22,0333
"2018";"Minerais Abrasivos - Diversos";"68052000";"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre papel ou cartão";20684227;3140155;"KGL";"QUILOGRAMA LIQUIDO";"68052000_2018";11,9128
"2018";"Minerais Abrasivos - Diversos";"68051000";"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre tecidos de matérias têxteis";19187203;3133321;"KGL";"QUILOGRAMA LIQUIDO";"68051000_2018";12,1326
"2018";"Minerais Abrasivos - Diversos";"68053090";"Outros abrasivos naturais/artificiais em pó/grãos aplicados sobre outras matérias têxteis";15465027;1828161;"KGL";"QUILOGRAMA LIQUIDO";"68053090_2018";20,35
"2018";"Minerais Abrasivos - Diversos";"68042219";"Outros mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm";8269765;1758172;"KGL";"QUILOGRAMA LIQUIDO";"68042219_2018";28,0627
"2018";"Minerais Abrasivos - Diversos";"68053020";"Discos abrasivos de fibra vulcanizada, recobertos com óxido de alumínio ou carboneto de silício";4168130;574608;"KGL";"QUILOGRAMA LIQUIDO";"68053020_2018";11,9308
"2018";"Minerais Abrasivos - Diversos";"25132000";"Esmeril, corindo natural, granada natural e outros abrasivos naturais";2943605;10716350;"KGL";"QUILOGRAMA LIQUIDO";"25132000_2018";0,2834
"2018";"Minerais Abrasivos - Diversos";"68053010";"Abrasivos naturais ou artificiais, com suporte de papel ou cartão combinados com matérias têxteis";1703873;144630;"KGL";"QUILOGRAMA LIQUIDO";"68053010_2018";16
"2018";"Minerais Abrasivos - Diversos";"68043000";"Pedras para amolar ou para polir, manualmente";1038166;670756;"KGL";"QUILOGRAMA LIQUIDO";"68043000_2018";20,123
"2018";"Minerais Abrasivos - Outros";"25131000";"Pedra-pomes; esmerilhado/outros abrasivos naturais tratamento térmico";119589;206210;"KGL";"QUILOGRAMA LIQUIDO";"25131000_2018";5,2884
"2018";"Minerais Metálicos - Diversos";"94019090";"Partes para assentos, de outras matérias";328986799;58997583;"KGL";"QUILOGRAMA LIQUIDO";"94019090_2018";12,7083
"2018";"Minerais Metálicos - Diversos";"84807100";"Moldes para borracha ou plásticos, para moldagem por injeção ou por compressão";159592289;371724;"UNID.";"NUMERO (UNIDADE)";"84807100_2018";9876,3472
"2018";"Minerais Metálicos - Diversos";"82073000";"Ferramentas de embutir, de estampar ou de puncionar";120042672;8864201;"KGL";"QUILOGRAMA LIQUIDO";"82073000_2018";146,473
"2018";"Minerais Metálicos - Diversos";"83012000";"Fechaduras dos tipos utilizados em veículos automóveis, de metais comuns";111169515;6578145;"KGL";"QUILOGRAMA LIQUIDO";"83012000_2018";23,332
"2018";"Minerais Metálicos - Diversos";"83023000";"Outras guarnições, ferragens e artigos semelhantes, para veículos automóveis, de metais comuns";104023276;14623914;"KGL";"QUILOGRAMA LIQUIDO";"83023000_2018";11,6792
"2018";"Minerais Metálicos - Diversos";"83024200";"Outras guarnições, ferragens e artigos semelhantes, para móveis, de metais comuns";83889442;48074555;"KGL";"QUILOGRAMA LIQUIDO";"83024200_2018";5,5639
"2018";"Minerais Metálicos - Diversos";"94051093";"Lustres e aparelhos iluminadores elétricos, de metal comum, para teto/parede";81359110;17310397;"KGL";"QUILOGRAMA LIQUIDO";"94051093_2018";8,478
"2018";"Minerais Metálicos - Diversos";"83021000";"Dobradiças de qualquer tipo (incluindo os gonzos e as charneiras), de metais comuns";71815785;15068650;"KGL";"QUILOGRAMA LIQUIDO";"83021000_2018";9,6914
"2018";"Minerais Metálicos - Diversos";"83099000";"Rolhas, outras tampas e acessórios para embalagem, de metais comuns";61140096;12172680;"KGL";"QUILOGRAMA LIQUIDO";"83099000_2018";12,3948
"2018";"Minerais Metálicos - Diversos";"94013090";"Assentos giratórios de altura ajustável, de outras matérias";54896031;2245837;"UNID.";"NUMERO (UNIDADE)";"94013090_2018";42,8621
"2018";"Minerais Metálicos - Outros";"26179000";"Outros minérios e seus concentrados";104944;1052;"KGL";"QUILOGRAMA LIQUIDO";"26179000_2018";63,2854
"2018";"Minerais Metálicos - Outros";"28051990";"Outros metais alcalinos ou alcalinoterrosos";46129;9054;"KGL";"QUILOGRAMA LIQUIDO";"28051990_2018";10,8144
"2018";"Minerais Refratários - Diversos";"69032090";"Outros produtos cerâmicos refratários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)";21899838;4868679;"KGL";"QUILOGRAMA LIQUIDO";"69032090_2018";9,2434
"2018";"Minerais Refratários - Diversos";"69021018";"Outros tijolos refratários magnesianos ou à base de óxido de cromo";16207636;8996854;"KGL";"QUILOGRAMA LIQUIDO";"69021018_2018";1,7345
"2018";"Minerais Refratários - Diversos";"69022099";"Outras peças cerâmicas refratária, que contenham, em peso, mais de 50 % de alumina (Al2O3), de sílica (SiO2) ou de uma mistura ou combinação destes produtos";9000565;1807403;"KGL";"QUILOGRAMA LIQUIDO";"69022099_2018";7,8886
"2018";"Minerais Refratários - Diversos";"69021090";"Outras peças cerâmicas refratárias, que contenham, em peso, mais de 50 % dos elementos Mg, Ca ou Cr, tomados isoladamente ou em conjunto, expressos em MgO, CaO ou Cr2O3";8075577;8977246;"KGL";"QUILOGRAMA LIQUIDO";"69021090_2018";0,959
"2018";"Minerais Refratários - Diversos";"68159110";"Obras que contenham magnesita, dolomita ou cromita, crus, aglomerados com aglutinante químico";6401219;7488820;"KGL";"QUILOGRAMA LIQUIDO";"68159110_2018";0,6657
"2018";"Minerais Refratários - Diversos";"69022010";"Tijolos sílico-aluminosos, refratrários";5193582;5980051;"KGL";"QUILOGRAMA LIQUIDO";"69022010_2018";2,0144
"2018";"Minerais Refratários - Diversos";"69032030";"Tubos refratrários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)";3265397;521315;"KGL";"QUILOGRAMA LIQUIDO";"69032030_2018";16,6071
"2018";"Minerais Refratários - Diversos";"38160029";"Outras preparações à base de cromo-magnesita, etc, refratárias";2784752;647921;"KGL";"QUILOGRAMA LIQUIDO";"38160029_2018";4,6542
"2018";"Minerais Refratários - Diversos";"69022091";"Outras peças cerâmicas refratárias silico-aluminosos";1923263;2394226;"KGL";"QUILOGRAMA LIQUIDO";"69022091_2018";1,0923
"2018";"Minerais Refratários - Diversos";"68159190";"Outras obras contendo magnesita, dolomita ou cromita";1173471;1290857;"KGL";"QUILOGRAMA LIQUIDO";"68159190_2018";2,4127
"2018";"Minerais Refratários - Outros";"25086000";"Mulita";1034467;610863;"KGL";"QUILOGRAMA LIQUIDO";"25086000_2018";1,957
"2018";"Minerais Refratários - Outros";"69022093";"Outras peças cerâmicas refratárias de silimanita";965183;331707;"KGL";"QUILOGRAMA LIQUIDO";"69022093_2018";14,7236
"2018";"Minerais Refratários - Outros";"25085000";"Andaluzita, cianita e silimanita";819478;1632555;"KGL";"QUILOGRAMA LIQUIDO";"25085000_2018";0,4678
"2018";"Minerais Refratários - Outros";"38160012";"Cimento e argamassa, à base de silimanita, refratrários";636454;260061;"KGL";"QUILOGRAMA LIQUIDO";"38160012_2018";2,8531
"2018";"Molibdênio";"26131010";"Molibdenita ustulada (minérios de molibdênio)";95587531;6284000;"KGL";"QUILOGRAMA LIQUIDO";"26131010_2018";15,9496
"2018";"Molibdênio";"72027000";"Ferro-molibdênio";24441821;1326298;"KGL";"QUILOGRAMA LIQUIDO";"72027000_2018";18,9536
"2018";"Molibdênio";"28309011";"Sulfetos de molibdênio iv (dissulfeto de molibdênio)";2856676;136727;"KGL";"QUILOGRAMA LIQUIDO";"28309011_2018";28,7386
"2018";"Molibdênio";"26131090";"Outros minérios de molibdênio, ustulados, seus concentrados";2169637;1834183;"KGL";"QUILOGRAMA LIQUIDO";"26131090_2018";1,2127
"2018";"Molibdênio";"81029400";"Molibdênio em formas brutas, incluindo as barras simplesmente obtidas por sinterização";2170199;60734;"KGL";"QUILOGRAMA LIQUIDO";"81029400_2018";36,9874
"2018";"Molibdênio";"81029900";"Outras obras de molibdênio";1247595;71441;"KGL";"QUILOGRAMA LIQUIDO";"81029900_2018";459,3656
"2018";"Molibdênio";"81021000";"Pós de molibdênio";924436;20332;"KGL";"QUILOGRAMA LIQUIDO";"81021000_2018";47,4522
"2018";"Molibdênio";"81029700";"Desperdícios e resíduos de molibdênio";911938;114381;"KGL";"QUILOGRAMA LIQUIDO";"81029700_2018";11,6713
"2018";"Molibdênio";"28257010";"Trióxido de molibdênio";841823;38500;"KGL";"QUILOGRAMA LIQUIDO";"28257010_2018";30,6157
"2018";"Molibdênio";"81029600";"Fios de molibdênio";840077;17052;"KGL";"QUILOGRAMA LIQUIDO";"81029600_2018";60,5
"2018";"Nióbio";"72029300";"Ferro-nióbio";2197;0,004;"TML";"TONELADA METRICA LIQUIDA";"72029300_2018";493250
"2018";"Níquel";"75021010";"Catodos de niquel não ligado, em formas brutas";72508338;196630;"TML";"TONELADA METRICA LIQUIDA";"75021010_2018";13856,3266
"2018";"Níquel";"75089090";"Outras obras de níquel";25450400;143,587;"TML";"TONELADA METRICA LIQUIDA";"75089090_2018";532803,55
"2018";"Níquel";"38151100";"Catalisadores em suporte, tendo como substância ativa o níquel ou um composto de níquel";15372030;1236,614;"TML";"TONELADA METRICA LIQUIDA";"38151100_2018";12412,6
"2018";"Níquel";"75040010";"Pós e escamas, de níquel não ligado";10510593;641,551;"TML";"TONELADA METRICA LIQUIDA";"75040010_2018";31833,3
"2018";"Níquel";"75071200";"Tubos de ligas de níquel";9003934;319,679;"TML";"TONELADA METRICA LIQUIDA";"75071200_2018";67713,3
"2018";"Níquel";"75021090";"Outro niquel não ligado, em formas brutas";7459172;51857;"TML";"TONELADA METRICA LIQUIDA";"75021090_2018";13565,5
"2018";"Níquel";"75052200";"Fios de ligas de níquel";7246229;235,507;"TML";"TONELADA METRICA LIQUIDA";"75052200_2018";33615,3
"2018";"Níquel";"85073019";"Outros acumuladores elétricos, de níquel-cádmio, peso <= 2500 kg";6300556;29862;"UNID.";"NUMERO (UNIDADE)";"85073019_2018";408,2343
"2018";"Níquel";"75072000";"Acessórios para tubos de níquel (por exemplo, uniões, cotovelos, luvas)";5428161;19,341;"TML";"TONELADA METRICA LIQUIDA";"75072000_2018";430000
"2018";"Níquel";"85075000";"Acumuladores elétricos de niquel-hidreto metálico";4984244;5408134;"UNID.";"NUMERO (UNIDADE)";"85075000_2018";23,4
"2018";"Ouro";"71081310";"Ouro em barras, fios e perfis de seção maciça";3241656;114;"KGL";"QUILOGRAMA LIQUIDO";"71081310_2018";35567,5
"2018";"Ouro";"71081290";"Ouro em outras formas brutas, para uso não monetário";1863182;755;"KGL";"QUILOGRAMA LIQUIDO";"71081290_2018";120,9
"2018";"Ouro";"28433090";"Outros compostos de ouro, exclusivamente auranofina, etc.";286387;60;"KGL";"QUILOGRAMA LIQUIDO";"28433090_2018";4757,5
"2018";"Ouro";"71081390";"Ouro em outras formas semimanufaturadas, bulhão dourado, uso não monetário";208981;92;"KGL";"QUILOGRAMA LIQUIDO";"71081390_2018";1109
"2018";"Ouro";"71081100";"Pós de ouro (incluindo o ouro platinado), para usos não monetários";2783;0;"KGL";"QUILOGRAMA LIQUIDO";"71081100_2018";NA
"2018";"Paládio";"71102100";"Paládio em formas brutas ou em pó";272279917;8331;"KGL";"QUILOGRAMA LIQUIDO";"71102100_2018";32004,0122
"2018";"Paládio";"71102900";"Paladio em formas semimanufaturadas";148740;6;"KGL";"QUILOGRAMA LIQUIDO";"71102900_2018";24084,25
"2018";"Perlita";"25301010";"Perlita não expandida";2239079;24942084;"KGL";"QUILOGRAMA LIQUIDO";"25301010_2018";0,1069
"2018";"Platina";"71101100";"Platina, em formas brutas ou em pó";58726187;2032;"KGL";"QUILOGRAMA LIQUIDO";"71101100_2018";28806,379
"2018";"Platina";"71101910";"Platina, em barras, fios e perfis de seção maciça";942135;25;"KGL";"QUILOGRAMA LIQUIDO";"71101910_2018";4953,5
"2018";"Platina";"71101990";"Platina, em outras formas semimanufaturadas";76983;3;"KGL";"QUILOGRAMA LIQUIDO";"71101990_2018";6970
"2018";"Platina";"28439019";"Dexormaplatina; enloplatina; iproplatina; lobaplatina; miboplatina; ormaplatina; sebriplatina e zeniplatina, apresentadas de outra forma";8004;0;"KGL";"QUILOGRAMA LIQUIDO";"28439019_2018";NA
"2018";"Platina";"91144000";"Platinas e pontes para artigos de relojoaria";4142;0;"KGL";"QUILOGRAMA LIQUIDO";"91144000_2018";NA
"2018";"Platina (Grupo) - Diversos";"71104100";"Irídio, ósmio e rutênio, em formas brutas ou em pó";33226;6;"KGL";"QUILOGRAMA LIQUIDO";"71104100_2018";4885
"2018";"Platina (Grupo) - Diversos";"71104900";"Irídio, ósmio e rutênio, em formas semimanufaturadas";1779;3;"KGL";"QUILOGRAMA LIQUIDO";"71104900_2018";452
"2018";"Potássio";"31042090";"Outros cloretos de potássio";3095276682;10507256,288;"TML";"TONELADA METRICA LIQUIDA";"31042090_2018";295
"2018";"Potássio";"31059090";"Outros adubos/fertilizantes minerais químicos com nitrogênio e potássio";44973478;33713,507;"TML";"TONELADA METRICA LIQUIDA";"31059090_2018";2276,9
"2018";"Potássio";"31049090";"Outros adubos ou fertilizantes minerais/químicos, potássicos";19203931;100729,761;"TML";"TONELADA METRICA LIQUIDA";"31049090_2018";901,5
"2018";"Potássio";"31043010";"Sulfato de potássio, com teor de óxido de potássio (K2O) não superior a 52 %, em peso";14123901;29721,459;"TML";"TONELADA METRICA LIQUIDA";"31043010_2018";527
"2018";"Potássio";"28152000";"Hidróxido de potássio (potassa cáustica)";12062895;16466,33;"TML";"TONELADA METRICA LIQUIDA";"28152000_2018";875,25
"2018";"Potássio";"28364000";"Carbonatos de potássio";4393240;6138,641;"TML";"TONELADA METRICA LIQUIDA";"28364000_2018";783,3
"2018";"Potássio";"31042010";"Cloreto de potássio, com teor de óxido de potássio (K2O) não superior a 60 %, em peso";4384020;13630,064;"TML";"TONELADA METRICA LIQUIDA";"31042010_2018";1096,1
"2018";"Potássio";"28342190";"Outros nitratos de potássio";3370047;3549,593;"TML";"TONELADA METRICA LIQUIDA";"28342190_2018";1060,9
"2018";"Potássio";"28352400";"Fosfato de potássio";2615998;1687,721;"TML";"TONELADA METRICA LIQUIDA";"28352400_2018";26326,3
"2018";"Potássio";"28416100";"Permanganato de potássio";2544014;1019,402;"TML";"TONELADA METRICA LIQUIDA";"28416100_2018";2728,4
"2018";"Prata";"71069100";"Prata, em formas brutas";86960211;173,395;"TML";"TONELADA METRICA LIQUIDA";"71069100_2018";516544,7
"2018";"Prata";"71131100";"Artefatos de joalharia, de prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)";29424288;15,348;"TML";"TONELADA METRICA LIQUIDA";"71131100_2018";1717722,2
"2018";"Prata";"28432100";"Nitrato de prata";4453346;14,747;"TML";"TONELADA METRICA LIQUIDA";"28432100_2018";150857,1
"2018";"Prata";"71069290";"Prata, em outras formas semimanufaturadas";3991262;5,983;"TML";"TONELADA METRICA LIQUIDA";"71069290_2018";639660
"2018";"Prata";"71069210";"Prata,em barras, fios e perfis de seção maciça";2043321;5,454;"TML";"TONELADA METRICA LIQUIDA";"71069210_2018";328285,7
"2018";"Prata";"85064010";"Pilhas e baterias de pilhas, de óxido de prata, com volume exterior não superior a 300 cm3";1361755;9315563;"UNID.";"NUMERO (UNIDADE)";"85064010_2018";0,2153
"2018";"Prata";"71069220";"Prata, em chapas, lâminas, folhas e tiras";557499;4,828;"TML";"TONELADA METRICA LIQUIDA";"71069220_2018";401600
"2018";"Prata";"37023200";"Outros filmes, não perfurados, de largura não superior a 105 mm, que contenham uma emulsão de halogenetos de prata";513957;49028;"M2";"METRO QUADRADO";"37023200_2018";10,1524
"2018";"Prata";"28432990";"Outros compostos de prata";244842;9,985;"TML";"TONELADA METRICA LIQUIDA";"28432990_2018";246553,1
"2018";"Prata";"71070000";"Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas";137940;0,658;"TML";"TONELADA METRICA LIQUIDA";"71070000_2018";277588,2
"2018";"Quartzo (Cristal)";"85044021";"Retificadores, exceto carregadores de acumuladores, de cristal (semicondutores)";122047127;32658829;"UNID.";"NUMERO (UNIDADE)";"85044021_2018";17,493
"2018";"Quartzo (Cristal)";"85416010";"Cristais piezelétricos montados, de quartzo, de frequência superior ou igual a 1 MHz, mas inferior ou igual a 100 MHz";17563453;202768181;"UNID.";"NUMERO (UNIDADE)";"85416010_2018";0,116
"2018";"Quartzo (Cristal)";"25061000";"Quartzo";1787273;5087536;"KGL";"QUILOGRAMA LIQUIDO";"25061000_2018";2,0122
"2018";"Quartzo (Cristal)";"85181010";"Piezelétricos próprios para aparelhos telefônicos";257106;1389270;"UNID.";"NUMERO (UNIDADE)";"85181010_2018";0,3244
"2018";"Quartzo (Cristal)";"85182910";"Piezelétricos próprios para aparelhos telefônicos";54388;2326033;"UNID.";"NUMERO (UNIDADE)";"85182910_2018";0,171
"2018";"Quartzo (Cristal)";"71041000";"Quartzo piezoelétrico";6108;15;"KGL";"QUILOGRAMA LIQUIDO";"71041000_2018";272,625
"2018";"Rochas Betuminosas";"68071000";"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez), em rolos";3472211;4220394;"KGL";"QUILOGRAMA LIQUIDO";"68071000_2018";0,8156
"2018";"Rochas Betuminosas";"68079000";"Outras obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez)";2620135;5608636;"KGL";"QUILOGRAMA LIQUIDO";"68079000_2018";1,4155
"2018";"Rochas Betuminosas";"27150000";"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosos e cut-backs)";1875246;1058087;"KGL";"QUILOGRAMA LIQUIDO";"27150000_2018";1,7493
"2018";"Rochas Betuminosas";"48111090";"Outros papéis e cartões de celulose, alcatroados, betumados ou asfaltados, em rolos ou em folhas de forma quadrada ou retangular";224536;58736;"KGL";"QUILOGRAMA LIQUIDO";"48111090_2018";3,0378
"2018";"Rochas Betuminosas";"27149000";"Betumes, asfaltos naturais, asfaltitas, rochas asfálticas";130411;134234;"KGL";"QUILOGRAMA LIQUIDO";"27149000_2018";1,1663
"2018";"Rochas Betuminosas";"48111010";"Papel e cartão de celulose, alcatroados, betumados ou asfaltados, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas, em rolos ou em folhas de forma quadrada ou retangular";30931;2960;"KGL";"QUILOGRAMA LIQUIDO";"48111010_2018";10,6769
"2018";"Rochas Britadas e Cascalho";"25174100";"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de mármore";2499178;60288829;"KGL";"QUILOGRAMA LIQUIDO";"25174100_2018";0,177
"2018";"Rochas Britadas e Cascalho";"25174900";"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de outras pedras de cantaria";213682;697256;"KGL";"QUILOGRAMA LIQUIDO";"25174900_2018";0,57
"2018";"Rochas Britadas e Cascalho";"25171000";"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados em concreto ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente";209097;26145387;"KGL";"QUILOGRAMA LIQUIDO";"25171000_2018";0,3386
"2018";"Rochas Britadas e Cascalho";"25173000";"Tarmacadame";7439;17181;"KGL";"QUILOGRAMA LIQUIDO";"25173000_2018";0,433
"2018";"Rochas e Minerais Industriais - Diversos";"85416090";"Outros cristais piezoelétricos montados";83490256;699259837;"UNID.";"NUMERO (UNIDADE)";"85416090_2018";0,1514
"2018";"Rochas e Minerais Industriais - Diversos";"38249979";"Outros produtos e preparações à base de elementos químicos ou de seus compostos inorgânicos, não especificados nem compreendidos noutras posições";40337815;14100179;"KGL";"QUILOGRAMA LIQUIDO";"38249979_2018";12,3008
"2018";"Rochas e Minerais Industriais - Diversos";"31051000";"Produtos do presente Capítulo (adubos ou fertilizantes) apresentados em tabletes ou formas semelhantes, ou ainda em embalagens com peso bruto não superior a 10 kg";26181871;7029495;"KGL";"QUILOGRAMA LIQUIDO";"31051000_2018";7,1333
"2018";"Rochas e Minerais Industriais - Diversos";"32071090";"Outros pigmentos, opacificantes/cores, preparados e preparações";25447094;3387343;"KGL";"QUILOGRAMA LIQUIDO";"32071090_2018";20,568
"2018";"Rochas e Minerais Industriais - Diversos";"94069090";"Outras construções pré-fabricadas, exceto de madeira";9295963;1854811;"KGL";"QUILOGRAMA LIQUIDO";"94069090_2018";6,089
"2018";"Rochas e Minerais Industriais - Diversos";"38244000";"Aditivos preparados para cimentos, argamassas ou concretos";7185559;4317595;"KGL";"QUILOGRAMA LIQUIDO";"38244000_2018";2,536
"2018";"Rochas e Minerais Industriais - Diversos";"68159990";"Outras obras de pedras ou de outras matérias minerais";5884186;2345556;"KGL";"QUILOGRAMA LIQUIDO";"68159990_2018";8,3682
"2018";"Rochas e Minerais Industriais - Diversos";"25309090";"Outras matérias minerais";5527741;13042139;"KGL";"QUILOGRAMA LIQUIDO";"25309090_2018";0,798
"2018";"Rochas e Minerais Industriais - Diversos";"28500090";"Hidretos, azidas, boretos e outros nitretos e silicietos";4863350;2804339;"KGL";"QUILOGRAMA LIQUIDO";"28500090_2018";25,426
"2018";"Rochas e Minerais Industriais - Diversos";"38249978";"Preparações à base de óxido de alumínio e óxido de zircônio, com um conteúdo de óxido de zircônio igual ou superior a 20 %, em peso";3592286;658927;"KGL";"QUILOGRAMA LIQUIDO";"38249978_2018";6,5667
"2018";"Rochas e Minerais Industriais - Outros";"28369920";"Peroxocarbonatos (percarbonatos)";5280929;8400790;"KGL";"QUILOGRAMA LIQUIDO";"28369920_2018";0,6336
"2018";"Rochas e Minerais Industriais - Outros";"28369919";"Outros carbonatos";5254038;4391229;"KGL";"QUILOGRAMA LIQUIDO";"28369919_2018";9,0588
"2018";"Rochas e Minerais Industriais - Outros";"28421010";"Zeólitas dos tipos utilizados como trocadores de íons para o tratamento de águas";280316;101347;"KGL";"QUILOGRAMA LIQUIDO";"28421010_2018";6,3704
"2018";"Rochas e Minerais Industriais - Outros";"25293000";"Leucita; nefelina e nefelina-sienito";128161;241490;"KGL";"QUILOGRAMA LIQUIDO";"25293000_2018";0,8053
"2018";"Rochas e Minerais Industriais - Outros";"85229010";"Agulhas com ponta de pedra preciosa, para aparelhos de reprodução";7343;12;"KGL";"QUILOGRAMA LIQUIDO";"85229010_2018";547
"2018";"Rochas Ornamentais";"68029100";"Mármore, travertino e alabastro, trabalhado de outro modo, e obras";12095293;20456,753;"TML";"TONELADA METRICA LIQUIDA";"68029100_2018";594,6
"2018";"Rochas Ornamentais";"25151220";"Travertinos, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular";6070304;763920;"M3";"METRO CUBICO";"25151220_2018";947,7981
"2018";"Rochas Ornamentais";"68022100";"Mármore, travertino e alabastro, simplesmente talhados ou serrados, de superfície plana ou lisa";4064364;465483;"M2";"METRO QUADRADO";"68022100_2018";23,5616
"2018";"Rochas Ornamentais";"68022900";"Outras pedras de cantaria, simplesmente talhadas ou serradas, de superfície plana ou lisa";2216595;419017;"M2";"METRO QUADRADO";"68022900_2018";13,4232
