"CO_ANO";"SUBSTANCIA";"CO_NCM";"EX_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"percentual_Produto_NCM";"NO_NCM_Subitem_POR"
"2018";"Estanho";"26090000";22877851;2745,028;"TML";"TONELADA METRICA LIQUIDA";10,465;"Minérios de estanho e seus concentrados"
"2018";"Estanho";"80030000";5890348;370,478;"TML";"TONELADA METRICA LIQUIDA";2,694;"Barras, perfis e fios, de estanho"
"2018";"Estanho";"80012000";2248841;127,805;"TML";"TONELADA METRICA LIQUIDA";1,029;"Ligas de estanho, em forma bruta"
"2018";"Estanho";"80020000";1205835;127,857;"TML";"TONELADA METRICA LIQUIDA";0,552;"Desperdícios e resíduos, de estanho"
"2018";"Estanho";"80070020";345650;33,703;"TML";"TONELADA METRICA LIQUIDA";0,158;"Pós e escamas, de estanho"
"2018";"Estanho";"80070090";13366;12,916;"TML";"TONELADA METRICA LIQUIDA";0,006;"Outras obras de estanho"
"2018";"Estanho";"80070010";1460;0,029;"TML";"TONELADA METRICA LIQUIDA";0,001;"Chapas, folhas e tiras, de estanho"
"2018";"Estrôncio";"28164090";67194;112000;"KGL";"QUILOGRAMA LIQUIDO";53,314;"Óxidos, hidróxidos, peróxidos de estrôncio, etc."
"2018";"Estrôncio";"28369200";58840;44000;"KGL";"QUILOGRAMA LIQUIDO";46,686;"Carbonato de estrôncio"
"2018";"Feldspato";"25291000";1547499;1818608;"KGL";"QUILOGRAMA LIQUIDO";100;"Feldspato"
"2018";"Ferro";"26011100";16718804465;355069533,827;"TML";"TONELADA METRICA LIQUIDA";54,707;"Minérios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas), não aglomerados"
"2018";"Ferro";"26011210";3501554310;34730088,155;"TML";"TONELADA METRICA LIQUIDA";11,458;"Minérios de ferro e seus concentrados, exceto as piritas de ferro ustuladas (cinzas de piritas), aglomerados por processo de peletização, de diâmetro superior ou igual a 8mm e inferior ou igual a 18mm"
"2018";"Ferro";"72071200";3260683747;6025433,638;"TML";"TONELADA METRICA LIQUIDA";10,67;"Outros produtos semimanufaturados de ferro ou aço não ligado, de seção transversal retangular, que contenham, em peso, menos de 0,25 % de carbono"
"2018";"Ferro";"72249000";1177939072;1995981,708;"TML";"TONELADA METRICA LIQUIDA";3,854;"Produtos semimanufaturados, de outras ligas de aços"
"2018";"Ferro";"72011000";750473642;1800367,239;"TML";"TONELADA METRICA LIQUIDA";2,456;"Ferro fundido bruto não ligado, que contenha, em peso, 0,5 % ou menos de fósforo"
"2018";"Ferro";"72072000";556612201;1079575,46;"TML";"TONELADA METRICA LIQUIDA";1,821;"Produtos semimanufaturados de ferro ou aço não ligado, que contenham, em peso, 0,25 % ou mais de carbono"
"2018";"Ferro";"73051100";385632256;286111,192;"TML";"TONELADA METRICA LIQUIDA";1,262;"Tubos dos tipos utilizados em oleodutos ou gasodutos, soldados longitudinalmente por arco imerso, de seção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço"
"2018";"Ferro";"72083990";290713033;509577,42;"TML";"TONELADA METRICA LIQUIDA";0,951;"Outros produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos, simplesmente laminados a quente, de espessura inferior a 3 mm"
"2018";"Ferro";"72142000";284322351;501199,855;"TML";"TONELADA METRICA LIQUIDA";0,93;"Barras de ferro ou aço não ligado, a quente, dentadas, com nervuras, sulcos ou relevos, obtidos durante a laminagem, ou torcidas após laminagem"
"2018";"Ferro";"72083910";226940406;382699,25;"TML";"TONELADA METRICA LIQUIDA";0,743;"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm,não folheados ou chapeados, nem revestidos, em rolos, simplesmente laminados a quente,de espessura inferior a 3 mm,com um limite mínimo de elasticidade de 275 MPa"
"2018";"Fluorita";"28261990";804768;318035;"KGL";"QUILOGRAMA LIQUIDO";65,668;"Outros fluoretos"
"2018";"Fluorita";"28269090";350313;205541;"KGL";"QUILOGRAMA LIQUIDO";28,585;"Outros fluossilicatos, fluoraluminatos, sais complexos fluor"
"2018";"Fluorita";"25292200";48611;73000;"KGL";"QUILOGRAMA LIQUIDO";3,967;"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio"
"2018";"Fluorita";"28111940";14351;2940;"KGL";"QUILOGRAMA LIQUIDO";1,171;"Fluorácidos e outros compostos de flúor"
"2018";"Fluorita";"28269020";4406;4000;"KGL";"QUILOGRAMA LIQUIDO";0,36;"Fluossilicatos de sódio ou de potássio"
"2018";"Fluorita";"25292100";1564;1100;"KGL";"QUILOGRAMA LIQUIDO";0,128;"Espatoflúor, que contenha, em peso, 97 % ou menos de fluoreto de cálcio"
"2018";"Fluorita";"28111100";1500;940;"KGL";"QUILOGRAMA LIQUIDO";0,122;"Fluoreto de hidrogênio (ácido fluorídrico)"
"2018";"Fosfato";"31052000";109330752;285111,003;"TML";"TONELADA METRICA LIQUIDA";64,277;"Adubos (fertilizantes) minerais ou químicos, que contenham os três elementos fertilizantes: nitrogênio (azoto), fósforo e potássio"
"2018";"Fosfato";"28092011";21047387;22365,759;"TML";"TONELADA METRICA LIQUIDA";12,374;"Ácido fosfórico com teor de ferro inferior a 750 ppm"
"2018";"Fosfato";"31055900";20767583;53329,315;"TML";"TONELADA METRICA LIQUIDA";12,21;"Outros adubos/fertilizantes minerais químicos, com nitrogênio e fósforo"
"2018";"Fosfato";"36050000";6997243;2164,327;"TML";"TONELADA METRICA LIQUIDA";4,114;"Fósforos, exceto os artigos de pirotecnia da posição 36.04"
"2018";"Fosfato";"38089192";3161348;327,994;"TML";"TONELADA METRICA LIQUIDA";1,859;"Inseticida à base de cipermetrinas ou de permetrina, apresentado de outro modo"
"2018";"Fosfato";"31056000";3024249;3134,444;"TML";"TONELADA METRICA LIQUIDA";1,778;"Adubos (fertilizantes) minerais ou químicos, que contenham os dois elementos fertilizantes: fósforo e potássio"
"2018";"Fosfato";"31039090";1893570;4403,883;"TML";"TONELADA METRICA LIQUIDA";1,113;"Outros adubos ou fertilizantes minerais/químicos, fosfatados"
"2018";"Fosfato";"31031900";1583604;645,699;"TML";"TONELADA METRICA LIQUIDA";0,931;"Outros superfosfatos"
"2018";"Fosfato";"31054000";409081;670,523;"TML";"TONELADA METRICA LIQUIDA";0,241;"Diidrogeno-ortofosfato de amônio (fosfato monoamônico ou monoamoniacal), mesmo misturado com hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal)"
"2018";"Fosfato";"31053010";325343;654;"TML";"TONELADA METRICA LIQUIDA";0,191;"Hidrogeno-ortofosfato de diamônio (fosfato diamônico ou diamoniacal), com teor de arsênio superior ou igual a 6 mg/kg"
"2018";"Gemas";"71039900";83343652;36432430088;"QUILT";"QUILATE";50,124;"Outras pedras preciosas (exceto diamantes) ou semipreciosas, trabalhadas de outro modo"
"2018";"Gemas";"71031000";47614607;10007340;"KGL";"QUILOGRAMA LIQUIDO";28,636;"Pedras preciosas (exceto diamantes) ou semipreciosas, em bruto ou simplesmente serradas ou desbastadas"
"2018";"Gemas";"71039100";17154759;43372740;"QUILT";"QUILATE";10,317;"Rubis, safiras e esmeraldas, trabalhadas de outro modo"
"2018";"Gemas";"71162090";15803443;1430738;"KGL";"QUILOGRAMA LIQUIDO";9,504;"Outras obras de pedras preciosas/semi, sintética/reconstituída"
"2018";"Gemas";"99997102";2123639;404;"KGL";"QUILOGRAMA LIQUIDO";1,277;"Pedras lapidadas/trabalhadas do capítulo 71 da NCM"
"2018";"Gemas";"99997101";205336;342;"KGL";"QUILOGRAMA LIQUIDO";0,123;"Pedras em bruto do capítulo 71 da NCM"
"2018";"Gemas";"71059000";30711;1052;"KGL";"QUILOGRAMA LIQUIDO";0,018;"Pó de pedras preciosas ou semipreciosas ou de pedras sintéticas"
"2018";"Gipsita";"25202090";1063185;30587665;"KGL";"QUILOGRAMA LIQUIDO";27,661;"Outras formas de gesso"
"2018";"Gipsita";"34070090";842691;152703;"KGL";"QUILOGRAMA LIQUIDO";21,925;"Outras composições para dentistas, à base de gesso"
"2018";"Gipsita";"68091100";669633;3567547;"KGL";"QUILOGRAMA LIQUIDO";17,422;"Chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, revestidos ou reforçados exclusivamente com papel ou cartão, de gesso ou de composições à base de gesso"
"2018";"Gipsita";"34070010";617641;383280;"KGL";"QUILOGRAMA LIQUIDO";16,069;"Pastas para modelar"
"2018";"Gipsita";"96099000";322419;71701;"KGL";"QUILOGRAMA LIQUIDO";8,389;"Pastéis, carvões, gizes para escrever/desenhar e de alfaiate"
"2018";"Gipsita";"34070020";258002;77399;"KGL";"QUILOGRAMA LIQUIDO";6,713;"Ceras para dentistas"
"2018";"Gipsita";"68099000";44426;14034;"KGL";"QUILOGRAMA LIQUIDO";1,156;"Outras obras de gesso ou de composições à base de gesso"
"2018";"Gipsita";"68091900";14570;14372;"KGL";"QUILOGRAMA LIQUIDO";0,379;"Outras chapas, placas, painéis, ladrilhos e semelhantes, não ornamentados, de gesso ou de composições à base de gesso"
"2018";"Gipsita";"25201019";9868;905;"KGL";"QUILOGRAMA LIQUIDO";0,257;"Outras formas de gipsitas"
"2018";"Gipsita";"25202010";1024;204;"KGL";"QUILOGRAMA LIQUIDO";0,027;"Gesso moído, apto para uso odontológico"
"2018";"Grafita";"25041000";31144716;21896,952;"TML";"TONELADA METRICA LIQUIDA";64,762;"Grafita natural em pó ou em escamas"
"2018";"Grafita";"38011000";9292796;9068,227;"TML";"TONELADA METRICA LIQUIDA";19,323;"Grafita artificial"
"2018";"Grafita";"68151090";1862241;90,594;"TML";"TONELADA METRICA LIQUIDA";3,872;"Outras obras de grafita/outros carbonos, para uso não elétrico"
"2018";"Grafita";"25049000";1758534;1956,395;"TML";"TONELADA METRICA LIQUIDA";3,657;"Grafita natural, em outras formas"
"2018";"Grafita";"69031012";1296145;233,37;"TML";"TONELADA METRICA LIQUIDA";2,695;"Cadinhos refratrários, elaborados com uma mistura de grafita e carboneto de silício"
"2018";"Grafita";"96092000";984041;33,01;"TML";"TONELADA METRICA LIQUIDA";2,046;"Minas para lápis/lapiseiras"
"2018";"Grafita";"69031090";371552;45,076;"TML";"TONELADA METRICA LIQUIDA";0,773;"Outros produtos cerâmicos refratários de grafita ou outro carbono > 50%"
"2018";"Grafita";"38013090";354262;306,655;"TML";"TONELADA METRICA LIQUIDA";0,737;"Pastas semelhantes às carbonadas, para revestimento interior de fornos"
"2018";"Grafita";"38012090";269049;325,993;"TML";"TONELADA METRICA LIQUIDA";0,559;"Outras grafitas coloidais ou semicoloidais"
"2018";"Grafita";"69031011";257104;18,109;"TML";"TONELADA METRICA LIQUIDA";0,535;"Cadinhos refratrários, de grafita"
"2018";"Iodo";"28012090";3210739;126000;"KGL";"QUILOGRAMA LIQUIDO";57,824;"Outras formas de iodo"
"2018";"Iodo";"28276019";2340471;100400;"KGL";"QUILOGRAMA LIQUIDO";42,151;"Outros iodetos"
"2018";"Iodo";"28299040";1414;460;"KGL";"QUILOGRAMA LIQUIDO";0,025;"Periodatos"
"2018";"Iodo";"28012010";14;2;"KGL";"QUILOGRAMA LIQUIDO";0;"Iodo sublimado"
"2018";"Iodo";"28299039";8;2;"KGL";"QUILOGRAMA LIQUIDO";0;"Outros iodatos"
"2018";"Irídio";"28439030";228750;24;"KGL";"QUILOGRAMA LIQUIDO";100;"Ácido hexacloroirídico em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso"
"2018";"Lítio";"25309010";1733154;3060,464;"TML";"TONELADA METRICA LIQUIDA";55,738;"Espodumênio"
"2018";"Lítio";"85076000";1085875;178533;"UNID.";"NUMERO (UNIDADE)";34,921;"Acumuladores eletricos de ion de litio"
"2018";"Lítio";"85065010";156952;102841;"UNID.";"NUMERO (UNIDADE)";5,048;"Pilhas e baterias de pilhas, elétricas, de lítio, com volume exterior não superior a 300 cm3"
"2018";"Lítio";"85065090";133496;104098;"UNID.";"NUMERO (UNIDADE)";4,293;"Outras pilhas e baterias de pilhas, elétricas, de lítio"
"2018";"Magnésio";"25199090";134004578;263502090;"KGL";"QUILOGRAMA LIQUIDO";93,214;"Magnésia calcinada a fundo e outros óxidos de magnésio"
"2018";"Magnésio";"38160011";6766537;11462257;"KGL";"QUILOGRAMA LIQUIDO";4,707;"Cimento/argamassa, a base de magnesita calcinada, refratrário"
"2018";"Magnésio";"25199010";1110490;456000;"KGL";"QUILOGRAMA LIQUIDO";0,772;"Magnésia eletrofundida"
"2018";"Magnésio";"81041900";649000;160000;"KGL";"QUILOGRAMA LIQUIDO";0,451;"Outras formas brutas de magnésio"
"2018";"Magnésio";"28332100";552321;849948;"KGL";"QUILOGRAMA LIQUIDO";0,384;"Sulfato de magnésio"
"2018";"Magnésio";"28369911";200407;116910;"KGL";"QUILOGRAMA LIQUIDO";0,139;"Carbonatos de magnésio, de densidade aparente inferior a 200 kg/m3"
"2018";"Magnésio";"28419082";191488;148932;"KGL";"QUILOGRAMA LIQUIDO";0,133;"Aluminato de magnésio"
"2018";"Magnésio";"81043000";162781;40000;"KGL";"QUILOGRAMA LIQUIDO";0,113;"Aparas, resíduos de torno e grânulos, calibrados; pós, de magnésio"
"2018";"Magnésio";"28273190";59093;90873;"KGL";"QUILOGRAMA LIQUIDO";0,041;"Outros cloretos de magnésio"
"2018";"Magnésio";"28161010";51562;33040;"KGL";"QUILOGRAMA LIQUIDO";0,036;"Hidróxido de magnésio"
"2018";"Manganês";"26020090";394094855;19610921,743;"TML";"TONELADA METRICA LIQUIDA";78,946;"Outros minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco"
"2018";"Manganês";"72023000";53975620;48036,796;"TML";"TONELADA METRICA LIQUIDA";10,813;"Ferro-silício-manganês"
"2018";"Manganês";"26020010";12692652;74600,21;"TML";"TONELADA METRICA LIQUIDA";2,543;"Minérios de manganês e seus concentrados, incluindo os minérios de manganês ferruginosos e seus concentrados, de teor em manganês de 20 % ou mais, em peso, sobre o produto seco, aglomerados"
"2018";"Manganês";"38089293";9815425;2425,318;"TML";"TONELADA METRICA LIQUIDA";1,966;"Fungicida à base de mancozeb ou de maneb"
"2018";"Manganês";"72021100";9170833;7962,795;"TML";"TONELADA METRICA LIQUIDA";1,837;"Ferro-manganês, que contenham, em peso, mais de 2 % de carbono"
"2018";"Manganês";"28209010";8576430;11826,602;"TML";"TONELADA METRICA LIQUIDA";1,718;"Óxido manganoso"
"2018";"Manganês";"85061020";6586876;62616856;"UNID.";"NUMERO (UNIDADE)";1,32;"Outras pilhas, de dióxido de manganês"
"2018";"Manganês";"85061010";2389007;17352229;"UNID.";"NUMERO (UNIDADE)";0,479;"Pilhas alcalinas, de dióxido de manganês"
"2018";"Manganês";"72021900";797922;433,524;"TML";"TONELADA METRICA LIQUIDA";0,16;"Outras ligas de ferro-manganês"
"2018";"Manganês";"28201000";554615;589,363;"TML";"TONELADA METRICA LIQUIDA";0,111;"Dióxido de manganês"
"2018";"Materiais Radioativos";"28442000";3411737;3436;"KGL";"QUILOGRAMA LIQUIDO";83,533;"Urânio enriquecido em U235 e seus compostos; plutônio e seus compostos; ligas, dispersões (incluindo os ceramais (cermets)), produtos cerâmicos e misturas que contenham urânio enriquecido em U235, plutônio ou compostos destes produtos"
"2018";"Materiais Radioativos";"28444090";523878;13426;"KGL";"QUILOGRAMA LIQUIDO";12,827;"Outros elementos, isotopos e compostos, radioativos, etc."
"2018";"Materiais Radioativos";"28444020";148660;10;"KGL";"QUILOGRAMA LIQUIDO";3,64;"Cobalto 60"
"2018";"Mercúrio";"28521014";436;1;"KGL";"QUILOGRAMA LIQUIDO";87,026;"Cloreto de mercúrio ii (cloreto mercúrico), em outro modo"
"2018";"Mercúrio";"28521019";55;1;"KGL";"QUILOGRAMA LIQUIDO";10,978;"Outros compostos inorgânicos de mercúrio"
"2018";"Mercúrio";"85063010";10;1;"UNID.";"NUMERO (UNIDADE)";1,996;"Pilhas e baterias de pilhas, de óxido de mercúrio, com volume exterior não superior a 300 cm3"
"2018";"Metais Preciosos - Diversos";"71129900";190109003;8219355;"KGL";"QUILOGRAMA LIQUIDO";50,049;"Outros resíduos/desperdícios, de outros metais preciosos, etc"
"2018";"Metais Preciosos - Diversos";"28439090";73108992;14354;"KGL";"QUILOGRAMA LIQUIDO";19,247;"Outros compostos inorgânicos/orgânicos, amálgamas, de metais preciosos"
"2018";"Metais Preciosos - Diversos";"71159000";38462940;78565333;"KGL";"QUILOGRAMA LIQUIDO";10,126;"Outras obras de metais preciosos, metais folheados/chapeados preciosos"
"2018";"Metais Preciosos - Diversos";"38151210";31494417;170169;"KGL";"QUILOGRAMA LIQUIDO";8,291;"Catalisadores em suporte, tendo como substância ativa um metal precioso ou um composto de metal precioso, em colméia cerâmica ou metálica para conversão catalítica de gases de escape de veículos"
"2018";"Metais Preciosos - Diversos";"71131900";26572758;5251;"KGL";"QUILOGRAMA LIQUIDO";6,996;"Artefatos de joalharia, de outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê)"
"2018";"Metais Preciosos - Diversos";"38151900";8233741;1175830;"KGL";"QUILOGRAMA LIQUIDO";2,168;"Outros catalizadores em suporte"
"2018";"Metais Preciosos - Diversos";"28431000";6262504;14455;"KGL";"QUILOGRAMA LIQUIDO";1,649;"Metais preciosos no estado coloidal"
"2018";"Metais Preciosos - Diversos";"71132000";3077357;87302;"KGL";"QUILOGRAMA LIQUIDO";0,81;"Artefatos de joalharia, de metais comuns folheados ou chapeados de metais preciosos (plaquê)"
"2018";"Metais Preciosos - Diversos";"99997104";956981;3044;"KGL";"QUILOGRAMA LIQUIDO";0,252;"Outros artigos do capitulo 71 da NCM"
"2018";"Metais Preciosos - Diversos";"91011100";625306;238;"UNID.";"NUMERO (UNIDADE)";0,165;"Relógios de pulso, com caixa de metais preciosos, funcionando eletricamente, mesmo com contador de tempo incorporado, de mostrador exclusivamente mecânico"
"2018";"Mica";"68141000";4987897;675058;"KGL";"QUILOGRAMA LIQUIDO";64,718;"Placas, folhas ou tiras, de mica aglomerada ou reconstituída, mesmo com suporte"
"2018";"Mica";"25251000";2585543;3763011;"KGL";"QUILOGRAMA LIQUIDO";33,548;"Mica em bruto ou clivada em folhas ou lamelas irregulares (splittings)"
"2018";"Mica";"25252000";97984;124706;"KGL";"QUILOGRAMA LIQUIDO";1,271;"Mica em pó"
"2018";"Mica";"68149000";35661;744;"KGL";"QUILOGRAMA LIQUIDO";0,463;"Outras obras de mica ou mica trabalhada"
"2018";"Minerais Abrasivos - Diversos";"68042211";26169843;7549699;"KGL";"QUILOGRAMA LIQUIDO";41,016;"Mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm, aglomerados com resina"
"2018";"Minerais Abrasivos - Diversos";"68052000";14936918;3494505;"KGL";"QUILOGRAMA LIQUIDO";23,411;"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre papel ou cartão"
"2018";"Minerais Abrasivos - Diversos";"68053090";6625551;774146;"KGL";"QUILOGRAMA LIQUIDO";10,384;"Outros abrasivos naturais/artificiais em pó/grãos aplicados sobre outras matérias têxteis"
"2018";"Minerais Abrasivos - Diversos";"68051000";6012022;28477080;"KGL";"QUILOGRAMA LIQUIDO";9,423;"Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo, aplicados apenas sobre tecidos de matérias têxteis"
"2018";"Minerais Abrasivos - Diversos";"68042290";3342955;205033;"KGL";"QUILOGRAMA LIQUIDO";5,239;"Outros mós de outros abrasivos aglomerados ou de cerâmica"
"2018";"Minerais Abrasivos - Diversos";"68053020";2114713;333333;"KGL";"QUILOGRAMA LIQUIDO";3,314;"Discos abrasivos de fibra vulcanizada, recobertos com óxido de alumínio ou carboneto de silício"
"2018";"Minerais Abrasivos - Diversos";"68042219";1821331;390162;"KGL";"QUILOGRAMA LIQUIDO";2,855;"Outros mós de outros abrasivos aglomerados ou de cerâmica, de diâmetro inferior a 53,34 cm"
"2018";"Minerais Abrasivos - Diversos";"25132000";1395378;47463;"KGL";"QUILOGRAMA LIQUIDO";2,187;"Esmeril, corindo natural, granada natural e outros abrasivos naturais"
"2018";"Minerais Abrasivos - Diversos";"68043000";891311;228407;"KGL";"QUILOGRAMA LIQUIDO";1,397;"Pedras para amolar ou para polir, manualmente"
"2018";"Minerais Abrasivos - Diversos";"68053010";433421;60062;"KGL";"QUILOGRAMA LIQUIDO";0,679;"Abrasivos naturais ou artificiais, com suporte de papel ou cartão combinados com matérias têxteis"
"2018";"Minerais Abrasivos - Outros";"25131000";4645;466;"KGL";"QUILOGRAMA LIQUIDO";100;"Pedra-pomes; esmerilhado/outros abrasivos naturais tratamento térmico"
"2018";"Minerais Metálicos - Diversos";"93062100";195935715;8184170;"KGL";"QUILOGRAMA LIQUIDO";12,184;"Cartuchos para espingardas ou carabinas de cano liso"
"2018";"Minerais Metálicos - Diversos";"81129900";140061536;3113568;"KGL";"QUILOGRAMA LIQUIDO";8,71;"Obras de gálio, hafnio, índio, nióbio, renio e tálio"
"2018";"Minerais Metálicos - Diversos";"93033000";139031539;860975;"UNID.";"NUMERO (UNIDADE)";8,646;"Outras espingardas e carabinas de caça ou de tiro ao alvo"
"2018";"Minerais Metálicos - Diversos";"83099000";106951916;30064432;"KGL";"QUILOGRAMA LIQUIDO";6,651;"Rolhas, outras tampas e acessórios para embalagem, de metais comuns"
"2018";"Minerais Metálicos - Diversos";"68138190";81417054;35328635;"KGL";"QUILOGRAMA LIQUIDO";5,063;"Outras guarnições para freios"
"2018";"Minerais Metálicos - Diversos";"28259090";75532094;10187678;"KGL";"QUILOGRAMA LIQUIDO";4,697;"Óxidos, hidróxidos e peróxidos de outros metais, etc."
"2018";"Minerais Metálicos - Diversos";"82075011";52901695;1327578;"KGL";"QUILOGRAMA LIQUIDO";3,29;"Brocas helicoidais, com diâmetro inferior ou igual a 52 mm, de metais comuns, inclusive diamantada"
"2018";"Minerais Metálicos - Diversos";"82121020";45696532;196153532;"UNID.";"NUMERO (UNIDADE)";2,842;"Aparelhos de barbear, não elétricos"
"2018";"Minerais Metálicos - Diversos";"82073000";39413336;2313097;"KGL";"QUILOGRAMA LIQUIDO";2,451;"Ferramentas de embutir, de estampar ou de puncionar"
"2018";"Minerais Metálicos - Diversos";"94019090";36986426;6413095;"KGL";"QUILOGRAMA LIQUIDO";2,3;"Partes para assentos, de outras matérias"
"2018";"Minerais Metálicos - Outros";"26209990";155023;790976;"KGL";"QUILOGRAMA LIQUIDO";58,572;"Cinzas e resíduos, contendo outros metais"
"2018";"Minerais Metálicos - Outros";"26179000";94543;85937;"KGL";"QUILOGRAMA LIQUIDO";35,721;"Outros minérios e seus concentrados"
"2018";"Minerais Metálicos - Outros";"28051990";15103;10080;"KGL";"QUILOGRAMA LIQUIDO";5,706;"Outros metais alcalinos ou alcalinoterrosos"
"2018";"Minerais Refratários - Diversos";"68159110";44151598;26050763;"KGL";"QUILOGRAMA LIQUIDO";41,887;"Obras que contenham magnesita, dolomita ou cromita, crus, aglomerados com aglutinante químico"
"2018";"Minerais Refratários - Diversos";"69021018";36276823;28493370;"KGL";"QUILOGRAMA LIQUIDO";34,416;"Outros tijolos refratários magnesianos ou à base de óxido de cromo"
"2018";"Minerais Refratários - Diversos";"69022099";11998630;5059473;"KGL";"QUILOGRAMA LIQUIDO";11,383;"Outras peças cerâmicas refratária, que contenham, em peso, mais de 50 % de alumina (Al2O3), de sílica (SiO2) ou de uma mistura ou combinação destes produtos"
"2018";"Minerais Refratários - Diversos";"69032090";7277734;1616746;"KGL";"QUILOGRAMA LIQUIDO";6,904;"Outros produtos cerâmicos refratários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"69022010";2118507;3413525;"KGL";"QUILOGRAMA LIQUIDO";2,01;"Tijolos sílico-aluminosos, refratrários"
"2018";"Minerais Refratários - Diversos";"69032020";1565813;377553;"KGL";"QUILOGRAMA LIQUIDO";1,486;"Tampas e tampões refratários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"69032030";1527328;190825;"KGL";"QUILOGRAMA LIQUIDO";1,449;"Tubos refratrários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"69032010";274795;62339;"KGL";"QUILOGRAMA LIQUIDO";0,261;"Cadinhos refratrários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"69022091";107801;48282;"KGL";"QUILOGRAMA LIQUIDO";0,102;"Outras peças cerâmicas refratárias silico-aluminosos"
"2018";"Minerais Refratários - Diversos";"69021019";95515;71037;"KGL";"QUILOGRAMA LIQUIDO";0,091;"Outras peças cerâmicas refratrárias magnesianas ou à base de óxido de cromo"
"2018";"Minerais Refratários - Outros";"25085000";23638;29030;"KGL";"QUILOGRAMA LIQUIDO";97,581;"Andaluzita, cianita e silimanita"
"2018";"Minerais Refratários - Outros";"69022093";294;40;"KGL";"QUILOGRAMA LIQUIDO";1,214;"Outras peças cerâmicas refratárias de silimanita"
"2018";"Minerais Refratários - Outros";"38160012";292;106;"KGL";"QUILOGRAMA LIQUIDO";1,205;"Cimento e argamassa, à base de silimanita, refratrários"
"2018";"Molibdênio";"81029700";2432100;259376;"KGL";"QUILOGRAMA LIQUIDO";53,464;"Desperdícios e resíduos de molibdênio"
"2018";"Molibdênio";"26131010";1048932;78000;"KGL";"QUILOGRAMA LIQUIDO";23,058;"Molibdenita ustulada (minérios de molibdênio)"
"2018";"Molibdênio";"72027000";705925;40733;"KGL";"QUILOGRAMA LIQUIDO";15,518;"Ferro-molibdênio"
"2018";"Molibdênio";"26139090";277056;352503;"KGL";"QUILOGRAMA LIQUIDO";6,09;"Outros minérios de molibdênio não ustulados e concentrados"
"2018";"Molibdênio";"26131090";67916;79633;"KGL";"QUILOGRAMA LIQUIDO";1,493;"Outros minérios de molibdênio, ustulados, seus concentrados"
"2018";"Molibdênio";"81029900";14756;7;"KGL";"QUILOGRAMA LIQUIDO";0,324;"Outras obras de molibdênio"
"2018";"Molibdênio";"81029500";1811;0;"KGL";"QUILOGRAMA LIQUIDO";0,04;"Barras de molibdênio, exceto as simplesmente obtidas por sinterização, perfis, chapas, tiras e folhas"
"2018";"Molibdênio";"81029600";588;4;"KGL";"QUILOGRAMA LIQUIDO";0,013;"Fios de molibdênio"
"2018";"Nióbio";"72029300";2011633328;93085,794;"TML";"TONELADA METRICA LIQUIDA";100;"Ferro-nióbio"
"2018";"Níquel";"72026000";640051981;150964,798;"TML";"TONELADA METRICA LIQUIDA";92,208;"Ferro-níquel"
"2018";"Níquel";"75051210";36242353;1495,652;"TML";"TONELADA METRICA LIQUIDA";5,221;"Barras de ligas de níquel"
"2018";"Níquel";"75052200";7444853;304,234;"TML";"TONELADA METRICA LIQUIDA";1,073;"Fios de ligas de níquel"
"2018";"Níquel";"75089090";4327045;7,354;"TML";"TONELADA METRICA LIQUIDA";0,623;"Outras obras de níquel"
"2018";"Níquel";"75030000";2248824;733,8;"TML";"TONELADA METRICA LIQUIDA";0,324;"Desperdícios e resíduos, de níquel"
