"CO_ANO";"SUBSTANCIA";"CO_NCM";"EX_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"percentual_Produto_NCM";"NO_NCM_Subitem_POR"
"2018";"Níquel";"75071200";1369408;40,397;"TML";"TONELADA METRICA LIQUIDA";0,197;"Tubos de ligas de níquel"
"2018";"Níquel";"85073090";951592;210;"UNID.";"NUMERO (UNIDADE)";0,137;"Outros acumuladores elétricos, de níquel-cádmio"
"2018";"Níquel";"85073019";269160;91;"UNID.";"NUMERO (UNIDADE)";0,039;"Outros acumuladores elétricos, de níquel-cádmio, peso <= 2500 kg"
"2018";"Níquel";"28254090";259002;209,348;"TML";"TONELADA METRICA LIQUIDA";0,037;"Outros óxidos e hidróxidos de níquel"
"2018";"Níquel";"85073011";213185;1730;"UNID.";"NUMERO (UNIDADE)";0,031;"Acumuladores elétricos de níquel-cádmio, peso <= 2500 kg, capacidade <= 15 ah"
"2018";"Ouro";"71081310";1866896130;47034;"KGL";"QUILOGRAMA LIQUIDO";65,877;"Ouro em barras, fios e perfis de seção maciça"
"2018";"Ouro";"71081210";936874176;31198;"KGL";"QUILOGRAMA LIQUIDO";33,059;"Bulhão dourado (bullion doré), em formas brutas, para uso não monetário"
"2018";"Ouro";"99997103";20693766;45;"KGL";"QUILOGRAMA LIQUIDO";0,73;"Joalheria de ouro do capitulo 71 da NCM"
"2018";"Ouro";"71081290";7738579;329;"KGL";"QUILOGRAMA LIQUIDO";0,273;"Ouro em outras formas brutas, para uso não monetário"
"2018";"Ouro";"71081390";1222534;31;"KGL";"QUILOGRAMA LIQUIDO";0,043;"Ouro em outras formas semimanufaturadas, bulhão dourado, uso não monetário"
"2018";"Ouro";"71129100";339012;19099;"KGL";"QUILOGRAMA LIQUIDO";0,012;"Outros resíduos/desperdícios de ouro, de metais folheados ou chapeados (plaquê) de ouro, exceto varreduras que contenham outros metais preciosos"
"2018";"Ouro";"28433090";115879;4;"KGL";"QUILOGRAMA LIQUIDO";0,004;"Outros compostos de ouro, exclusivamente auranofina, etc."
"2018";"Ouro";"71123010";45067;0;"KGL";"QUILOGRAMA LIQUIDO";0,002;"Cinzas que contenham ouro, mas que não contenham outros metais preciosos"
"2018";"Paládio";"71102100";1748460;56;"KGL";"QUILOGRAMA LIQUIDO";98,914;"Paládio em formas brutas ou em pó"
"2018";"Paládio";"71102900";19194;1;"KGL";"QUILOGRAMA LIQUIDO";1,086;"Paladio em formas semimanufaturadas"
"2018";"Platina";"71151000";44028159;1343;"KGL";"QUILOGRAMA LIQUIDO";96,646;"Telas ou grades catalisadoras, de platina"
"2018";"Platina";"71129200";948216;23598;"KGL";"QUILOGRAMA LIQUIDO";2,081;"Outros resíduos/desperdícios de platina, de metais folheados ou chapeados (plaquê) de platina, exceto varreduras que contenham outros metais preciosos"
"2018";"Platina";"71101100";347171;10211;"KGL";"QUILOGRAMA LIQUIDO";0,762;"Platina, em formas brutas ou em pó"
"2018";"Platina";"71101910";232770;1;"KGL";"QUILOGRAMA LIQUIDO";0,511;"Platina, em barras, fios e perfis de seção maciça"
"2018";"Platina (Grupo) - Diversos";"71104100";234298;1508;"KGL";"QUILOGRAMA LIQUIDO";100;"Irídio, ósmio e rutênio, em formas brutas ou em pó"
"2018";"Potássio";"31059090";11331226;4970391,14;"TML";"TONELADA METRICA LIQUIDA";34,76;"Outros adubos/fertilizantes minerais químicos com nitrogênio e potássio"
"2018";"Potássio";"28276012";9142838;454,052;"TML";"TONELADA METRICA LIQUIDA";28,047;"Iodetos de potássio"
"2018";"Potássio";"28152000";5879543;9190,755;"TML";"TONELADA METRICA LIQUIDA";18,036;"Hidróxido de potássio (potassa cáustica)"
"2018";"Potássio";"31042010";1851345;3893,813;"TML";"TONELADA METRICA LIQUIDA";5,679;"Cloreto de potássio, com teor de óxido de potássio (K2O) não superior a 60 %, em peso"
"2018";"Potássio";"31042090";1215166;2501,962;"TML";"TONELADA METRICA LIQUIDA";3,728;"Outros cloretos de potássio"
"2018";"Potássio";"31043090";809159;590,197;"TML";"TONELADA METRICA LIQUIDA";2,482;"Outros sulfatos de potássio"
"2018";"Potássio";"28299031";788029;44,476;"TML";"TONELADA METRICA LIQUIDA";2,417;"Iodatos de potássio"
"2018";"Potássio";"31049090";498653;811,105;"TML";"TONELADA METRICA LIQUIDA";1,53;"Outros adubos ou fertilizantes minerais/químicos, potássicos"
"2018";"Potássio";"28269010";494332;1370,602;"TML";"TONELADA METRICA LIQUIDA";1,516;"Fluoraluminato de potássio"
"2018";"Potássio";"28364000";277612;267;"TML";"TONELADA METRICA LIQUIDA";0,852;"Carbonatos de potássio"
"2018";"Prata";"28432100";26130869;77,878;"TML";"TONELADA METRICA LIQUIDA";64,223;"Nitrato de prata"
"2018";"Prata";"28432990";8300191;28,921;"TML";"TONELADA METRICA LIQUIDA";20,4;"Outros compostos de prata"
"2018";"Prata";"26161000";3017506;1070,286;"TML";"TONELADA METRICA LIQUIDA";7,416;"Minérios de prata e seus concentrados"
"2018";"Prata";"71069220";1096248;3,715;"TML";"TONELADA METRICA LIQUIDA";2,694;"Prata, em chapas, lâminas, folhas e tiras"
"2018";"Prata";"71131100";1048371;301,053;"TML";"TONELADA METRICA LIQUIDA";2,577;"Artefatos de joalharia, de prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)"
"2018";"Prata";"71069210";615019;53268,434;"TML";"TONELADA METRICA LIQUIDA";1,512;"Prata,em barras, fios e perfis de seção maciça"
"2018";"Prata";"71069290";427456;3,679;"TML";"TONELADA METRICA LIQUIDA";1,051;"Prata, em outras formas semimanufaturadas"
"2018";"Prata";"71070000";37917;114,012;"TML";"TONELADA METRICA LIQUIDA";0,093;"Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas"
"2018";"Prata";"71141100";12953;0,131;"TML";"TONELADA METRICA LIQUIDA";0,032;"Artefatos de ourivesaria, de prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)"
"2018";"Prata";"71069100";1182;0,007;"TML";"TONELADA METRICA LIQUIDA";0,003;"Prata, em formas brutas"
"2018";"Quartzo (Cristal)";"25061000";6644096;19276116;"KGL";"QUILOGRAMA LIQUIDO";56,674;"Quartzo"
"2018";"Quartzo (Cristal)";"85044021";4919759;206191;"UNID.";"NUMERO (UNIDADE)";41,965;"Retificadores, exceto carregadores de acumuladores, de cristal (semicondutores)"
"2018";"Quartzo (Cristal)";"85416010";141136;1735900;"UNID.";"NUMERO (UNIDADE)";1,204;"Cristais piezelétricos montados, de quartzo, de frequência superior ou igual a 1 MHz, mas inferior ou igual a 100 MHz"
"2018";"Quartzo (Cristal)";"85181010";16729;8720;"UNID.";"NUMERO (UNIDADE)";0,143;"Piezelétricos próprios para aparelhos telefônicos"
"2018";"Quartzo (Cristal)";"85182910";1626;8036;"UNID.";"NUMERO (UNIDADE)";0,014;"Piezelétricos próprios para aparelhos telefônicos"
"2018";"Rochas Betuminosas";"27150000";6795775;11320937;"KGL";"QUILOGRAMA LIQUIDO";56,923;"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosos e cut-backs)"
"2018";"Rochas Betuminosas";"68079000";3101036;3518762;"KGL";"QUILOGRAMA LIQUIDO";25,975;"Outras obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez)"
"2018";"Rochas Betuminosas";"68071000";1946242;1720458;"KGL";"QUILOGRAMA LIQUIDO";16,302;"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez), em rolos"
"2018";"Rochas Betuminosas";"27149000";48451;104970;"KGL";"QUILOGRAMA LIQUIDO";0,406;"Betumes, asfaltos naturais, asfaltitas, rochas asfálticas"
"2018";"Rochas Betuminosas";"48111090";44458;107023;"KGL";"QUILOGRAMA LIQUIDO";0,372;"Outros papéis e cartões de celulose, alcatroados, betumados ou asfaltados, em rolos ou em folhas de forma quadrada ou retangular"
"2018";"Rochas Betuminosas";"27141000";1550;155;"KGL";"QUILOGRAMA LIQUIDO";0,013;"Xistos e areias betuminosos"
"2018";"Rochas Betuminosas";"27090090";857;121;"M3";"METRO CUBICO";0,007;"Óleos brutos de minerais betuminosos"
"2018";"Rochas Betuminosas";"48111010";259;4;"KGL";"QUILOGRAMA LIQUIDO";0,002;"Papel e cartão de celulose, alcatroados, betumados ou asfaltados, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas, em rolos ou em folhas de forma quadrada ou retangular"
"2018";"Rochas Britadas e Cascalho";"25171000";1204111;77459786;"KGL";"QUILOGRAMA LIQUIDO";77,32;"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados em concreto ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente"
"2018";"Rochas Britadas e Cascalho";"25174900";351852;23756812;"KGL";"QUILOGRAMA LIQUIDO";22,594;"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de outras pedras de cantaria"
"2018";"Rochas Britadas e Cascalho";"25174100";1346;80;"KGL";"QUILOGRAMA LIQUIDO";0,086;"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de mármore"
"2018";"Rochas e Minerais Industriais - Diversos";"38249979";14783466;5576950;"KGL";"QUILOGRAMA LIQUIDO";28,189;"Outros produtos e preparações à base de elementos químicos ou de seus compostos inorgânicos, não especificados nem compreendidos noutras posições"
"2018";"Rochas e Minerais Industriais - Diversos";"31051000";9794878;1221655;"KGL";"QUILOGRAMA LIQUIDO";18,677;"Produtos do presente Capítulo (adubos ou fertilizantes) apresentados em tabletes ou formas semelhantes, ou ainda em embalagens com peso bruto não superior a 10 kg"
"2018";"Rochas e Minerais Industriais - Diversos";"38244000";6968794;4731855;"KGL";"QUILOGRAMA LIQUIDO";13,288;"Aditivos preparados para cimentos, argamassas ou concretos"
"2018";"Rochas e Minerais Industriais - Diversos";"68159990";5656775;921356;"KGL";"QUILOGRAMA LIQUIDO";10,786;"Outras obras de pedras ou de outras matérias minerais"
"2018";"Rochas e Minerais Industriais - Diversos";"38029090";4715689;1693922;"KGL";"QUILOGRAMA LIQUIDO";8,992;"Outras matérias minerais naturais ativadas, etc."
"2018";"Rochas e Minerais Industriais - Diversos";"32071090";3791777;1693194;"KGL";"QUILOGRAMA LIQUIDO";7,23;"Outros pigmentos, opacificantes/cores, preparados e preparações"
"2018";"Rochas e Minerais Industriais - Diversos";"94069090";3275489;811868;"KGL";"QUILOGRAMA LIQUIDO";6,246;"Outras construções pré-fabricadas, exceto de madeira"
"2018";"Rochas e Minerais Industriais - Diversos";"25309090";1187966;5937173;"KGL";"QUILOGRAMA LIQUIDO";2,265;"Outras matérias minerais"
"2018";"Rochas e Minerais Industriais - Diversos";"28500090";905846;37759;"KGL";"QUILOGRAMA LIQUIDO";1,727;"Hidretos, azidas, boretos e outros nitretos e silicietos"
"2018";"Rochas e Minerais Industriais - Diversos";"85416090";350704;3509243;"UNID.";"NUMERO (UNIDADE)";0,669;"Outros cristais piezoelétricos montados"
"2018";"Rochas e Minerais Industriais - Outros";"28369919";2841396;93882;"KGL";"QUILOGRAMA LIQUIDO";92,756;"Outros carbonatos"
"2018";"Rochas e Minerais Industriais - Outros";"28421010";214664;62385;"KGL";"QUILOGRAMA LIQUIDO";7,008;"Zeólitas dos tipos utilizados como trocadores de íons para o tratamento de águas"
"2018";"Rochas e Minerais Industriais - Outros";"25293000";6984;8300;"KGL";"QUILOGRAMA LIQUIDO";0,228;"Leucita; nefelina e nefelina-sienito"
"2018";"Rochas e Minerais Industriais - Outros";"28369920";272;44;"KGL";"QUILOGRAMA LIQUIDO";0,009;"Peroxocarbonatos (percarbonatos)"
"2018";"Rochas Ornamentais";"68029390";468023086;780909,69;"TML";"TONELADA METRICA LIQUIDA";47,198;"Outros granitos trabalhados de outro modo e suas obras"
"2018";"Rochas Ornamentais";"25161200";163490334;421307;"M3";"METRO CUBICO";16,487;"Granito, simplesmente cortado a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular"
"2018";"Rochas Ornamentais";"68029990";124525663;59382,552;"TML";"TONELADA METRICA LIQUIDA";12,558;"Outras pedras de cantaria, etc, trabalhadas de outro modo e obra"
"2018";"Rochas Ornamentais";"68022900";56853788;1652320;"M2";"METRO QUADRADO";5,733;"Outras pedras de cantaria, simplesmente talhadas ou serradas, de superfície plana ou lisa"
"2018";"Rochas Ornamentais";"68029100";44308149;43789,695;"TML";"TONELADA METRICA LIQUIDA";4,468;"Mármore, travertino e alabastro, trabalhado de outro modo, e obras"
"2018";"Rochas Ornamentais";"68030000";41058332;102477,735;"TML";"TONELADA METRICA LIQUIDA";4,141;"Ardósia natural trabalhada e obras de ardósia natural ou aglomerada"
"2018";"Rochas Ornamentais";"25062000";35664796;46632,669;"TML";"TONELADA METRICA LIQUIDA";3,597;"Quartzitos, mesmo desbastados ou simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular"
"2018";"Rochas Ornamentais";"68022300";23269822;1009377;"M2";"METRO QUADRADO";2,347;"Granito, simplesmente talhados ou serrados, de superfície plana ou lisa"
"2018";"Rochas Ornamentais";"25161100";10690967;12405;"M3";"METRO CUBICO";1,078;"Granito em bruto ou desbastado"
"2018";"Rochas Ornamentais";"25151210";7309410;9101;"M3";"METRO CUBICO";0,737;"Mármores, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular"
"2018";"Rutênio";"28439020";33411;57;"KGL";"QUILOGRAMA LIQUIDO";100;"Tricloreto de rutênio em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso"
"2018";"Sal";"25010011";16710758;751299300;"KGL";"QUILOGRAMA LIQUIDO";32,279;"Sal marinho, a granel, sem agregados"
"2018";"Sal";"36020000";9821835;4150148;"KGL";"QUILOGRAMA LIQUIDO";18,972;"Explosivos preparados, exceto pólvoras propulsivas"
"2018";"Sal";"28151200";6920849;31703186;"KGL";"QUILOGRAMA LIQUIDO";13,369;"Hidróxido de sódio (soda cáustica), em solução aquosa (lixívia de soda cáustica)"
"2018";"Sal";"28371100";4903291;2344000;"KGL";"QUILOGRAMA LIQUIDO";9,471;"Cianeto e oxicianeto de sódio"
"2018";"Sal";"28291100";3725818;8484750;"KGL";"QUILOGRAMA LIQUIDO";7,197;"Cloratos de sódio"
"2018";"Sal";"28363000";1801996;4171516;"KGL";"QUILOGRAMA LIQUIDO";3,481;"Hidrogenocarbonato (bicarbonato) de sódio"
"2018";"Sal";"28391900";1563314;3719569;"KGL";"QUILOGRAMA LIQUIDO";3,02;"Outros silicatos de sódio"
"2018";"Sal";"28417020";974880;78390;"KGL";"QUILOGRAMA LIQUIDO";1,883;"Molibdato de sódio"
"2018";"Sal";"28362010";681411;1611225;"KGL";"QUILOGRAMA LIQUIDO";1,316;"Carbonato dissódico anidro"
"2018";"Sal";"28276011";632264;31801;"KGL";"QUILOGRAMA LIQUIDO";1,221;"Iodetos de sódio"
"2018";"Selênio";"28049000";165447;4200;"KGL";"QUILOGRAMA LIQUIDO";100;"Selênio"
"2018";"Silício";"28046900";477410232;190388393;"KGL";"QUILOGRAMA LIQUIDO";44,969;"Outros silícios"
"2018";"Silício";"72022100";183375168;103679872;"KGL";"QUILOGRAMA LIQUIDO";17,273;"Ferro-silício, que contenham, em peso, mais de 55 % de silício"
"2018";"Silício";"28492000";53436551;34679518;"KGL";"QUILOGRAMA LIQUIDO";5,033;"Carbonetos de constituição química definida ou não, de silício"
"2018";"Silício";"70191290";38899778;32602728;"KGL";"QUILOGRAMA LIQUIDO";3,664;"Outras mechas de vidro, ligeiramente torcidas"
"2018";"Silício";"70091000";31194473;2051579;"KGL";"QUILOGRAMA LIQUIDO";2,938;"Espelhos retrovisores para veículos"
"2018";"Silício";"70071100";22830540;4173395;"UNID.";"NUMERO (UNIDADE)";2,15;"Vidros temperados, de segurança, de dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos"
"2018";"Silício";"70052100";16580253;6172062;"M2";"METRO QUADRADO";1,562;"Outro vidro não armado, corado na massa, opacificado, folheado (chapeado) ou simplesmente desbastado, em chapas ou folhas"
"2018";"Silício";"32072099";15563233;25002242;"KGL";"QUILOGRAMA LIQUIDO";1,466;"Outras composições vitrificáveis e preparações semelhantes"
"2018";"Silício";"70023100";15228998;7401643;"KGL";"QUILOGRAMA LIQUIDO";1,434;"Tubos de vidro, de quartzo ou de outras sílicas fundidos, não trabalhado"
"2018";"Silício";"70072100";14389962;232858;"UNID.";"NUMERO (UNIDADE)";1,355;"Vidros de segurança, formados por folhas contracoladas, de dimensões e formatos que permitam a sua aplicação em automóveis, veículos aéreos, barcos ou outros veículos"
"2018";"Talco";"25262000";5955713;11694144;"KGL";"QUILOGRAMA LIQUIDO";100;"Esteatita natural, mesmo desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular, triturada ou em pó e talco"
"2018";"Tântalo";"81039000";11520203;627,013;"TML";"TONELADA METRICA LIQUIDA";93,928;"Outras obras de tântalo"
"2018";"Tântalo";"81033000";642754;33,43;"TML";"TONELADA METRICA LIQUIDA";5,241;"Desperdícios e resíduos de tântalo"
"2018";"Tântalo";"85322111";94477;646212;"UNID.";"NUMERO (UNIDADE)";0,77;"Condensador fixo elétrico, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device), com tensão de isolação inferior ou igual a 125 V"
"2018";"Tântalo";"85322190";4780;109;"UNID.";"NUMERO (UNIDADE)";0,039;"Outros condensadores fixos eletrolítico, de tântalo"
"2018";"Tântalo";"85322119";2666;23;"UNID.";"NUMERO (UNIDADE)";0,022;"Outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device)"
"2018";"Terras Raras";"36069000";1232226;1069,17;"TML";"TONELADA METRICA LIQUIDA";74,814;"Ferrocerio e outras ligas pirofosfóricas, artigo de material inflamável"
"2018";"Terras Raras";"25309030";4e+05;800;"TML";"TONELADA METRICA LIQUIDA";24,286;"Minerais de metais das terras raras"
"2018";"Terras Raras";"28461090";10034;0,42;"TML";"TONELADA METRICA LIQUIDA";0,609;"Outros compostos de cério"
"2018";"Terras Raras";"28461010";4800;0,44;"TML";"TONELADA METRICA LIQUIDA";0,291;"Óxido cérico"
"2018";"Titânio";"26140010";15969044;111532,587;"TML";"TONELADA METRICA LIQUIDA";41,518;"Ilmenita (minérios de titânio)"
"2018";"Titânio";"32061990";9737445;3436,42;"TML";"TONELADA METRICA LIQUIDA";25,317;"Outros pigmentos e prepars.à base de dióxido de titânio"
"2018";"Titânio";"81089000";6331946;34,187;"TML";"TONELADA METRICA LIQUIDA";16,463;"Obras de titânio"
"2018";"Titânio";"32061110";4093672;1274,375;"TML";"TONELADA METRICA LIQUIDA";10,643;"Pigmentos tipo rutilo"
"2018";"Titânio";"32061910";844718;73,374;"TML";"TONELADA METRICA LIQUIDA";2,196;"Pigmento constituído por mica revestida película dióxido titânio"
"2018";"Titânio";"32061120";441334;114,359;"TML";"TONELADA METRICA LIQUIDA";1,147;"Outros pigmentos que contenham, em peso, 80 % ou mais de dióxido de titânio, calculado sobre matéria seca"
"2018";"Titânio";"32061130";429368;41,257;"TML";"TONELADA METRICA LIQUIDA";1,116;"Preparações à base de dióxido de titânio, peso >= 80%"
"2018";"Titânio";"81083000";413059;92,684;"TML";"TONELADA METRICA LIQUIDA";1,074;"Desperdícios e resíduos do titânio"
"2018";"Titânio";"28230010";113902;28,291;"TML";"TONELADA METRICA LIQUIDA";0,296;"Óxidos de titânio, tipo anatase"
"2018";"Titânio";"28419019";76324;15;"TML";"TONELADA METRICA LIQUIDA";0,198;"Outros titanatos"
"2018";"Tungstênio";"26110000";4267181;549,242;"TML";"TONELADA METRICA LIQUIDA";38,41;"Minérios de tungstênio (volfrâmio) e seus concentrados"
"2018";"Tungstênio";"81019700";2577424;147,131;"TML";"TONELADA METRICA LIQUIDA";23,2;"Desperdícios e resíduos de tungstênio"
"2018";"Tungstênio";"72028000";2238316;84;"TML";"TONELADA METRICA LIQUIDA";20,148;"Ferro-tungstênio (ferro-volfrâmio) e ferro-silício-tungstênio (ferro-silício-volfrâmio)"
"2018";"Tungstênio";"38249972";564788;722,971;"TML";"TONELADA METRICA LIQUIDA";5,084;"Preparações à base de sílica em suspensão coloidal; nitreto de boro de estrutura cristalina cúbica, compactado com substrato de carbeto de tungstênio (volfrâmio)"
"2018";"Tungstênio";"85392110";470232;341794;"UNID.";"NUMERO (UNIDADE)";4,233;"Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos, halógenos, de tungstênio, para uma tensão inferior ou igual a 15 V"
"2018";"Tungstênio";"85392190";390915;346997;"UNID.";"NUMERO (UNIDADE)";3,519;"Outras lâmpadas/tubos incandescentes halogenos, de tungstênio"
"2018";"Tungstênio";"90184911";303145;191345;"UNID.";"NUMERO (UNIDADE)";2,729;"Brocas para odontologia, de carboneto de tungstênio (volfrâmio)"
"2018";"Tungstênio";"81019990";147259;1,258;"TML";"TONELADA METRICA LIQUIDA";1,326;"Outras obras de tungstênio"
"2018";"Tungstênio";"81019400";137774;3,357;"TML";"TONELADA METRICA LIQUIDA";1,24;"Tungstênio (volfrâmio) em formas brutas, incluindo as barras simplesmente obtidas por sinterização"
"2018";"Tungstênio";"81019600";11855;0,122;"TML";"TONELADA METRICA LIQUIDA";0,107;"Fios de tungstênio"
"2018";"Turfa";"27030000";564984;1527475;"KGL";"QUILOGRAMA LIQUIDO";100;"Turfa (incluindo a turfa para cama de animais), mesmo aglomerada"
"2018";"Vanádio";"28253010";356442013;9199,2;"TML";"TONELADA METRICA LIQUIDA";99,718;"Pentóxido de divanádio"
"2018";"Vanádio";"72029200";1007861;11,988;"TML";"TONELADA METRICA LIQUIDA";0,282;"Ferro-vanádio"
"2018";"Vanádio";"90184912";1062;228;"UNID.";"NUMERO (UNIDADE)";0;"Brocas para odontologia, de aço-vanádio"
"2018";"Vermiculita";"25301090";9720666;33319450;"KGL";"QUILOGRAMA LIQUIDO";67,467;"Vermiculita e cloritas, não expandidas"
"2018";"Vermiculita";"68069090";3950410;2810637;"KGL";"QUILOGRAMA LIQUIDO";27,418;"Outras obras de matérias minerais para isolamento do calor, som, etc."
"2018";"Vermiculita";"68061000";430609;272213;"KGL";"QUILOGRAMA LIQUIDO";2,989;"Lãs de escórias de altos-fornos, lãs de outras escórias, lã de rocha e lãs minerais semelhantes, mesmo misturadas entre si, a granel, em folhas ou em rolos"
"2018";"Vermiculita";"68062000";306380;566655;"KGL";"QUILOGRAMA LIQUIDO";2,126;"Vermiculita e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos, mesmo misturados entre si"
"2018";"Zinco";"79011111";162163132;54256;"TML";"TONELADA METRICA LIQUIDA";63,152;"Zinco não ligado, que contenha, em peso, 99,99 % ou mais de zinco, eletrolítico, em lingotes"
"2018";"Zinco";"79011210";80848220;30906;"TML";"TONELADA METRICA LIQUIDA";31,485;"Zinco não ligado, que contenha, em peso, menos de 99,99 % de zinco, em lingotes"
"2018";"Zinco";"26080090";5694625;26155,998;"TML";"TONELADA METRICA LIQUIDA";2,218;"Outros minérios de zinco e seus concentrados"
"2018";"Zinco";"28170010";2389680;755,706;"TML";"TONELADA METRICA LIQUIDA";0,931;"Óxido de zinco (branco de zinco)"
"2018";"Zinco";"79070090";1798206;368,044;"TML";"TONELADA METRICA LIQUIDA";0,7;"Outras obras de zinco"
"2018";"Zinco";"28332970";1757872;1238,54;"TML";"TONELADA METRICA LIQUIDA";0,685;"Sulfatos de zinco"
"2018";"Zinco";"79040000";901686;231,257;"TML";"TONELADA METRICA LIQUIDA";0,351;"Barras, perfis e fios, de zinco"
"2018";"Zinco";"79012010";726341;212;"TML";"TONELADA METRICA LIQUIDA";0,283;"Ligas de zinco, em lingotes"
"2018";"Zinco";"28273998";159278;103,684;"TML";"TONELADA METRICA LIQUIDA";0,062;"Cloreto de zinco"
"2018";"Zinco";"26201900";92505;12503;"TML";"TONELADA METRICA LIQUIDA";0,036;"Outras cinzas e resíduos contendo zinco"
"2018";"Zircônio";"25309020";1717960;930,065;"TML";"TONELADA METRICA LIQUIDA";94,68;"Areia de zircônio micronizada, própria para a preparação de esmaltes cerâmicos"
"2018";"Zircônio";"69039092";60657;1,703;"TML";"TONELADA METRICA LIQUIDA";3,343;"Outros produtos cerâmicos refratários de compostos de zircônio"
"2018";"Zircônio";"81099000";25263;0,319;"TML";"TONELADA METRICA LIQUIDA";1,392;"Obras de zircônio"
"2018";"Zircônio";"69029020";6719;0,172;"TML";"TONELADA METRICA LIQUIDA";0,37;"Tijolos e outras peças cerâmicas refratárias não fundidos, com um teor de óxido de zircônio (ZrO2) superior a 25 %, em peso"
"2018";"Zircônio";"28369912";3888;3,6;"TML";"TONELADA METRICA LIQUIDA";0,214;"Carbonato de zircônio"
"2018";"Zircônio";"32071010";5;0,005;"TML";"TONELADA METRICA LIQUIDA";0;"Pigmento, opacificante, etc, à base de zircônio/seus sais"
