"CO_ANO";"SUBSTANCIA";"NO_PAIS";"IMP_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2018";"Gipsita";"Países Baixos (Holanda)";77013;7,56;0,312
"2018";"Gipsita";"Panamá";109;0,057;0
"2018";"Gipsita";"Peru";2914;3;0,012
"2018";"Gipsita";"Polônia";119;0,016;0
"2018";"Gipsita";"Portugal";2701;2,954;0,011
"2018";"Gipsita";"Reino Unido";31026;20,572;0,126
"2018";"Gipsita";"Suíça";3381;0,025;0,014
"2018";"Gipsita";"Tailândia";100051;23,617;0,406
"2018";"Gipsita";"Taiwan (Formosa)";145445;9,175;0,59
"2018";"Gipsita";"Tcheca, República";112658;230,841;0,457
"2018";"Gipsita";"Tunísia";8683;2,412;0,035
"2018";"Gipsita";"Turquia";120411;266,534;0,488
"2016";"Grafita";"África do Sul";36501;3,969;0,042
"2016";"Grafita";"Alemanha";3010254;753,203;3,45
"2016";"Grafita";"Argentina";49824;24,87;0,057
"2016";"Grafita";"Austrália";7891;0,072;0,009
"2016";"Grafita";"Áustria";1396077;55,799;1,6
"2016";"Grafita";"Bélgica";40269;11,184;0,046
"2016";"Grafita";"Canadá";138479;1,643;0,159
"2016";"Grafita";"China";7679361;2447,7;8,8
"2016";"Grafita";"Coreia do Sul";289423;13,922;0,332
"2016";"Grafita";"Dinamarca";192604;9,687;0,221
"2016";"Grafita";"Eslováquia";2714;0,036;0,003
"2016";"Grafita";"Eslovênia";3514;0,136;0,004
"2016";"Grafita";"Espanha";24441437;5996,996;28,009
"2016";"Grafita";"Estados Unidos";20614776;1573,046;23,624
"2016";"Grafita";"Finlândia";190146;1,86;0,218
"2016";"Grafita";"França";3152818;650,292;3,613
"2016";"Grafita";"Hong Kong";18988;0,829;0,022
"2016";"Grafita";"Índia";93842;30,334;0,108
"2016";"Grafita";"Indonésia";230;0,223;0
"2016";"Grafita";"Israel";839;0;0,001
"2016";"Grafita";"Itália";829681;29,892;0,951
"2016";"Grafita";"Japão";2966980;682,744;3,4
"2016";"Grafita";"Luxemburgo";21799;0,008;0,025
"2016";"Grafita";"Malásia";1221;0,008;0,001
"2016";"Grafita";"México";18379824;8710,32;21,063
"2016";"Grafita";"Mônaco";8;0;0
"2016";"Grafita";"Noruega";80853;101,979;0,093
"2016";"Grafita";"Países Baixos (Holanda)";189603;0,882;0,217
"2016";"Grafita";"Panamá";10104;0,057;0,012
"2016";"Grafita";"Polônia";218522;41,51;0,25
"2016";"Grafita";"Portugal";69016;4,301;0,079
"2016";"Grafita";"Reino Unido";921979;44,97;1,057
"2016";"Grafita";"Romênia";698;0,001;0,001
"2016";"Grafita";"Rússia";364211;132,834;0,417
"2016";"Grafita";"Sri Lanka";3983;0,026;0,005
"2016";"Grafita";"Suécia";137191;24,267;0,157
"2016";"Grafita";"Suíça";819908;290,555;0,94
"2016";"Grafita";"Tailândia";8744;0,196;0,01
"2016";"Grafita";"Taiwan (Formosa)";826622;204,819;0,947
"2016";"Grafita";"Tcheca, República";10330;0,141;0,012
"2016";"Grafita";"Turquia";40358;2,093;0,046
"2017";"Grafita";"África do Sul";2022;0,03;0,002
"2017";"Grafita";"Alemanha";4164942;993,307;4,052
"2017";"Grafita";"Andorra";2275;0,003;0,002
"2017";"Grafita";"Argentina";4919;0,304;0,005
"2017";"Grafita";"Austrália";47994;1,356;0,047
"2017";"Grafita";"Áustria";945908;33,899;0,92
"2017";"Grafita";"Belarus";49619;0,329;0,048
"2017";"Grafita";"Bélgica";46545;1,581;0,045
"2017";"Grafita";"Brasil";8681;0,298;0,008
"2017";"Grafita";"Bulgária";5413;0,154;0,005
"2017";"Grafita";"Canadá";25644;0,347;0,025
"2017";"Grafita";"Chile";1988;0,684;0,002
"2017";"Grafita";"China";13030226;4464,514;12,677
"2017";"Grafita";"Coreia do Sul";117617;4,497;0,114
"2017";"Grafita";"Dinamarca";52265;0,153;0,051
"2017";"Grafita";"Eslováquia";3534;0,027;0,003
"2017";"Grafita";"Eslovênia";54092;2,128;0,053
"2017";"Grafita";"Espanha";25786408;7224,949;25,087
"2017";"Grafita";"Estados Unidos";19953205;1091,351;19,412
"2017";"Grafita";"Estônia";24;0;0
"2017";"Grafita";"Finlândia";174166;1,638;0,169
"2017";"Grafita";"França";2196934;692,423;2,137
"2017";"Grafita";"Grécia";7450;0,09;0,007
"2017";"Grafita";"Hong Kong";29468;4,516;0,029
"2017";"Grafita";"Hungria";3484;0,024;0,003
"2017";"Grafita";"Índia";375447;145,457;0,365
"2017";"Grafita";"Indonésia";474;0,945;0
"2017";"Grafita";"Irlanda";126;0,011;0
"2017";"Grafita";"Itália";1317192;46,999;1,281
"2017";"Grafita";"Japão";8707865;2745,607;8,472
"2017";"Grafita";"Luxemburgo";15014;0,007;0,015
"2017";"Grafita";"México";20246018;9866,153;19,697
"2017";"Grafita";"Mônaco";4;0;0
"2017";"Grafita";"Noruega";487;0,009;0
"2017";"Grafita";"Países Baixos (Holanda)";71700;6,135;0,07
"2017";"Grafita";"Polônia";1786765;531,971;1,738
"2017";"Grafita";"Portugal";101833;0,892;0,099
"2017";"Grafita";"Reino Unido";826188;53,698;0,804
"2017";"Grafita";"Romênia";368;0;0
"2017";"Grafita";"Rússia";290887;136,882;0,283
"2017";"Grafita";"Suécia";77824;1,336;0,076
"2017";"Grafita";"Suíça";1252463;456,718;1,219
"2017";"Grafita";"Tailândia";26214;1,585;0,026
"2017";"Grafita";"Taiwan (Formosa)";782332;169,655;0,761
"2017";"Grafita";"Tcheca, República";10838;0,386;0,011
"2017";"Grafita";"Turquia";51855;3,834;0,05
"2017";"Grafita";"Ucrânia";129655;71,768;0,126
"2018";"Grafita";"África do Sul";5577;0,1;0,002
"2018";"Grafita";"Alemanha";3509589;630,665;1,466
"2018";"Grafita";"Argentina";10041;1,724;0,004
"2018";"Grafita";"Austrália";15691;0,054;0,007
"2018";"Grafita";"Áustria";68312;1,06;0,029
"2018";"Grafita";"Barein";128;0,21;0
"2018";"Grafita";"Bélgica";31387;0,991;0,013
"2018";"Grafita";"Brasil";1021;0,001;0
"2018";"Grafita";"Bulgária";1753;0,05;0,001
"2018";"Grafita";"Canadá";56025;1,264;0,023
"2018";"Grafita";"Chile";57;0;0
"2018";"Grafita";"China";12239873;4259,775;5,113
"2018";"Grafita";"Cingapura";384;0;0
"2018";"Grafita";"Coreia do Sul";281169;9,916;0,117
"2018";"Grafita";"Dinamarca";42847;0,127;0,018
"2018";"Grafita";"Emirados Árabes Unidos";44794;21,545;0,019
"2018";"Grafita";"Eslovênia";14693;0,576;0,006
"2018";"Grafita";"Espanha";117907078;9803,668;49,254
"2018";"Grafita";"Estados Unidos";18966350;1433,117;7,923
"2018";"Grafita";"Finlândia";107352;0,688;0,045
"2018";"Grafita";"França";11085020;1305,615;4,631
"2018";"Grafita";"Hong Kong";48394;7,936;0,02
"2018";"Grafita";"Hungria";52544;1,922;0,022
"2018";"Grafita";"Índia";358300;56,407;0,15
"2018";"Grafita";"Indonésia";1156;0,692;0
"2018";"Grafita";"Irlanda";1819;0,007;0,001
"2018";"Grafita";"Itália";1342615;28,707;0,561
"2018";"Grafita";"Japão";17523971;3510,253;7,32
"2018";"Grafita";"Luxemburgo";24196;0,008;0,01
"2018";"Grafita";"Malásia";4120;0,014;0,002
"2018";"Grafita";"Marrocos";70;0;0
"2018";"Grafita";"México";51061793;4751,182;21,33
"2018";"Grafita";"Moçambique";9032;20,007;0,004
"2018";"Grafita";"Noruega";47;0;0
"2018";"Grafita";"Países Baixos (Holanda)";11334;0,264;0,005
"2018";"Grafita";"Polônia";58690;2,178;0,025
"2018";"Grafita";"Portugal";41094;0,092;0,017
"2018";"Grafita";"Reino Unido";812645;26,474;0,339
"2018";"Grafita";"Romênia";1180;0,02;0
"2018";"Grafita";"Rússia";985702;364,324;0,412
"2018";"Grafita";"Suécia";81874;0,579;0,034
"2018";"Grafita";"Suíça";1966232;677,321;0,821
"2018";"Grafita";"Tailândia";36896;1,1;0,015
"2018";"Grafita";"Taiwan (Formosa)";478408;62,575;0,2
"2018";"Grafita";"Tcheca, República";9242;0,161;0,004
"2018";"Grafita";"Turquia";85979;4,303;0,036
"2016";"Iodo";"Alemanha";18740;0,068;0,052
"2016";"Iodo";"Bélgica";11;0;0
"2016";"Iodo";"Canadá";139;0;0
"2016";"Iodo";"Chile";34472440;1448,851;95,182
"2016";"Iodo";"China";174766;6,915;0,483
"2016";"Iodo";"Espanha";4219;0,035;0,012
"2016";"Iodo";"Estados Unidos";1349736;72,236;3,727
"2016";"Iodo";"França";157;0,005;0
"2016";"Iodo";"Hong Kong";5815;0,5;0,016
"2016";"Iodo";"Índia";40170;1,456;0,111
"2016";"Iodo";"Japão";46;0,001;0
"2016";"Iodo";"México";436;0,004;0,001
"2016";"Iodo";"Reino Unido";150138;3,802;0,415
"2016";"Iodo";"Suíça";471;0;0,001
"2016";"Iodo";"Tailândia";156;0,032;0
"2017";"Iodo";"Alemanha";19735;0,044;0,088
"2017";"Iodo";"Belarus";9;0;0
"2017";"Iodo";"Bélgica";399;0,022;0,002
"2017";"Iodo";"Chile";20344214;986,254;91,226
"2017";"Iodo";"China";114371;8,408;0,513
"2017";"Iodo";"Espanha";1176;0,014;0,005
"2017";"Iodo";"Estados Unidos";483925;27,346;2,17
"2017";"Iodo";"França";206;0,001;0,001
"2017";"Iodo";"Índia";79770;3,048;0,358
"2017";"Iodo";"Irã";782681;40;3,51
"2017";"Iodo";"Japão";338598;18,002;1,518
"2017";"Iodo";"México";128;0,001;0,001
"2017";"Iodo";"Reino Unido";121994;3,204;0,547
"2017";"Iodo";"Suíça";13667;0,025;0,061
"2018";"Iodo";"Alemanha";44560;4,971;0,146
"2018";"Iodo";"Bélgica";594;0,004;0,002
"2018";"Iodo";"Chile";29331317;1230,5;96,432
"2018";"Iodo";"China";2196;0,109;0,007
"2018";"Iodo";"Espanha";2876;0,017;0,009
"2018";"Iodo";"Estados Unidos";727290;36,09;2,391
"2018";"Iodo";"França";122;0;0
"2018";"Iodo";"Índia";46522;1,608;0,153
"2018";"Iodo";"Japão";126259;5;0,415
"2018";"Iodo";"México";131;0,001;0
"2018";"Iodo";"Reino Unido";121419;2,721;0,399
"2018";"Iodo";"Suíça";13159;0,025;0,043
"2018";"Iodo";"Tailândia";264;0,08;0,001
"2017";"Irídio";"Alemanha";179676;0,006;100
"2018";"Irídio";"Alemanha";722513;0,02;41,232
"2018";"Irídio";"Estados Unidos";104027;0,003;5,936
"2018";"Irídio";"Japão";44332;0,001;2,53
"2018";"Irídio";"Reino Unido";881459;0,027;50,302
"2016";"Lítio";"Alemanha";1266709;9,768;0,681
"2016";"Lítio";"Argentina";19559;0,069;0,011
"2016";"Lítio";"Austrália";179490;0,061;0,096
"2016";"Lítio";"Áustria";5233;0,067;0,003
"2016";"Lítio";"Bélgica";3007;0,005;0,002
"2016";"Lítio";"Bulgária";13775;0,519;0,007
"2016";"Lítio";"Canadá";52861;0,251;0,028
"2016";"Lítio";"Chile";8021;0,022;0,004
"2016";"Lítio";"China";113433269;2009,436;60,971
"2016";"Lítio";"Cingapura";817647;17,487;0,439
"2016";"Lítio";"Cocos (Keeling), Ilhas";19;0;0
"2016";"Lítio";"Colômbia";841;0,005;0
"2016";"Lítio";"Coreia do Norte";92;0;0
"2016";"Lítio";"Coreia do Sul";21939875;401,409;11,793
"2016";"Lítio";"Croácia";2296;0,003;0,001
"2016";"Lítio";"Dinamarca";81196;0,239;0,044
"2016";"Lítio";"Emirados Árabes Unidos";10;0,01;0
"2016";"Lítio";"Eslováquia";1716;0,009;0,001
"2016";"Lítio";"Espanha";18045;0,11;0,01
"2016";"Lítio";"Estados Unidos";3661853;22,005;1,968
"2016";"Lítio";"Estônia";3489;0,014;0,002
"2016";"Lítio";"Filipinas";45606;0,409;0,025
"2016";"Lítio";"Finlândia";8067;0,026;0,004
"2016";"Lítio";"França";299342;0,893;0,161
"2016";"Lítio";"Guiné";19;0;0
"2016";"Lítio";"Hong Kong";2923314;107,63;1,571
"2016";"Lítio";"Hungria";1029;0,021;0,001
"2016";"Lítio";"Índia";6112;0,249;0,003
"2016";"Lítio";"Indonésia";1498238;34,22;0,805
"2016";"Lítio";"Irlanda";4588;0,024;0,002
"2016";"Lítio";"Islândia";1;0;0
"2016";"Lítio";"Israel";79811;0,408;0,043
"2016";"Lítio";"Itália";66192;0,159;0,036
"2016";"Lítio";"Japão";1937386;41,701;1,041
"2016";"Lítio";"Lituânia";15102;0,05;0,008
"2016";"Lítio";"Macau";34316;0,438;0,018
"2016";"Lítio";"Malásia";19405751;387,691;10,431
"2016";"Lítio";"Malta";49;0;0
"2016";"Lítio";"México";215417;1,333;0,116
"2016";"Lítio";"Noruega";127165;0,613;0,068
"2016";"Lítio";"Nova Zelândia";18924;0,033;0,01
"2016";"Lítio";"Países Baixos (Holanda)";19159;0,224;0,01
"2016";"Lítio";"Polônia";285984;3,651;0,154
"2016";"Lítio";"Porto Rico";27;0;0
"2016";"Lítio";"Portugal";7412;0,06;0,004
"2016";"Lítio";"Reino Unido";622138;1,782;0,334
"2016";"Lítio";"Romênia";11687;0,118;0,006
"2016";"Lítio";"Rússia";1293;0,026;0,001
"2016";"Lítio";"Suécia";15716;0,143;0,008
"2016";"Lítio";"Suíça";63669;0,365;0,034
"2016";"Lítio";"Tailândia";72852;0,484;0,039
"2016";"Lítio";"Taiwan (Formosa)";2609380;39,794;1,403
"2016";"Lítio";"Turquia";178;0;0
"2016";"Lítio";"Vietnã";14140658;238,227;7,601
"2017";"Lítio";"Alemanha";872840;8,251;0,357
"2017";"Lítio";"Arábia Saudita";3934;0,003;0,002
"2017";"Lítio";"Argentina";3949;0,009;0,002
"2017";"Lítio";"Austrália";127913;0,068;0,052
"2017";"Lítio";"Áustria";12297;0,061;0,005
"2017";"Lítio";"Barbados";2055;0,008;0,001
"2017";"Lítio";"Bélgica";770;0;0
"2017";"Lítio";"Brasil";13831;0,147;0,006
"2017";"Lítio";"Bulgária";3869;0,157;0,002
"2017";"Lítio";"Camarões";177;0;0
"2017";"Lítio";"Canadá";62464;0,172;0,026
"2017";"Lítio";"China";169660938;2684,956;69,453
"2017";"Lítio";"Cingapura";22338;0,184;0,009
"2017";"Lítio";"Coreia do Norte";289;0,001;0
"2017";"Lítio";"Coreia do Sul";17297176;322,803;7,081
"2017";"Lítio";"Dinamarca";32539;0,079;0,013
"2017";"Lítio";"Eslováquia";5206;0,023;0,002
"2017";"Lítio";"Espanha";25586;1,87;0,01
"2017";"Lítio";"Estados Unidos";2891937;15,665;1,184
"2017";"Lítio";"Estônia";782;0,001;0
"2017";"Lítio";"Filipinas";6073;0,059;0,002
"2017";"Lítio";"Finlândia";614;0,006;0
"2017";"Lítio";"França";478793;2,078;0,196
"2017";"Lítio";"Hong Kong";1961293;73,3;0,803
"2017";"Lítio";"Hungria";6315;0,084;0,003
"2017";"Lítio";"Índia";3242;0,215;0,001
"2017";"Lítio";"Indonésia";1580525;39,691;0,647
"2017";"Lítio";"Irlanda";1311;0,01;0,001
"2017";"Lítio";"Israel";188777;0,914;0,077
"2017";"Lítio";"Itália";79033;0,355;0,032
"2017";"Lítio";"Japão";2906197;41,245;1,19
"2017";"Lítio";"Letônia";2179;0,004;0,001
"2017";"Lítio";"Lituânia";18739;0,029;0,008
"2017";"Lítio";"Macau";63930;0,497;0,026
"2017";"Lítio";"Malásia";13944354;280,959;5,708
"2017";"Lítio";"Malta";11166;0,036;0,005
"2017";"Lítio";"México";492122;5,051;0,201
"2017";"Lítio";"Micronésia";95;0,001;0
"2017";"Lítio";"Noruega";159231;0,333;0,065
"2017";"Lítio";"Nova Zelândia";148159;0,329;0,061
"2017";"Lítio";"Países Baixos (Holanda)";9907;0,031;0,004
"2017";"Lítio";"Polônia";219418;4,23;0,09
"2017";"Lítio";"Porto Rico";402;0,002;0
"2017";"Lítio";"Portugal";6830;0,057;0,003
"2017";"Lítio";"Reino Unido";337581;0,866;0,138
"2017";"Lítio";"Romênia";16450;0,159;0,007
"2017";"Lítio";"Rússia";591;0,015;0
"2017";"Lítio";"Suécia";35674;0,131;0,015
"2017";"Lítio";"Suíça";103981;0,596;0,043
"2017";"Lítio";"Tailândia";49163;0,292;0,02
"2017";"Lítio";"Taiwan (Formosa)";2400717;38,99;0,983
"2017";"Lítio";"Tcheca, República";6168;0,151;0,003
"2017";"Lítio";"Uruguai";690;0,004;0
"2017";"Lítio";"Vietnã";28002610;359,349;11,463
"2018";"Lítio";"África do Sul";13323;0,385;0,005
"2018";"Lítio";"Alemanha";1378108;16,937;0,476
"2018";"Lítio";"Arábia Saudita";1980;0,01;0,001
"2018";"Lítio";"Argentina";14323;0,02;0,005
"2018";"Lítio";"Austrália";283767;0,12;0,098
"2018";"Lítio";"Áustria";17123;0,109;0,006
"2018";"Lítio";"Bangladesh";44;0;0
"2018";"Lítio";"Bélgica";64;0;0
"2018";"Lítio";"Brasil";178888;1,559;0,062
"2018";"Lítio";"Bulgária";262;0,011;0
"2018";"Lítio";"Canadá";60502;0,134;0,021
"2018";"Lítio";"Chile";9920;0,016;0,003
"2018";"Lítio";"China";180911730;2792,446;62,503
"2018";"Lítio";"Cingapura";18689;0,282;0,006
"2018";"Lítio";"Colômbia";25;0,001;0
"2018";"Lítio";"Coreia do Sul";15423157;287,965;5,329
"2018";"Lítio";"Dinamarca";34593;0,101;0,012
"2018";"Lítio";"Emirados Árabes Unidos";3418;0,001;0,001
"2018";"Lítio";"Eslováquia";4072;0,024;0,001
"2018";"Lítio";"Espanha";66660;2,491;0,023
"2018";"Lítio";"Estados Unidos";3037531;25,092;1,049
"2018";"Lítio";"Estônia";301;0;0
"2018";"Lítio";"Filipinas";4084;0,046;0,001
"2018";"Lítio";"Finlândia";3724;0,03;0,001
"2018";"Lítio";"França";421157;1,728;0,146
"2018";"Lítio";"Hong Kong";2409214;102,438;0,832
"2018";"Lítio";"Hungria";5725;0,029;0,002
"2018";"Lítio";"Índia";3639;0,344;0,001
"2018";"Lítio";"Indonésia";1718486;41,774;0,594
"2018";"Lítio";"Irlanda";496;0,001;0
"2018";"Lítio";"Israel";311923;1,289;0,108
"2018";"Lítio";"Itália";77927;1,16;0,027
"2018";"Lítio";"Japão";2630202;43,005;0,909
"2018";"Lítio";"Letônia";1939;0,003;0,001
"2018";"Lítio";"Lituânia";18643;0,053;0,006
"2018";"Lítio";"Luxemburgo";930;0,002;0
"2018";"Lítio";"Macau";5577;0,06;0,002
"2018";"Lítio";"Malásia";11779209;211,344;4,07
"2018";"Lítio";"México";227939;2,639;0,079
"2018";"Lítio";"Noruega";82024;0,147;0,028
"2018";"Lítio";"Nova Zelândia";3793;0,007;0,001
"2018";"Lítio";"Países Baixos (Holanda)";46909;0,286;0,016
"2018";"Lítio";"Peru";7568;0,015;0,003
"2018";"Lítio";"Polônia";345907;6,328;0,12
"2018";"Lítio";"Portugal";5443;0,067;0,002
"2018";"Lítio";"Reino Unido";714417;2,684;0,247
"2018";"Lítio";"Romênia";11874;0,137;0,004
"2018";"Lítio";"Rússia";542;0,014;0
"2018";"Lítio";"Sérvia";555;0,001;0
"2018";"Lítio";"Suécia";260085;1,247;0,09
"2018";"Lítio";"Suíça";163505;0,659;0,056
"2018";"Lítio";"Tadjiquistão";71;0;0
"2018";"Lítio";"Tailândia";61555;0,421;0,021
"2018";"Lítio";"Taiwan (Formosa)";1800067;14,928;0,622
"2018";"Lítio";"Tcheca, República";5228;0,098;0,002
"2018";"Lítio";"Turquia";4;0;0
"2018";"Lítio";"Vietnã";64848255;610,068;22,405
"2018";"Lítio";"Virgens, Ilhas (Britânicas)";5624;0,097;0,002
"2016";"Magnésio";"Alemanha";3705724;10701,252;5,788
"2016";"Magnésio";"Argentina";9773;139,617;0,015
"2016";"Magnésio";"Austrália";965893;1080;1,509
"2016";"Magnésio";"Áustria";3631595;1463,731;5,673
"2016";"Magnésio";"Bélgica";80;0,005;0
"2016";"Magnésio";"Canadá";14899;12,97;0,023
"2016";"Magnésio";"China";23317939;35566,841;36,422
"2016";"Magnésio";"Coreia do Sul";2321632;1098,297;3,626
"2016";"Magnésio";"Espanha";966244;2159,461;1,509
"2016";"Magnésio";"Estados Unidos";5450222;1835,663;8,513
"2016";"Magnésio";"França";647970;173,922;1,012
"2016";"Magnésio";"Grécia";1570359;2055;2,453
"2016";"Magnésio";"Hong Kong";734648;1060;1,148
"2016";"Magnésio";"Índia";70803;63,607;0,111
"2016";"Magnésio";"Israel";17086231;4429,411;26,688
"2016";"Magnésio";"Itália";183868;169,077;0,287
"2016";"Magnésio";"Japão";110463;35,346;0,173
"2016";"Magnésio";"Liechtenstein";9041;0,108;0,014
"2016";"Magnésio";"Lituânia";518;0,005;0,001
"2016";"Magnésio";"México";428904;430,11;0,67
"2016";"Magnésio";"Países Baixos (Holanda)";250878;171,527;0,392
"2016";"Magnésio";"Polônia";1210;0,284;0,002
"2016";"Magnésio";"Reino Unido";16321;7,645;0,025
"2016";"Magnésio";"Sérvia";2163039;800;3,379
"2016";"Magnésio";"Suécia";1295;0,033;0,002
"2016";"Magnésio";"Suíça";186901;32,417;0,292
"2016";"Magnésio";"Taiwan (Formosa)";647;0,079;0,001
"2016";"Magnésio";"Tcheca, República";17819;21,468;0,028
"2016";"Magnésio";"Turquia";156105;48,573;0,244
"2017";"Magnésio";"África do Sul";27690;14,889;0,044
"2017";"Magnésio";"Alemanha";4706377;7543,761;7,514
"2017";"Magnésio";"Andorra";32;0,2;0
"2017";"Magnésio";"Argentina";21420;169,901;0,034
"2017";"Magnésio";"Austrália";775513;840;1,238
"2017";"Magnésio";"Áustria";1849622;787,877;2,953
"2017";"Magnésio";"Bélgica";181;0,005;0
"2017";"Magnésio";"Brasil";137962;238,736;0,22
"2017";"Magnésio";"Canadá";3141;3,143;0,005
"2017";"Magnésio";"China";25407235;38020,063;40,564
"2017";"Magnésio";"Cingapura";3727;22;0,006
"2017";"Magnésio";"Coreia do Sul";1499768;721,03;2,394
"2017";"Magnésio";"Eslováquia";188589;93,05;0,301
"2017";"Magnésio";"Espanha";946444;2360,544;1,511
"2017";"Magnésio";"Estados Unidos";7151955;2693,178;11,418
"2017";"Magnésio";"França";34262;22,91;0,055
"2017";"Magnésio";"Grécia";1745197;2455;2,786
"2017";"Magnésio";"Hong Kong";233612;298;0,373
"2017";"Magnésio";"Índia";150588;104,546;0,24
"2017";"Magnésio";"Israel";13269899;3528,886;21,186
"2017";"Magnésio";"Itália";237516;237,593;0,379
"2017";"Magnésio";"Japão";188307;63,142;0,301
"2017";"Magnésio";"Liechtenstein";4083;0,029;0,007
"2017";"Magnésio";"Lituânia";24;0;0
"2017";"Magnésio";"Malásia";81645;60,277;0,13
"2017";"Magnésio";"México";1582263;1460,797;2,526
"2017";"Magnésio";"Países Baixos (Holanda)";285802;166,078;0,456
"2017";"Magnésio";"Paraguai";22834;14,45;0,036
"2017";"Magnésio";"Polônia";171;0,04;0
"2017";"Magnésio";"Reino Unido";21281;15,498;0,034
"2017";"Magnésio";"Suécia";2717;0,08;0,004
"2017";"Magnésio";"Suíça";82396;16,302;0,132
"2017";"Magnésio";"Taiwan (Formosa)";465523;223,578;0,743
"2017";"Magnésio";"Tcheca, República";3112;1,006;0,005
"2017";"Magnésio";"Turquia";1504171;469,297;2,401
"2018";"Magnésio";"Alemanha";4089223;2624,897;4,552
"2018";"Magnésio";"Arábia Saudita";18171;46;0,02
"2018";"Magnésio";"Argentina";22490;65,436;0,025
"2018";"Magnésio";"Austrália";7470875;5092,44;8,316
"2018";"Magnésio";"Áustria";2768079;2850,707;3,081
"2018";"Magnésio";"Bélgica";341;0,016;0
"2018";"Magnésio";"Canadá";16357;17,555;0,018
"2018";"Magnésio";"Chile";13000;25;0,014
"2018";"Magnésio";"China";27471869;28076,049;30,581
"2018";"Magnésio";"Colômbia";1566;0,5;0,002
"2018";"Magnésio";"Coreia do Sul";2302856;1039,254;2,563
"2018";"Magnésio";"Eslováquia";883801;407,885;0,984
"2018";"Magnésio";"Espanha";1975238;8626,187;2,199
"2018";"Magnésio";"Estados Unidos";8168146;3466,362;9,093
"2018";"Magnésio";"Estônia";3932;0,174;0,004
"2018";"Magnésio";"Finlândia";303;0,006;0
"2018";"Magnésio";"França";33458;7,946;0,037
"2018";"Magnésio";"Grécia";1847969;2268,95;2,057
"2018";"Magnésio";"Hong Kong";3102976;2389;3,454
"2018";"Magnésio";"Índia";238117;392,803;0,265
"2018";"Magnésio";"Indonésia";597766;406,144;0,665
"2018";"Magnésio";"Israel";17501102;5063,049;19,482
"2018";"Magnésio";"Itália";143020;147,101;0,159
"2018";"Magnésio";"Japão";575996;247,5;0,641
"2018";"Magnésio";"Liechtenstein";7250;0,034;0,008
"2018";"Magnésio";"Lituânia";865;0,006;0,001
"2018";"Magnésio";"Malásia";41080;40,206;0,046
"2018";"Magnésio";"México";3921870;2865,335;4,366
"2018";"Magnésio";"Noruega";3669278;2011,14;4,085
"2018";"Magnésio";"Países Baixos (Holanda)";441177;366,752;0,491
"2018";"Magnésio";"Polônia";7643;1,783;0,009
"2018";"Magnésio";"Reino Unido";355612;173,419;0,396
"2018";"Magnésio";"Suécia";366;0,008;0
"2018";"Magnésio";"Suíça";3167;0,04;0,004
"2018";"Magnésio";"Tailândia";89216;39,889;0,099
"2018";"Magnésio";"Taiwan (Formosa)";822247;371,381;0,915
"2018";"Magnésio";"Tcheca, República";201013;79,215;0,224
"2018";"Magnésio";"Turquia";1025487;336,105;1,142
"2016";"Manganês";"África do Sul";15605931;71121,529;5,054
"2016";"Manganês";"Alemanha";162583;48,341;0,053
"2016";"Manganês";"Bélgica";1027579;245,68;0,333
"2016";"Manganês";"Brasil";18253;16,45;0,006
"2016";"Manganês";"Bulgária";1294053;440,8;0,419
"2016";"Manganês";"Canadá";5800;0,35;0,002
"2016";"Manganês";"China";48013590;20687,7;15,551
"2016";"Manganês";"Cingapura";1291731;150,358;0,418
"2016";"Manganês";"Colômbia";22168781;5443,486;7,18
"2016";"Manganês";"Coreia do Sul";1193173;839,756;0,386
"2016";"Manganês";"Dinamarca";375026;0,733;0,121
"2016";"Manganês";"Eslovênia";13886;2,3;0,004
"2016";"Manganês";"Espanha";2440194;3480,183;0,79
"2016";"Manganês";"Estados Unidos";3509411;568,41;1,137
"2016";"Manganês";"França";1514774;1602,491;0,491
"2016";"Manganês";"Geórgia";652843;861,84;0,211
"2016";"Manganês";"Hong Kong";2695306;1290,422;0,873
"2016";"Manganês";"Índia";151138314;47830,288;48,95
"2016";"Manganês";"Indonésia";7593760;1326,241;2,459
"2016";"Manganês";"Itália";191;0,02;0
"2016";"Manganês";"Japão";160330;70,227;0,052
"2016";"Manganês";"Malásia";2141220;228,48;0,693
"2016";"Manganês";"Marrocos";393;0,005;0
"2016";"Manganês";"México";99165;54;0,032
"2016";"Manganês";"Noruega";21073907;19758,001;6,825
"2016";"Manganês";"Países Baixos (Holanda)";18263577;5835,791;5,915
"2016";"Manganês";"Panamá";31086;6,053;0,01
"2016";"Manganês";"Paraguai";4080;24;0,001
"2016";"Manganês";"Polônia";41382;4,341;0,013
"2016";"Manganês";"Reino Unido";1118614;683,024;0,362
"2016";"Manganês";"Suécia";633;0,032;0
"2016";"Manganês";"Suíça";355358;49,375;0,115
"2016";"Manganês";"Tailândia";3353714;371,017;1,086
"2016";"Manganês";"Taiwan (Formosa)";116136;32,739;0,038
"2016";"Manganês";"Turquia";139930;75;0,045
"2016";"Manganês";"Vietnã";1144197;333,705;0,371
"2017";"Manganês";"África do Sul";26451458;125605,584;9,43
"2017";"Manganês";"Alemanha";358835;81,617;0,128
"2017";"Manganês";"Bélgica";1192460;244,158;0,425
"2017";"Manganês";"Brasil";1;0;0
