"CO_ANO";"SUBSTANCIA";"NO_PAIS";"IMP_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2016";"Água Mineral";"Argentina";6048;4,32;0,558
"2016";"Água Mineral";"Espanha";38205;45,189;3,527
"2016";"Água Mineral";"Estados Unidos";13286;13,93;1,227
"2016";"Água Mineral";"França";347536;574,224;32,086
"2016";"Água Mineral";"Itália";388309;904,083;35,85
"2016";"Água Mineral";"Japão";21661;20,724;2
"2016";"Água Mineral";"Líbano";7925;3,57;0,732
"2016";"Água Mineral";"Noruega";203425;113,219;18,781
"2016";"Água Mineral";"Paraguai";483;2;0,045
"2016";"Água Mineral";"Peru";17955;15,12;1,658
"2016";"Água Mineral";"Portugal";31138;30,096;2,875
"2016";"Água Mineral";"Reino Unido";7176;8,898;0,663
"2017";"Água Mineral";"Austrália";29;0,008;0,002
"2017";"Água Mineral";"Coreia do Sul";145863;150,139;10,062
"2017";"Água Mineral";"Espanha";12516;28,976;0,863
"2017";"Água Mineral";"Estados Unidos";5537;6,298;0,382
"2017";"Água Mineral";"França";400634;606,698;27,636
"2017";"Água Mineral";"Itália";423864;1209,77;29,239
"2017";"Água Mineral";"Japão";43641;37,983;3,01
"2017";"Água Mineral";"Jordânia";999;0,576;0,069
"2017";"Água Mineral";"Noruega";262173;145,209;18,085
"2017";"Água Mineral";"Países Baixos (Holanda)";2;0;0
"2017";"Água Mineral";"Portugal";69162;81,18;4,771
"2017";"Água Mineral";"Reino Unido";83448;106,812;5,756
"2017";"Água Mineral";"Suécia";1805;3,392;0,125
"2018";"Água Mineral";"Argentina";5839;48,186;0,272
"2018";"Água Mineral";"Coreia do Sul";96268;93,469;4,48
"2018";"Água Mineral";"Espanha";8998;29,845;0,419
"2018";"Água Mineral";"Estados Unidos";98265;134,972;4,573
"2018";"Água Mineral";"França";452400;774,298;21,055
"2018";"Água Mineral";"Itália";957851;1889,887;44,58
"2018";"Água Mineral";"Japão";9553;7,986;0,445
"2018";"Água Mineral";"Noruega";288110;158,212;13,409
"2018";"Água Mineral";"Portugal";105927;111,037;4,93
"2018";"Água Mineral";"Reino Unido";125399;160,23;5,836
"2016";"Amianto";"Alemanha";334341;5,373;8,244
"2016";"Amianto";"Austrália";24215;0,198;0,597
"2016";"Amianto";"Áustria";976393;58,924;24,076
"2016";"Amianto";"Bélgica";8930;0,238;0,22
"2016";"Amianto";"Brasil";1758;0,006;0,043
"2016";"Amianto";"Canadá";34017;1,017;0,839
"2016";"Amianto";"Chile";3312;0,002;0,082
"2016";"Amianto";"China";320771;113,065;7,91
"2016";"Amianto";"Coreia do Sul";9202;0,531;0,227
"2016";"Amianto";"Dinamarca";29576;1,219;0,729
"2016";"Amianto";"Emirados Árabes Unidos";10926;0,263;0,269
"2016";"Amianto";"Equador";7;0;0
"2016";"Amianto";"Eslováquia";512;0,002;0,013
"2016";"Amianto";"Eslovênia";7;0;0
"2016";"Amianto";"Espanha";36063;0,622;0,889
"2016";"Amianto";"Estados Unidos";600538;12,305;14,808
"2016";"Amianto";"Estônia";1541;0,012;0,038
"2016";"Amianto";"Finlândia";12228;0,049;0,302
"2016";"Amianto";"França";23944;0,101;0,59
"2016";"Amianto";"Hungria";492;0,013;0,012
"2016";"Amianto";"Índia";2433;0,047;0,06
"2016";"Amianto";"Indonésia";27;0;0,001
"2016";"Amianto";"Itália";125577;10,873;3,097
"2016";"Amianto";"Japão";131891;2,547;3,252
"2016";"Amianto";"Marrocos";3395;0,002;0,084
"2016";"Amianto";"México";1919;0,028;0,047
"2016";"Amianto";"Noruega";3500;0,015;0,086
"2016";"Amianto";"Países Baixos (Holanda)";13100;0,037;0,323
"2016";"Amianto";"Peru";331;0,002;0,008
"2016";"Amianto";"Polônia";1497;0,014;0,037
"2016";"Amianto";"Portugal";164;0,002;0,004
"2016";"Amianto";"Reino Unido";33946;0,37;0,837
"2016";"Amianto";"Rússia";1245537;3375;30,713
"2016";"Amianto";"Suécia";14044;0,205;0,346
"2016";"Amianto";"Suíça";36124;0,074;0,891
"2016";"Amianto";"Tailândia";1033;0,058;0,025
"2016";"Amianto";"Taiwan (Formosa)";9084;1,117;0,224
"2016";"Amianto";"Tcheca, República";2164;0,023;0,053
"2016";"Amianto";"Turquia";867;0,059;0,021
"2016";"Amianto";"Vietnã";4;0;0
"2017";"Amianto";"África do Sul";3;0,001;0
"2017";"Amianto";"Alemanha";300500;5,013;3,839
"2017";"Amianto";"Argentina";158;0,006;0,002
"2017";"Amianto";"Austrália";41333;0,161;0,528
"2017";"Amianto";"Áustria";960346;61,499;12,268
"2017";"Amianto";"Bélgica";13495;0,529;0,172
"2017";"Amianto";"Brasil";1321;0,012;0,017
"2017";"Amianto";"Canadá";9692;0,849;0,124
"2017";"Amianto";"China";174566;61,997;2,23
"2017";"Amianto";"Cingapura";834;0,003;0,011
"2017";"Amianto";"Coreia do Sul";14849;0,844;0,19
"2017";"Amianto";"Dinamarca";24785;0,604;0,317
"2017";"Amianto";"Equador";236;0,002;0,003
"2017";"Amianto";"Eslováquia";99;0,002;0,001
"2017";"Amianto";"Espanha";36226;0,917;0,463
"2017";"Amianto";"Estados Unidos";515892;6,298;6,59
"2017";"Amianto";"Filipinas";14;0;0
"2017";"Amianto";"Finlândia";34808;0,309;0,445
"2017";"Amianto";"França";41260;0,206;0,527
"2017";"Amianto";"Hong Kong";24;0,01;0
"2017";"Amianto";"Hungria";2360;0,06;0,03
"2017";"Amianto";"Índia";30068;1,223;0,384
"2017";"Amianto";"Indonésia";36;0;0
"2017";"Amianto";"Irlanda";501;0,002;0,006
"2017";"Amianto";"Itália";148420;15,344;1,896
"2017";"Amianto";"Japão";98695;0,857;1,261
"2017";"Amianto";"Marrocos";4505;0,003;0,058
"2017";"Amianto";"México";5561;0,013;0,071
"2017";"Amianto";"Noruega";16565;0,134;0,212
"2017";"Amianto";"Nova Caledônia";8;0;0
"2017";"Amianto";"Países Baixos (Holanda)";15639;0,05;0,2
"2017";"Amianto";"Peru";1377;0,124;0,018
"2017";"Amianto";"Polônia";2332;0,019;0,03
"2017";"Amianto";"Portugal";314;0,002;0,004
"2017";"Amianto";"Reino Unido";31189;0,407;0,398
"2017";"Amianto";"Rússia";5219578;12150;66,676
"2017";"Amianto";"Suécia";10875;0,141;0,139
"2017";"Amianto";"Suíça";56257;0,116;0,719
"2017";"Amianto";"Tailândia";1656;0,222;0,021
"2017";"Amianto";"Taiwan (Formosa)";7116;0,344;0,091
"2017";"Amianto";"Tcheca, República";4445;0,069;0,057
"2017";"Amianto";"Turquia";372;0,06;0,005
"2018";"Amianto";"Alemanha";476494;7,09;17,28
"2018";"Amianto";"Argentina";1395;0,013;0,051
"2018";"Amianto";"Austrália";48328;0,56;1,753
"2018";"Amianto";"Áustria";1020413;61,735;37,005
"2018";"Amianto";"Bélgica";19045;0,535;0,691
"2018";"Amianto";"Brasil";526;0,004;0,019
"2018";"Amianto";"Canadá";4727;0,03;0,171
"2018";"Amianto";"Chile";3837;0,807;0,139
"2018";"Amianto";"China";155608;20,277;5,643
"2018";"Amianto";"Cingapura";17;0;0,001
"2018";"Amianto";"Coreia do Sul";16378;0,766;0,594
"2018";"Amianto";"Dinamarca";49735;1,177;1,804
"2018";"Amianto";"Eslováquia";899;0,02;0,033
"2018";"Amianto";"Eslovênia";107;0,002;0,004
"2018";"Amianto";"Espanha";39125;1,505;1,419
"2018";"Amianto";"Estados Unidos";446674;7,834;16,199
"2018";"Amianto";"Finlândia";10015;0,14;0,363
"2018";"Amianto";"França";30436;0,173;1,104
"2018";"Amianto";"Hungria";384;0,014;0,014
"2018";"Amianto";"Índia";2261;0,057;0,082
"2018";"Amianto";"Indonésia";1065;6,686;0,039
"2018";"Amianto";"Irlanda";3661;0,014;0,133
"2018";"Amianto";"Itália";208858;17,817;7,574
"2018";"Amianto";"Japão";76775;0,833;2,784
"2018";"Amianto";"Letônia";5;0;0
"2018";"Amianto";"Luxemburgo";110;0,002;0,004
"2018";"Amianto";"Marrocos";5396;0,004;0,196
"2018";"Amianto";"México";3334;0,003;0,121
"2018";"Amianto";"Noruega";1725;0,005;0,063
"2018";"Amianto";"Países Baixos (Holanda)";26720;0,153;0,969
"2018";"Amianto";"Paraguai";39;0,003;0,001
"2018";"Amianto";"Peru";56;0,008;0,002
"2018";"Amianto";"Polônia";3522;0,014;0,128
"2018";"Amianto";"Portugal";2277;0,005;0,083
"2018";"Amianto";"Reino Unido";18260;0,549;0,662
"2018";"Amianto";"Suécia";32437;0,229;1,176
"2018";"Amianto";"Suíça";38208;0,095;1,386
"2018";"Amianto";"Tailândia";1179;0,1;0,043
"2018";"Amianto";"Taiwan (Formosa)";2543;0,145;0,092
"2018";"Amianto";"Tcheca, República";3765;0,036;0,137
"2018";"Amianto";"Turquia";1146;0,201;0,042
"2018";"Amianto";"Vietnã";11;0;0
"2016";"Antimônio";"Alemanha";1283;0;0,018
"2016";"Antimônio";"Bélgica";1858645;241,414;26,656
"2016";"Antimônio";"Bolívia";2347017;404,734;33,66
"2016";"Antimônio";"China";1798762;277,507;25,797
"2016";"Antimônio";"Espanha";30519;4,014;0,438
"2016";"Antimônio";"Estados Unidos";267527;114,338;3,837
"2016";"Antimônio";"França";12098;2;0,174
"2016";"Antimônio";"Índia";172363;20,211;2,472
"2016";"Antimônio";"Japão";907;0,003;0,013
"2016";"Antimônio";"Polônia";86;0,006;0,001
"2016";"Antimônio";"Reino Unido";59504;10,452;0,853
"2016";"Antimônio";"Suécia";691;0,006;0,01
"2016";"Antimônio";"Suíça";223;0;0,003
"2016";"Antimônio";"Tcheca, República";2021;0,003;0,029
"2016";"Antimônio";"Vietnã";421082;71,988;6,039
"2017";"Antimônio";"Alemanha";2593;0,003;0,03
"2017";"Antimônio";"Bélgica";2357496;252,12;27,126
"2017";"Antimônio";"Bolívia";3193975;463,832;36,75
"2017";"Antimônio";"Canadá";1070;0,015;0,012
"2017";"Antimônio";"China";2195215;273,207;25,259
"2017";"Antimônio";"Espanha";91;0,001;0,001
"2017";"Antimônio";"Estados Unidos";2148;0,005;0,025
"2017";"Antimônio";"França";67549;7;0,777
"2017";"Antimônio";"Índia";92809;10,134;1,068
"2017";"Antimônio";"Japão";1861;0,006;0,021
"2017";"Antimônio";"México";580;0,035;0,007
"2017";"Antimônio";"Polônia";134;0,009;0,002
"2017";"Antimônio";"Reino Unido";335821;43,801;3,864
"2017";"Antimônio";"Suécia";4089;0,043;0,047
"2017";"Antimônio";"Tadjiquistão";428380;51,997;4,929
"2017";"Antimônio";"Tcheca, República";7138;0,007;0,082
"2017";"Antimônio";"Vietnã";32;0,001;0
"2018";"Antimônio";"Alemanha";5697;0,003;0,057
"2018";"Antimônio";"Bélgica";2182518;241,7;22,025
"2018";"Antimônio";"Bolívia";4710875;665,694;47,54
"2018";"Antimônio";"Canadá";1687;0,028;0,017
"2018";"Antimônio";"China";1666576;203,253;16,818
"2018";"Antimônio";"Espanha";27146;3;0,274
"2018";"Antimônio";"Estados Unidos";195529;36,324;1,973
"2018";"Antimônio";"França";41952;5;0,423
"2018";"Antimônio";"Índia";1022;0,003;0,01
"2018";"Antimônio";"Itália";77;0,005;0,001
"2018";"Antimônio";"Japão";1301;0,006;0,013
"2018";"Antimônio";"México";853;0,054;0,009
"2018";"Antimônio";"Polônia";238;0,018;0,002
"2018";"Antimônio";"Reino Unido";91396;10,529;0,922
"2018";"Antimônio";"Suécia";8365;0,086;0,084
"2018";"Antimônio";"Suíça";640;0,002;0,006
"2018";"Antimônio";"Tadjiquistão";797159;94,172;8,045
"2018";"Antimônio";"Tailândia";173030;20,653;1,746
"2018";"Antimônio";"Tcheca, República";3176;0,006;0,032
"2018";"Antimônio";"Vietnã";14;0;0
"2016";"Areia";"África do Sul";81;0,028;0,14
"2016";"Areia";"Alemanha";3736;22,704;6,442
"2016";"Areia";"Canadá";19;0,007;0,033
"2016";"Areia";"China";35;0,06;0,06
"2016";"Areia";"Estados Unidos";43099;12,975;74,315
"2016";"Areia";"França";2156;0,119;3,718
"2016";"Areia";"Hong Kong";189;0,958;0,326
"2016";"Areia";"Itália";254;0,064;0,438
"2016";"Areia";"Japão";1062;0,01;1,831
"2016";"Areia";"México";6351;0,078;10,951
"2016";"Areia";"Países Baixos (Holanda)";88;0,014;0,152
"2016";"Areia";"Reino Unido";309;0,424;0,533
"2016";"Areia";"Suécia";111;0,045;0,191
"2016";"Areia";"Taiwan (Formosa)";505;0,062;0,871
"2017";"Areia";"Alemanha";10768;38,166;21,436
"2017";"Areia";"China";113;0,16;0,225
"2017";"Areia";"Estados Unidos";36007;26,751;71,68
"2017";"Areia";"França";1697;2,512;3,378
"2017";"Areia";"Itália";50;0,032;0,1
"2017";"Areia";"Reino Unido";8;0,03;0,016
"2017";"Areia";"Suécia";1311;0,265;2,61
"2017";"Areia";"Suíça";26;0,003;0,052
"2017";"Areia";"Taiwan (Formosa)";253;0,42;0,504
"2018";"Areia";"Alemanha";13316;59,15;15,277
"2018";"Areia";"China";257;1,318;0,295
"2018";"Areia";"Estados Unidos";41390;7,257;47,485
"2018";"Areia";"França";3780;3,411;4,337
"2018";"Areia";"Itália";22595;52,016;25,922
"2018";"Areia";"Japão";1050;0,01;1,205
"2018";"Areia";"Países Baixos (Holanda)";47;0,25;0,054
"2018";"Areia";"Reino Unido";37;0,079;0,042
"2018";"Areia";"Suécia";126;0,077;0,145
"2018";"Areia";"Taiwan (Formosa)";302;0,504;0,346
"2018";"Areia";"Turquia";4264;52;4,892
"2016";"Argilas Comuns";"África do Sul";152941;154,018;0,339
"2016";"Argilas Comuns";"Alemanha";553336;366,557;1,226
"2016";"Argilas Comuns";"Anguilla";74;0,036;0
"2016";"Argilas Comuns";"Argentina";15632;126,783;0,035
"2016";"Argilas Comuns";"Áustria";97297;113,615;0,216
"2016";"Argilas Comuns";"Barbados";91629;122,472;0,203
"2016";"Argilas Comuns";"Bélgica";1876;0,112;0,004
"2016";"Argilas Comuns";"Brasil";1653;0,039;0,004
"2016";"Argilas Comuns";"Canadá";6761;0,646;0,015
"2016";"Argilas Comuns";"China";9681636;15706,711;21,46
"2016";"Argilas Comuns";"Coreia do Sul";15499;2,056;0,034
"2016";"Argilas Comuns";"Dinamarca";6402;0,566;0,014
"2016";"Argilas Comuns";"Emirados Árabes Unidos";123138;316,8;0,273
"2016";"Argilas Comuns";"Espanha";2579620;1624,179;5,718
"2016";"Argilas Comuns";"Estados Unidos";1295818;1096,533;2,872
"2016";"Argilas Comuns";"Filipinas";18968;6,241;0,042
"2016";"Argilas Comuns";"Finlândia";24744;0,315;0,055
"2016";"Argilas Comuns";"França";678686;554,645;1,504
"2016";"Argilas Comuns";"Hong Kong";159408;121,864;0,353
"2016";"Argilas Comuns";"Índia";17337355;60407,412;38,429
"2016";"Argilas Comuns";"Indonésia";59455;61,579;0,132
"2016";"Argilas Comuns";"Irã";535;1,5;0,001
"2016";"Argilas Comuns";"Irlanda";3013;0,002;0,007
"2016";"Argilas Comuns";"Islândia";483;0;0,001
"2016";"Argilas Comuns";"Itália";3567163;2446,243;7,907
"2016";"Argilas Comuns";"Japão";81599;20,911;0,181
"2016";"Argilas Comuns";"Malásia";422021;293,287;0,935
"2016";"Argilas Comuns";"Marrocos";11192;2,622;0,025
"2016";"Argilas Comuns";"México";793;0,051;0,002
"2016";"Argilas Comuns";"Noruega";60689;0,024;0,135
"2016";"Argilas Comuns";"Países Baixos (Holanda)";27929;43,579;0,062
"2016";"Argilas Comuns";"Paraguai";1093595;28442,815;2,424
"2016";"Argilas Comuns";"Peru";508;0,154;0,001
"2016";"Argilas Comuns";"Portugal";310239;380,282;0,688
"2016";"Argilas Comuns";"Reino Unido";24693;1,035;0,055
"2016";"Argilas Comuns";"Rússia";148618;258,5;0,329
"2016";"Argilas Comuns";"Suécia";791;0,002;0,002
"2016";"Argilas Comuns";"Suíça";9204;0,048;0,02
"2016";"Argilas Comuns";"Tailândia";27963;11,1;0,062
"2016";"Argilas Comuns";"Taiwan (Formosa)";34772;18,261;0,077
"2016";"Argilas Comuns";"Tcheca, República";4036;0,289;0,009
"2016";"Argilas Comuns";"Tunísia";3892;7,239;0,009
"2016";"Argilas Comuns";"Turquia";64247;43,164;0,142
"2016";"Argilas Comuns";"Uruguai";48179;19,775;0,107
"2016";"Argilas Comuns";"Venezuela";2635;6;0,006
"2016";"Argilas Comuns";"Vietnã";6264956;19214,686;13,886
"2017";"Argilas Comuns";"África do Sul";246482;259,144;0,337
"2017";"Argilas Comuns";"Alemanha";1297062;925,975;1,776
"2017";"Argilas Comuns";"Anguilla";205;0,13;0
"2017";"Argilas Comuns";"Argentina";8676;41,959;0,012
"2017";"Argilas Comuns";"Austrália";5572;0,004;0,008
"2017";"Argilas Comuns";"Áustria";88305;54,734;0,121
"2017";"Argilas Comuns";"Barbados";43256;64,494;0,059
"2017";"Argilas Comuns";"Belarus";168;0,02;0
"2017";"Argilas Comuns";"Bélgica";4601;0,163;0,006
"2017";"Argilas Comuns";"Brasil";11865;0,546;0,016
"2017";"Argilas Comuns";"Burkina Faso";294;0,033;0
"2017";"Argilas Comuns";"Canadá";4683;0,691;0,006
"2017";"Argilas Comuns";"Catar";274;0,01;0
"2017";"Argilas Comuns";"Chile";227;0,182;0
"2017";"Argilas Comuns";"China";22370961;40584,926;30,625
"2017";"Argilas Comuns";"Coreia do Sul";38773;1,662;0,053
"2017";"Argilas Comuns";"Dinamarca";1670;0,118;0,002
"2017";"Argilas Comuns";"Egito";1760;0,924;0,002
"2017";"Argilas Comuns";"Emirados Árabes Unidos";178294;477,8;0,244
"2017";"Argilas Comuns";"Espanha";7258705;4424,41;9,937
"2017";"Argilas Comuns";"Estados Unidos";1371243;1294,902;1,877
"2017";"Argilas Comuns";"Filipinas";456;0,091;0,001
"2017";"Argilas Comuns";"Finlândia";26031;0,53;0,036
"2017";"Argilas Comuns";"França";365447;5,917;0,5
"2017";"Argilas Comuns";"Hong Kong";394403;466,272;0,54
"2017";"Argilas Comuns";"Índia";22300963;79805,702;30,529
"2017";"Argilas Comuns";"Indonésia";49634;49,282;0,068
"2017";"Argilas Comuns";"Irlanda";1541;0;0,002
"2017";"Argilas Comuns";"Islândia";156;0;0
"2017";"Argilas Comuns";"Israel";1800;0,058;0,002
"2017";"Argilas Comuns";"Itália";9685428;6592,173;13,259
"2017";"Argilas Comuns";"Japão";81970;91,125;0,112
"2017";"Argilas Comuns";"Malásia";441310;185,866;0,604
"2017";"Argilas Comuns";"Marrocos";9752;0,517;0,013
"2017";"Argilas Comuns";"México";1061;0,003;0,001
"2017";"Argilas Comuns";"Nigéria";64;0,043;0
"2017";"Argilas Comuns";"Noruega";2695;0,001;0,004
"2017";"Argilas Comuns";"Países Baixos (Holanda)";93217;126,47;0,128
"2017";"Argilas Comuns";"Panamá";6;0;0
"2017";"Argilas Comuns";"Paraguai";1043811;23999,752;1,429
"2017";"Argilas Comuns";"Peru";3663;0,818;0,005
"2017";"Argilas Comuns";"Portugal";531998;755,432;0,728
"2017";"Argilas Comuns";"Reino Unido";35373;3,594;0,048
"2017";"Argilas Comuns";"Rússia";271301;328,787;0,371
"2017";"Argilas Comuns";"Suécia";496;0,001;0,001
"2017";"Argilas Comuns";"Suíça";16884;0,121;0,023
"2017";"Argilas Comuns";"Tailândia";52114;10,352;0,071
"2017";"Argilas Comuns";"Taiwan (Formosa)";31575;28,352;0,043
"2017";"Argilas Comuns";"Tcheca, República";6674;0,012;0,009
"2017";"Argilas Comuns";"Tunísia";5322;8,731;0,007
"2017";"Argilas Comuns";"Turquia";641907;683,159;0,879
"2017";"Argilas Comuns";"Uruguai";2773;0,041;0,004
"2017";"Argilas Comuns";"Vietnã";4014568;11967,553;5,496
"2018";"Argilas Comuns";"África do Sul";146040;130,037;0,201
"2018";"Argilas Comuns";"Alemanha";945736;418,723;1,298
"2018";"Argilas Comuns";"Argentina";2970;6,599;0,004
"2018";"Argilas Comuns";"Áustria";56901;68,005;0,078
"2018";"Argilas Comuns";"Belarus";336;0,04;0
"2018";"Argilas Comuns";"Bélgica";48646;214,968;0,067
"2018";"Argilas Comuns";"Brasil";3726;0,057;0,005
"2018";"Argilas Comuns";"Canadá";4225;0,386;0,006
"2018";"Argilas Comuns";"Catar";1648;0,012;0,002
"2018";"Argilas Comuns";"China";21068913;28808,2;28,927
"2018";"Argilas Comuns";"Cingapura";346;0,001;0
"2018";"Argilas Comuns";"Coreia do Sul";49256;1,1;0,068
"2018";"Argilas Comuns";"Dinamarca";8556;0,535;0,012
"2018";"Argilas Comuns";"Emirados Árabes Unidos";9813;26,5;0,013
"2018";"Argilas Comuns";"Equador";9;0;0
"2018";"Argilas Comuns";"Espanha";8055778;4476,949;11,06
"2018";"Argilas Comuns";"Estados Unidos";1740079;1975,034;2,389
"2018";"Argilas Comuns";"Filipinas";144;0,016;0
"2018";"Argilas Comuns";"Finlândia";11567;0,745;0,016
"2018";"Argilas Comuns";"França";47759;10,314;0,066
"2018";"Argilas Comuns";"Hong Kong";503674;242,264;0,692
"2018";"Argilas Comuns";"Hungria";83;0;0
"2018";"Argilas Comuns";"Índia";26318295;87441,838;36,134
"2018";"Argilas Comuns";"Indonésia";49098;66,134;0,067
"2018";"Argilas Comuns";"Irlanda";1680;0;0,002
"2018";"Argilas Comuns";"Itália";9231949;6060,775;12,675
"2018";"Argilas Comuns";"Japão";109012;94,864;0,15
"2018";"Argilas Comuns";"Malásia";63760;68,825;0,088
"2018";"Argilas Comuns";"Marrocos";10027;4,167;0,014
"2018";"Argilas Comuns";"México";18410;9,039;0,025
"2018";"Argilas Comuns";"Nepal";111;0,009;0
"2018";"Argilas Comuns";"Nigéria";58;0,11;0
"2018";"Argilas Comuns";"Países Baixos (Holanda)";56416;73,343;0,077
"2018";"Argilas Comuns";"Paraguai";625982;18080,043;0,859
"2018";"Argilas Comuns";"Peru";19779;6,935;0,027
"2018";"Argilas Comuns";"Polônia";541;1,628;0,001
"2018";"Argilas Comuns";"Portugal";851673;1237,106;1,169
"2018";"Argilas Comuns";"Reino Unido";28465;0,286;0,039
"2018";"Argilas Comuns";"Rússia";220247;305,69;0,302
"2018";"Argilas Comuns";"Suécia";1501;0,002;0,002
"2018";"Argilas Comuns";"Suíça";27924;0,468;0,038
"2018";"Argilas Comuns";"Tailândia";198565;46,777;0,273
"2018";"Argilas Comuns";"Taiwan (Formosa)";28659;27,923;0,039
"2018";"Argilas Comuns";"Tcheca, República";6080;0,013;0,008
"2018";"Argilas Comuns";"Turquia";495792;716,857;0,681
"2018";"Argilas Comuns";"Uruguai";138;0,001;0
"2018";"Argilas Comuns";"Vietnã";1765508;4111,577;2,424
"2016";"Argilas Plásticas";"África do Sul";354865;19,817;0,349
"2016";"Argilas Plásticas";"Alemanha";8311901;1272,266;8,175
"2016";"Argilas Plásticas";"Argentina";6481;0,133;0,006
"2016";"Argilas Plásticas";"Austrália";78459;0,101;0,077
"2016";"Argilas Plásticas";"Áustria";2418455;378,184;2,379
"2016";"Argilas Plásticas";"Bélgica";4633327;298,993;4,557
"2016";"Argilas Plásticas";"Brasil";3579;0,326;0,004
"2016";"Argilas Plásticas";"Bulgária";32;0,002;0
"2016";"Argilas Plásticas";"Canadá";8447;0,064;0,008
"2016";"Argilas Plásticas";"China";42462249;59568,096;41,762
"2016";"Argilas Plásticas";"Cingapura";453;0,002;0
"2016";"Argilas Plásticas";"Colômbia";1696255;1018,718;1,668
"2016";"Argilas Plásticas";"Coreia do Sul";1026989;182,984;1,01
"2016";"Argilas Plásticas";"Dinamarca";1298541;56,7;1,277
"2016";"Argilas Plásticas";"Eslováquia";23683;1,257;0,023
"2016";"Argilas Plásticas";"Eslovênia";8210;0,7;0,008
"2016";"Argilas Plásticas";"Espanha";2568704;1981,673;2,526
"2016";"Argilas Plásticas";"Estados Unidos";10642746;7453,956;10,467
"2016";"Argilas Plásticas";"Estônia";86801;14,737;0,085
"2016";"Argilas Plásticas";"Fiji";27496;31,208;0,027
"2016";"Argilas Plásticas";"Filipinas";335515;219,7;0,33
"2016";"Argilas Plásticas";"França";2194823;367,076;2,159
"2016";"Argilas Plásticas";"Gâmbia";21852;0,28;0,021
"2016";"Argilas Plásticas";"Grécia";863;0,01;0,001
"2016";"Argilas Plásticas";"Hong Kong";334814;479,707;0,329
"2016";"Argilas Plásticas";"Hungria";358763;12,331;0,353
"2016";"Argilas Plásticas";"Índia";3385441;4097,738;3,33
"2016";"Argilas Plásticas";"Indonésia";202519;36,735;0,199
"2016";"Argilas Plásticas";"Israel";211353;0,226;0,208
"2016";"Argilas Plásticas";"Itália";6661504;3941,906;6,552
"2016";"Argilas Plásticas";"Japão";3088550;593,608;3,038
"2016";"Argilas Plásticas";"Letônia";1180;0,044;0,001
"2016";"Argilas Plásticas";"Liechtenstein";100;0;0
"2016";"Argilas Plásticas";"Macau";24732;145,48;0,024
"2016";"Argilas Plásticas";"Malásia";20064;10,531;0,02
"2016";"Argilas Plásticas";"Marrocos";2540;1,306;0,002
"2016";"Argilas Plásticas";"México";824405;45,129;0,811
"2016";"Argilas Plásticas";"Noruega";25013;1,932;0,025
"2016";"Argilas Plásticas";"Países Baixos (Holanda)";5953;0,133;0,006
"2016";"Argilas Plásticas";"Panamá";27140;22,608;0,027
"2016";"Argilas Plásticas";"Peru";14578;0,986;0,014
"2016";"Argilas Plásticas";"Polônia";1038027;38,74;1,021
"2016";"Argilas Plásticas";"Portugal";1303065;1114,306;1,282
"2016";"Argilas Plásticas";"Reino Unido";53755;3,243;0,053
"2016";"Argilas Plásticas";"Romênia";43831;17,62;0,043
"2016";"Argilas Plásticas";"Suécia";2272966;187,604;2,235
"2016";"Argilas Plásticas";"Suíça";115720;2,264;0,114
"2016";"Argilas Plásticas";"Tailândia";1796776;357,398;1,767
"2016";"Argilas Plásticas";"Taiwan (Formosa)";638751;316,786;0,628
"2016";"Argilas Plásticas";"Tcheca, República";57811;17,587;0,057
"2016";"Argilas Plásticas";"Tunísia";19633;1,386;0,019
"2016";"Argilas Plásticas";"Turquia";935781;913,715;0,92
"2016";"Argilas Plásticas";"Uruguai";643;0,053;0,001
"2017";"Argilas Plásticas";"África do Sul";5330;0,259;0,006
"2017";"Argilas Plásticas";"Alemanha";7572249;504,471;8,673
"2017";"Argilas Plásticas";"Argentina";33179;8,24;0,038
"2017";"Argilas Plásticas";"Austrália";21891;1,504;0,025
"2017";"Argilas Plásticas";"Áustria";565922;97,811;0,648
"2017";"Argilas Plásticas";"Bélgica";5178042;316,701;5,931
"2017";"Argilas Plásticas";"Brasil";17577;2,778;0,02
"2017";"Argilas Plásticas";"Bulgária";1220;0,107;0,001
"2017";"Argilas Plásticas";"Canadá";35541;3,607;0,041
"2017";"Argilas Plásticas";"Chile";181;0,08;0
"2017";"Argilas Plásticas";"China";26638880;17472,065;30,511
"2017";"Argilas Plásticas";"Cingapura";173;0;0
"2017";"Argilas Plásticas";"Colômbia";2312384;943,228;2,649
"2017";"Argilas Plásticas";"Coreia do Sul";970175;208,35;1,111
"2017";"Argilas Plásticas";"Costa Rica";2888;0,106;0,003
"2017";"Argilas Plásticas";"Dinamarca";237961;11,789;0,273
"2017";"Argilas Plásticas";"Eslováquia";270096;113,772;0,309
"2017";"Argilas Plásticas";"Eslovênia";5996;0,626;0,007
"2017";"Argilas Plásticas";"Espanha";358835;156,243;0,411
"2017";"Argilas Plásticas";"Estados Unidos";13484233;8395,489;15,444
"2017";"Argilas Plásticas";"Filipinas";310642;195,028;0,356
"2017";"Argilas Plásticas";"Finlândia";2181;0,002;0,002
"2017";"Argilas Plásticas";"França";2089528;448,017;2,393
"2017";"Argilas Plásticas";"Grécia";20780;0,705;0,024
"2017";"Argilas Plásticas";"Hong Kong";203841;106,966;0,233
