"CO_ANO";"SUBSTANCIA";"CO_NCM";"IMP_FOB.x";"QUANTIDADE";"SG_UNID";"NO_UNID";"percentual_Produto_NCM";"NO_NCM_Subitem_POR"
"2018";"Minerais Metálicos - Diversos";"83024200";83889442;48074555;"KGL";"QUILOGRAMA LIQUIDO";3,277;"Outras guarnições, ferragens e artigos semelhantes, para móveis, de metais comuns"
"2018";"Minerais Metálicos - Diversos";"94051093";81359110;17310397;"KGL";"QUILOGRAMA LIQUIDO";3,178;"Lustres e aparelhos iluminadores elétricos, de metal comum, para teto/parede"
"2018";"Minerais Metálicos - Diversos";"83021000";71815785;15068650;"KGL";"QUILOGRAMA LIQUIDO";2,806;"Dobradiças de qualquer tipo (incluindo os gonzos e as charneiras), de metais comuns"
"2018";"Minerais Metálicos - Diversos";"83099000";61140096;12172680;"KGL";"QUILOGRAMA LIQUIDO";2,389;"Rolhas, outras tampas e acessórios para embalagem, de metais comuns"
"2018";"Minerais Metálicos - Diversos";"94013090";54896031;2245837;"UNID.";"NUMERO (UNIDADE)";2,145;"Assentos giratórios de altura ajustável, de outras matérias"
"2018";"Minerais Metálicos - Outros";"26179000";104944;1052;"KGL";"QUILOGRAMA LIQUIDO";69,466;"Outros minérios e seus concentrados"
"2018";"Minerais Metálicos - Outros";"28051990";46129;9054;"KGL";"QUILOGRAMA LIQUIDO";30,534;"Outros metais alcalinos ou alcalinoterrosos"
"2018";"Minerais Refratários - Diversos";"69032090";21899838;4868679;"KGL";"QUILOGRAMA LIQUIDO";28,314;"Outros produtos cerâmicos refratários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"69021018";16207636;8996854;"KGL";"QUILOGRAMA LIQUIDO";20,955;"Outros tijolos refratários magnesianos ou à base de óxido de cromo"
"2018";"Minerais Refratários - Diversos";"69022099";9000565;1807403;"KGL";"QUILOGRAMA LIQUIDO";11,637;"Outras peças cerâmicas refratária, que contenham, em peso, mais de 50 % de alumina (Al2O3), de sílica (SiO2) ou de uma mistura ou combinação destes produtos"
"2018";"Minerais Refratários - Diversos";"69021090";8075577;8977246;"KGL";"QUILOGRAMA LIQUIDO";10,441;"Outras peças cerâmicas refratárias, que contenham, em peso, mais de 50 % dos elementos Mg, Ca ou Cr, tomados isoladamente ou em conjunto, expressos em MgO, CaO ou Cr2O3"
"2018";"Minerais Refratários - Diversos";"68159110";6401219;7488820;"KGL";"QUILOGRAMA LIQUIDO";8,276;"Obras que contenham magnesita, dolomita ou cromita, crus, aglomerados com aglutinante químico"
"2018";"Minerais Refratários - Diversos";"69022010";5193582;5980051;"KGL";"QUILOGRAMA LIQUIDO";6,715;"Tijolos sílico-aluminosos, refratrários"
"2018";"Minerais Refratários - Diversos";"69032030";3265397;521315;"KGL";"QUILOGRAMA LIQUIDO";4,222;"Tubos refratrários, que contenham, em peso, mais de 50 % de alumina (Al2O3) ou de uma mistura ou combinação de alumina e sílica (SiO2)"
"2018";"Minerais Refratários - Diversos";"38160029";2784752;647921;"KGL";"QUILOGRAMA LIQUIDO";3,6;"Outras preparações à base de cromo-magnesita, etc, refratárias"
"2018";"Minerais Refratários - Diversos";"69022091";1923263;2394226;"KGL";"QUILOGRAMA LIQUIDO";2,487;"Outras peças cerâmicas refratárias silico-aluminosos"
"2018";"Minerais Refratários - Diversos";"68159190";1173471;1290857;"KGL";"QUILOGRAMA LIQUIDO";1,517;"Outras obras contendo magnesita, dolomita ou cromita"
"2018";"Minerais Refratários - Outros";"25086000";1034467;610863;"KGL";"QUILOGRAMA LIQUIDO";29,936;"Mulita"
"2018";"Minerais Refratários - Outros";"69022093";965183;331707;"KGL";"QUILOGRAMA LIQUIDO";27,931;"Outras peças cerâmicas refratárias de silimanita"
"2018";"Minerais Refratários - Outros";"25085000";819478;1632555;"KGL";"QUILOGRAMA LIQUIDO";23,715;"Andaluzita, cianita e silimanita"
"2018";"Minerais Refratários - Outros";"38160012";636454;260061;"KGL";"QUILOGRAMA LIQUIDO";18,418;"Cimento e argamassa, à base de silimanita, refratrários"
"2018";"Molibdênio";"26131010";95587531;6284000;"KGL";"QUILOGRAMA LIQUIDO";72,288;"Molibdenita ustulada (minérios de molibdênio)"
"2018";"Molibdênio";"72027000";24441821;1326298;"KGL";"QUILOGRAMA LIQUIDO";18,484;"Ferro-molibdênio"
"2018";"Molibdênio";"28309011";2856676;136727;"KGL";"QUILOGRAMA LIQUIDO";2,16;"Sulfetos de molibdênio iv (dissulfeto de molibdênio)"
"2018";"Molibdênio";"26131090";2169637;1834183;"KGL";"QUILOGRAMA LIQUIDO";1,641;"Outros minérios de molibdênio, ustulados, seus concentrados"
"2018";"Molibdênio";"81029400";2170199;60734;"KGL";"QUILOGRAMA LIQUIDO";1,641;"Molibdênio em formas brutas, incluindo as barras simplesmente obtidas por sinterização"
"2018";"Molibdênio";"81029900";1247595;71441;"KGL";"QUILOGRAMA LIQUIDO";0,943;"Outras obras de molibdênio"
"2018";"Molibdênio";"81021000";924436;20332;"KGL";"QUILOGRAMA LIQUIDO";0,699;"Pós de molibdênio"
"2018";"Molibdênio";"81029700";911938;114381;"KGL";"QUILOGRAMA LIQUIDO";0,69;"Desperdícios e resíduos de molibdênio"
"2018";"Molibdênio";"28257010";841823;38500;"KGL";"QUILOGRAMA LIQUIDO";0,637;"Trióxido de molibdênio"
"2018";"Molibdênio";"81029600";840077;17052;"KGL";"QUILOGRAMA LIQUIDO";0,635;"Fios de molibdênio"
"2018";"Nióbio";"72029300";2197;0,004;"TML";"TONELADA METRICA LIQUIDA";100;"Ferro-nióbio"
"2018";"Níquel";"75021010";72508338;196630;"TML";"TONELADA METRICA LIQUIDA";38,825;"Catodos de niquel não ligado, em formas brutas"
"2018";"Níquel";"75089090";25450400;143,587;"TML";"TONELADA METRICA LIQUIDA";13,628;"Outras obras de níquel"
"2018";"Níquel";"38151100";15372030;1236,614;"TML";"TONELADA METRICA LIQUIDA";8,231;"Catalisadores em suporte, tendo como substância ativa o níquel ou um composto de níquel"
"2018";"Níquel";"75040010";10510593;641,551;"TML";"TONELADA METRICA LIQUIDA";5,628;"Pós e escamas, de níquel não ligado"
"2018";"Níquel";"75071200";9003934;319,679;"TML";"TONELADA METRICA LIQUIDA";4,821;"Tubos de ligas de níquel"
"2018";"Níquel";"75021090";7459172;51857;"TML";"TONELADA METRICA LIQUIDA";3,994;"Outro niquel não ligado, em formas brutas"
"2018";"Níquel";"75052200";7246229;235,507;"TML";"TONELADA METRICA LIQUIDA";3,88;"Fios de ligas de níquel"
"2018";"Níquel";"85073019";6300556;29862;"UNID.";"NUMERO (UNIDADE)";3,374;"Outros acumuladores elétricos, de níquel-cádmio, peso <= 2500 kg"
"2018";"Níquel";"75072000";5428161;19,341;"TML";"TONELADA METRICA LIQUIDA";2,907;"Acessórios para tubos de níquel (por exemplo, uniões, cotovelos, luvas)"
"2018";"Níquel";"85075000";4984244;5408134;"UNID.";"NUMERO (UNIDADE)";2,669;"Acumuladores elétricos de niquel-hidreto metálico"
"2018";"Ouro";"71081310";3241656;114;"KGL";"QUILOGRAMA LIQUIDO";57,856;"Ouro em barras, fios e perfis de seção maciça"
"2018";"Ouro";"71081290";1863182;755;"KGL";"QUILOGRAMA LIQUIDO";33,253;"Ouro em outras formas brutas, para uso não monetário"
"2018";"Ouro";"28433090";286387;60;"KGL";"QUILOGRAMA LIQUIDO";5,111;"Outros compostos de ouro, exclusivamente auranofina, etc."
"2018";"Ouro";"71081390";208981;92;"KGL";"QUILOGRAMA LIQUIDO";3,73;"Ouro em outras formas semimanufaturadas, bulhão dourado, uso não monetário"
"2018";"Ouro";"71081100";2783;0;"KGL";"QUILOGRAMA LIQUIDO";0,05;"Pós de ouro (incluindo o ouro platinado), para usos não monetários"
"2018";"Paládio";"71102100";272279917;8331;"KGL";"QUILOGRAMA LIQUIDO";99,945;"Paládio em formas brutas ou em pó"
"2018";"Paládio";"71102900";148740;6;"KGL";"QUILOGRAMA LIQUIDO";0,055;"Paladio em formas semimanufaturadas"
"2018";"Perlita";"25301010";2239079;24942084;"KGL";"QUILOGRAMA LIQUIDO";100;"Perlita não expandida"
"2018";"Platina";"71101100";58726187;2032;"KGL";"QUILOGRAMA LIQUIDO";98,274;"Platina, em formas brutas ou em pó"
"2018";"Platina";"71101910";942135;25;"KGL";"QUILOGRAMA LIQUIDO";1,577;"Platina, em barras, fios e perfis de seção maciça"
"2018";"Platina";"71101990";76983;3;"KGL";"QUILOGRAMA LIQUIDO";0,129;"Platina, em outras formas semimanufaturadas"
"2018";"Platina";"28439019";8004;0;"KGL";"QUILOGRAMA LIQUIDO";0,013;"Dexormaplatina; enloplatina; iproplatina; lobaplatina; miboplatina; ormaplatina; sebriplatina e zeniplatina, apresentadas de outra forma"
"2018";"Platina";"91144000";4142;0;"KGL";"QUILOGRAMA LIQUIDO";0,007;"Platinas e pontes para artigos de relojoaria"
"2018";"Platina (Grupo) - Diversos";"71104100";33226;6;"KGL";"QUILOGRAMA LIQUIDO";94,918;"Irídio, ósmio e rutênio, em formas brutas ou em pó"
"2018";"Platina (Grupo) - Diversos";"71104900";1779;3;"KGL";"QUILOGRAMA LIQUIDO";5,082;"Irídio, ósmio e rutênio, em formas semimanufaturadas"
"2018";"Potássio";"31042090";3095276682;10507256,288;"TML";"TONELADA METRICA LIQUIDA";96,439;"Outros cloretos de potássio"
"2018";"Potássio";"31059090";44973478;33713,507;"TML";"TONELADA METRICA LIQUIDA";1,401;"Outros adubos/fertilizantes minerais químicos com nitrogênio e potássio"
"2018";"Potássio";"31049090";19203931;100729,761;"TML";"TONELADA METRICA LIQUIDA";0,598;"Outros adubos ou fertilizantes minerais/químicos, potássicos"
"2018";"Potássio";"31043010";14123901;29721,459;"TML";"TONELADA METRICA LIQUIDA";0,44;"Sulfato de potássio, com teor de óxido de potássio (K2O) não superior a 52 %, em peso"
"2018";"Potássio";"28152000";12062895;16466,33;"TML";"TONELADA METRICA LIQUIDA";0,376;"Hidróxido de potássio (potassa cáustica)"
"2018";"Potássio";"28364000";4393240;6138,641;"TML";"TONELADA METRICA LIQUIDA";0,137;"Carbonatos de potássio"
"2018";"Potássio";"31042010";4384020;13630,064;"TML";"TONELADA METRICA LIQUIDA";0,137;"Cloreto de potássio, com teor de óxido de potássio (K2O) não superior a 60 %, em peso"
"2018";"Potássio";"28342190";3370047;3549,593;"TML";"TONELADA METRICA LIQUIDA";0,105;"Outros nitratos de potássio"
"2018";"Potássio";"28352400";2615998;1687,721;"TML";"TONELADA METRICA LIQUIDA";0,082;"Fosfato de potássio"
"2018";"Potássio";"28416100";2544014;1019,402;"TML";"TONELADA METRICA LIQUIDA";0,079;"Permanganato de potássio"
"2018";"Prata";"71069100";86960211;173,395;"TML";"TONELADA METRICA LIQUIDA";67,021;"Prata, em formas brutas"
"2018";"Prata";"71131100";29424288;15,348;"TML";"TONELADA METRICA LIQUIDA";22,677;"Artefatos de joalharia, de prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)"
"2018";"Prata";"28432100";4453346;14,747;"TML";"TONELADA METRICA LIQUIDA";3,432;"Nitrato de prata"
"2018";"Prata";"71069290";3991262;5,983;"TML";"TONELADA METRICA LIQUIDA";3,076;"Prata, em outras formas semimanufaturadas"
"2018";"Prata";"71069210";2043321;5,454;"TML";"TONELADA METRICA LIQUIDA";1,575;"Prata,em barras, fios e perfis de seção maciça"
"2018";"Prata";"85064010";1361755;9315563;"UNID.";"NUMERO (UNIDADE)";1,05;"Pilhas e baterias de pilhas, de óxido de prata, com volume exterior não superior a 300 cm3"
"2018";"Prata";"71069220";557499;4,828;"TML";"TONELADA METRICA LIQUIDA";0,43;"Prata, em chapas, lâminas, folhas e tiras"
"2018";"Prata";"37023200";513957;49028;"M2";"METRO QUADRADO";0,396;"Outros filmes, não perfurados, de largura não superior a 105 mm, que contenham uma emulsão de halogenetos de prata"
"2018";"Prata";"28432990";244842;9,985;"TML";"TONELADA METRICA LIQUIDA";0,189;"Outros compostos de prata"
"2018";"Prata";"71070000";137940;0,658;"TML";"TONELADA METRICA LIQUIDA";0,106;"Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas"
"2018";"Quartzo (Cristal)";"85044021";122047127;32658829;"UNID.";"NUMERO (UNIDADE)";86,121;"Retificadores, exceto carregadores de acumuladores, de cristal (semicondutores)"
"2018";"Quartzo (Cristal)";"85416010";17563453;202768181;"UNID.";"NUMERO (UNIDADE)";12,393;"Cristais piezelétricos montados, de quartzo, de frequência superior ou igual a 1 MHz, mas inferior ou igual a 100 MHz"
"2018";"Quartzo (Cristal)";"25061000";1787273;5087536;"KGL";"QUILOGRAMA LIQUIDO";1,261;"Quartzo"
"2018";"Quartzo (Cristal)";"85181010";257106;1389270;"UNID.";"NUMERO (UNIDADE)";0,181;"Piezelétricos próprios para aparelhos telefônicos"
"2018";"Quartzo (Cristal)";"85182910";54388;2326033;"UNID.";"NUMERO (UNIDADE)";0,038;"Piezelétricos próprios para aparelhos telefônicos"
"2018";"Quartzo (Cristal)";"71041000";6108;15;"KGL";"QUILOGRAMA LIQUIDO";0,004;"Quartzo piezoelétrico"
"2018";"Rochas Betuminosas";"68071000";3472211;4220394;"KGL";"QUILOGRAMA LIQUIDO";41,566;"Obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez), em rolos"
"2018";"Rochas Betuminosas";"68079000";2620135;5608636;"KGL";"QUILOGRAMA LIQUIDO";31,366;"Outras obras de asfalto ou de produtos semelhantes (por exemplo, breu ou pez)"
"2018";"Rochas Betuminosas";"27150000";1875246;1058087;"KGL";"QUILOGRAMA LIQUIDO";22,449;"Misturas betuminosas à base de asfalto ou de betume naturais, de betume de petróleo, de alcatrão mineral ou de breu de alcatrão mineral (por exemplo, mástiques betuminosos e cut-backs)"
"2018";"Rochas Betuminosas";"48111090";224536;58736;"KGL";"QUILOGRAMA LIQUIDO";2,688;"Outros papéis e cartões de celulose, alcatroados, betumados ou asfaltados, em rolos ou em folhas de forma quadrada ou retangular"
"2018";"Rochas Betuminosas";"27149000";130411;134234;"KGL";"QUILOGRAMA LIQUIDO";1,561;"Betumes, asfaltos naturais, asfaltitas, rochas asfálticas"
"2018";"Rochas Betuminosas";"48111010";30931;2960;"KGL";"QUILOGRAMA LIQUIDO";0,37;"Papel e cartão de celulose, alcatroados, betumados ou asfaltados, em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm, quando não dobradas, em rolos ou em folhas de forma quadrada ou retangular"
"2018";"Rochas Britadas e Cascalho";"25174100";2499178;60288829;"KGL";"QUILOGRAMA LIQUIDO";85,314;"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de mármore"
"2018";"Rochas Britadas e Cascalho";"25174900";213682;697256;"KGL";"QUILOGRAMA LIQUIDO";7,294;"Grânulos, lascas e pós, das pedras das posições 25.15 ou 25.16, mesmo tratados termicamente, de outras pedras de cantaria"
"2018";"Rochas Britadas e Cascalho";"25171000";209097;26145387;"KGL";"QUILOGRAMA LIQUIDO";7,138;"Calhaus, cascalho, pedras britadas, dos tipos geralmente usados em concreto ou para empedramento de estradas, de vias férreas ou outros balastros, seixos rolados e sílex, mesmo tratados termicamente"
"2018";"Rochas Britadas e Cascalho";"25173000";7439;17181;"KGL";"QUILOGRAMA LIQUIDO";0,254;"Tarmacadame"
"2018";"Rochas e Minerais Industriais - Diversos";"85416090";83490256;699259837;"UNID.";"NUMERO (UNIDADE)";37,397;"Outros cristais piezoelétricos montados"
"2018";"Rochas e Minerais Industriais - Diversos";"38249979";40337815;14100179;"KGL";"QUILOGRAMA LIQUIDO";18,068;"Outros produtos e preparações à base de elementos químicos ou de seus compostos inorgânicos, não especificados nem compreendidos noutras posições"
"2018";"Rochas e Minerais Industriais - Diversos";"31051000";26181871;7029495;"KGL";"QUILOGRAMA LIQUIDO";11,727;"Produtos do presente Capítulo (adubos ou fertilizantes) apresentados em tabletes ou formas semelhantes, ou ainda em embalagens com peso bruto não superior a 10 kg"
"2018";"Rochas e Minerais Industriais - Diversos";"32071090";25447094;3387343;"KGL";"QUILOGRAMA LIQUIDO";11,398;"Outros pigmentos, opacificantes/cores, preparados e preparações"
"2018";"Rochas e Minerais Industriais - Diversos";"94069090";9295963;1854811;"KGL";"QUILOGRAMA LIQUIDO";4,164;"Outras construções pré-fabricadas, exceto de madeira"
"2018";"Rochas e Minerais Industriais - Diversos";"38244000";7185559;4317595;"KGL";"QUILOGRAMA LIQUIDO";3,219;"Aditivos preparados para cimentos, argamassas ou concretos"
"2018";"Rochas e Minerais Industriais - Diversos";"68159990";5884186;2345556;"KGL";"QUILOGRAMA LIQUIDO";2,636;"Outras obras de pedras ou de outras matérias minerais"
"2018";"Rochas e Minerais Industriais - Diversos";"25309090";5527741;13042139;"KGL";"QUILOGRAMA LIQUIDO";2,476;"Outras matérias minerais"
"2018";"Rochas e Minerais Industriais - Diversos";"28500090";4863350;2804339;"KGL";"QUILOGRAMA LIQUIDO";2,178;"Hidretos, azidas, boretos e outros nitretos e silicietos"
"2018";"Rochas e Minerais Industriais - Diversos";"38249978";3592286;658927;"KGL";"QUILOGRAMA LIQUIDO";1,609;"Preparações à base de óxido de alumínio e óxido de zircônio, com um conteúdo de óxido de zircônio igual ou superior a 20 %, em peso"
"2018";"Rochas e Minerais Industriais - Outros";"28369920";5280929;8400790;"KGL";"QUILOGRAMA LIQUIDO";48,224;"Peroxocarbonatos (percarbonatos)"
"2018";"Rochas e Minerais Industriais - Outros";"28369919";5254038;4391229;"KGL";"QUILOGRAMA LIQUIDO";47,979;"Outros carbonatos"
"2018";"Rochas e Minerais Industriais - Outros";"28421010";280316;101347;"KGL";"QUILOGRAMA LIQUIDO";2,56;"Zeólitas dos tipos utilizados como trocadores de íons para o tratamento de águas"
"2018";"Rochas e Minerais Industriais - Outros";"25293000";128161;241490;"KGL";"QUILOGRAMA LIQUIDO";1,17;"Leucita; nefelina e nefelina-sienito"
"2018";"Rochas e Minerais Industriais - Outros";"85229010";7343;12;"KGL";"QUILOGRAMA LIQUIDO";0,067;"Agulhas com ponta de pedra preciosa, para aparelhos de reprodução"
"2018";"Rochas Ornamentais";"68029100";12095293;20456,753;"TML";"TONELADA METRICA LIQUIDA";40,155;"Mármore, travertino e alabastro, trabalhado de outro modo, e obras"
"2018";"Rochas Ornamentais";"25151220";6070304;763920;"M3";"METRO CUBICO";20,153;"Travertinos, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular"
"2018";"Rochas Ornamentais";"68022100";4064364;465483;"M2";"METRO QUADRADO";13,493;"Mármore, travertino e alabastro, simplesmente talhados ou serrados, de superfície plana ou lisa"
"2018";"Rochas Ornamentais";"68022900";2216595;419017;"M2";"METRO QUADRADO";7,359;"Outras pedras de cantaria, simplesmente talhadas ou serradas, de superfície plana ou lisa"
"2018";"Rochas Ornamentais";"68021000";1009157;890,087;"TML";"TONELADA METRICA LIQUIDA";3,35;"Ladrilhos, cubos, pastilhas e artigos semelhantes, mesmo de forma diferente da quadrada ou retangular, cuja maior superfície possa ser inscrita num quadrado de lado inferior a 7 cm; grânulos, fragmentos e pós, corados artificialmente"
"2018";"Rochas Ornamentais";"25151210";892677;58296;"M3";"METRO CUBICO";2,964;"Mármores, simplesmente cortados a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular"
"2018";"Rochas Ornamentais";"68029200";723972;1088,644;"TML";"TONELADA METRICA LIQUIDA";2,404;"Outras pedras calcárias, trabalhadas de outro modo e obras"
"2018";"Rochas Ornamentais";"25169000";615854;1081,646;"TML";"TONELADA METRICA LIQUIDA";2,045;"Outras pedras de cantaria ou de construção"
"2018";"Rochas Ornamentais";"68029990";408286;418,78;"TML";"TONELADA METRICA LIQUIDA";1,355;"Outras pedras de cantaria, etc, trabalhadas de outro modo e obra"
"2018";"Rochas Ornamentais";"68010000";397891;687,916;"TML";"TONELADA METRICA LIQUIDA";1,321;"Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia)"
"2018";"Ródio";"71103100";53891993;814;"KGL";"QUILOGRAMA LIQUIDO";99,913;"Ródio em formas brutas ou em pó"
"2018";"Ródio";"71103900";46907;23;"KGL";"QUILOGRAMA LIQUIDO";0,087;"Ródio em formas semimanufaturadas"
"2018";"Rutênio";"28439020";905392;148;"KGL";"QUILOGRAMA LIQUIDO";100;"Tricloreto de rutênio em solução aquosa com uma concentração igual ou superior a 17 %, mas inferior ou igual a 27 %, em peso"
"2018";"Sal";"28151200";614589920;2002128197;"KGL";"QUILOGRAMA LIQUIDO";51,533;"Hidróxido de sódio (soda cáustica), em solução aquosa (lixívia de soda cáustica)"
"2018";"Sal";"28362010";277853872;1388002451;"KGL";"QUILOGRAMA LIQUIDO";23,298;"Carbonato dissódico anidro"
"2018";"Sal";"28331110";95872549;938016288;"KGL";"QUILOGRAMA LIQUIDO";8,039;"Sulfato dissódico anidro"
"2018";"Sal";"28151100";21660551;27985558;"KGL";"QUILOGRAMA LIQUIDO";1,816;"Hidróxido de sódio (soda cáustica), sólido"
"2018";"Sal";"31059019";15818396;35814141;"KGL";"QUILOGRAMA LIQUIDO";1,326;"Outros nitratos de sódio potássico"
"2018";"Sal";"25010019";13838872;788422883;"KGL";"QUILOGRAMA LIQUIDO";1,16;"Outros tipos de sal a granel, sem agregados"
"2018";"Sal";"28289020";13833036;11614138;"KGL";"QUILOGRAMA LIQUIDO";1,16;"Clorito de sódio"
"2018";"Sal";"28353110";12870538;12190225;"KGL";"QUILOGRAMA LIQUIDO";1,079;"Trifosfato de sódio (tripolifosfato de sódio), grau alimentício, de acordo com o estabelecido pela Food and Agriculture Organization - Organização Mundial da Saúde (FAO - OMS) ou pelo Food Chemical Codex (FCC)"
"2018";"Sal";"28321090";12239025;20839081;"KGL";"QUILOGRAMA LIQUIDO";1,026;"Outros sulfitos de sódio"
"2018";"Sal";"28301010";10345206;14889107;"KGL";"QUILOGRAMA LIQUIDO";0,867;"Sulfeto de dissódio"
"2018";"Selênio";"28049000";2141719;59152;"KGL";"QUILOGRAMA LIQUIDO";100;"Selênio"
"2018";"Silício";"70109090";54767673;32452314;"KGL";"QUILOGRAMA LIQUIDO";6,22;"Outros garrafões, garrafas, frascos, etc, de vidro"
"2018";"Silício";"70091000";53136263;4153041;"KGL";"QUILOGRAMA LIQUIDO";6,035;"Espelhos retrovisores para veículos"
"2018";"Silício";"39100019";42539213;9191108;"KGL";"QUILOGRAMA LIQUIDO";4,831;"Outros óleos silicones em formas primárias"
"2018";"Silício";"70134900";41208036;40035417;"KGL";"QUILOGRAMA LIQUIDO";4,68;"Outros objetos para serviços de mesa e cozinha, exceto aqueles citados anteriormente"
"2018";"Silício";"70199090";37547574;5785373;"KGL";"QUILOGRAMA LIQUIDO";4,264;"Outras fibras de vidro e suas obras"
"2018";"Silício";"39100021";35491193;8124702;"KGL";"QUILOGRAMA LIQUIDO";4,031;"Elastômeros de silicone, de vulcanização a quente"
"2018";"Silício";"39100011";26733177;10957567;"KGL";"QUILOGRAMA LIQUIDO";3,036;"Misturas de pre-polímeros lineares, etc.(silicone óleo)"
"2018";"Silício";"28112210";26601364;22450057;"KGL";"QUILOGRAMA LIQUIDO";3,021;"Dióxido de silício obtido por precipitação química"
"2018";"Silício";"70052100";22691118;4103007;"M2";"METRO QUADRADO";2,577;"Outro vidro não armado, corado na massa, opacificado, folheado (chapeado) ou simplesmente desbastado, em chapas ou folhas"
"2018";"Silício";"70071900";19828570;3241397;"M2";"METRO QUADRADO";2,252;"Outros vidros de segurança, temperados"
"2018";"Talco";"25262000";8520360;20338189;"KGL";"QUILOGRAMA LIQUIDO";100;"Esteatita natural, mesmo desbastada ou simplesmente cortada a serra ou por outro meio, em blocos ou placas de forma quadrada ou retangular, triturada ou em pó e talco"
"2018";"Tálio";"81125900";53;0;"KGL";"QUILOGRAMA LIQUIDO";100;"Obras e outros produtos do tálio"
"2018";"Tântalo";"85322111";7383728;79834519;"UNID.";"NUMERO (UNIDADE)";92,315;"Condensador fixo elétrico, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device), com tensão de isolação inferior ou igual a 125 V"
"2018";"Tântalo";"85322119";302655;1562901;"UNID.";"NUMERO (UNIDADE)";3,784;"Outros condensadores fixos elétricos, de tântalo, próprios para montagem em superfície (SMD - Surface Mounted Device)"
"2018";"Tântalo";"85322190";162325;1500757;"UNID.";"NUMERO (UNIDADE)";2,029;"Outros condensadores fixos eletrolítico, de tântalo"
"2018";"Tântalo";"81039000";131330;0,119;"TML";"TONELADA METRICA LIQUIDA";1,642;"Outras obras de tântalo"
"2018";"Tântalo";"85322120";9962;21625;"UNID.";"NUMERO (UNIDADE)";0,125;"Outros condensadores fixos eletrolítico, de tântalo, próprios para montagem por inserção (PHP - Pin Through Hole)"
"2018";"Tântalo";"28499020";7823;0,025;"TML";"TONELADA METRICA LIQUIDA";0,098;"Carbonetos de constituição química definida ou não, de tântalo"
"2018";"Tântalo";"81032000";586;0;"TML";"TONELADA METRICA LIQUIDA";0,007;"Tântalo em formas brutas, incluindo as barras simplesmente obtidas por sinterização; pós"
"2018";"Terras Raras";"28469090";4771692;1736,761;"TML";"TONELADA METRICA LIQUIDA";42,063;"Outros compostos dos metais das terras raras, de ítrio, etc"
"2018";"Terras Raras";"38159093";3477162;139,245;"TML";"TONELADA METRICA LIQUIDA";30,652;"Outras preparações catalíticas, tendo como substância ativa óxidos de terras raras"
"2018";"Terras Raras";"36069000";1310265;206,673;"TML";"TONELADA METRICA LIQUIDA";11,55;"Ferrocerio e outras ligas pirofosfóricas, artigo de material inflamável"
"2018";"Terras Raras";"28053010";921964;144,15;"TML";"TONELADA METRICA LIQUIDA";8,127;"Liga de cério, com teor de ferro inferior ou igual a 5 %, em peso (Mischmetal)"
"2018";"Terras Raras";"28461010";598848;54,61;"TML";"TONELADA METRICA LIQUIDA";5,279;"Óxido cérico"
"2018";"Terras Raras";"28461090";166023;19,439;"TML";"TONELADA METRICA LIQUIDA";1,464;"Outros compostos de cério"
"2018";"Terras Raras";"28053090";82343;10,518;"TML";"TONELADA METRICA LIQUIDA";0,726;"Outros metais de terras raras, escândio e ítrio"
"2018";"Terras Raras";"28469020";14363;1,071;"TML";"TONELADA METRICA LIQUIDA";0,127;"Cloretos dos demais metais das terras raras"
"2018";"Terras Raras";"28419015";1499;0,032;"TML";"TONELADA METRICA LIQUIDA";0,013;"Titanatos de lantânio ou de neodímio"
"2018";"Titânio";"32061110";322108224;116551,546;"TML";"TONELADA METRICA LIQUIDA";67,868;"Pigmentos tipo rutilo"
"2018";"Titânio";"81089000";43980166;392,027;"TML";"TONELADA METRICA LIQUIDA";9,267;"Obras de titânio"
"2018";"Titânio";"28230010";28543034;11737,485;"TML";"TONELADA METRICA LIQUIDA";6,014;"Óxidos de titânio, tipo anatase"
"2018";"Titânio";"26140090";22735830;41499,12;"TML";"TONELADA METRICA LIQUIDA";4,79;"Outros minérios de titânio e seus concentrados"
"2018";"Titânio";"72029100";17274027;4911,5;"TML";"TONELADA METRICA LIQUIDA";3,64;"Ferro-titânio e ferro-silício-titânio"
"2018";"Titânio";"32061990";14096690;5251,779;"TML";"TONELADA METRICA LIQUIDA";2,97;"Outros pigmentos e prepars.à base de dióxido de titânio"
"2018";"Titânio";"32061910";11708854;2097,635;"TML";"TONELADA METRICA LIQUIDA";2,467;"Pigmento constituído por mica revestida película dióxido titânio"
"2018";"Titânio";"32061130";4888193;660,166;"TML";"TONELADA METRICA LIQUIDA";1,03;"Preparações à base de dióxido de titânio, peso >= 80%"
