"CO_ANO";"SUBSTANCIA";"NO_PAIS";"EX_FOB.x";"QUANTIDADE_TON";"percentual_PAIS"
"2018";"Minerais Metálicos - Diversos";"Países Baixos (Holanda)";82867278;1696,493;5,153
"2018";"Minerais Metálicos - Diversos";"Palestina";17894;2,319;0,001
"2018";"Minerais Metálicos - Diversos";"Panamá";4179348;964,259;0,26
"2018";"Minerais Metálicos - Diversos";"Papua Nova Guiné";1462350;264,599;0,091
"2018";"Minerais Metálicos - Diversos";"Paquistão";138407;82,945;0,009
"2018";"Minerais Metálicos - Diversos";"Paraguai";69423143;10869,016;4,317
"2018";"Minerais Metálicos - Diversos";"Peru";27920454;5750,069;1,736
"2018";"Minerais Metálicos - Diversos";"Polinésia Francesa";1426;0,213;0
"2018";"Minerais Metálicos - Diversos";"Polônia";16353551;520,188;1,017
"2018";"Minerais Metálicos - Diversos";"Porto Rico";8210962;333,58;0,511
"2018";"Minerais Metálicos - Diversos";"Portugal";5448195;235,848;0,339
"2018";"Minerais Metálicos - Diversos";"Provisão de Navios e Aeronaves";123;0,006;0
"2018";"Minerais Metálicos - Diversos";"Quênia";1099798;378,824;0,068
"2018";"Minerais Metálicos - Diversos";"Reino Unido";4918227;535,611;0,306
"2018";"Minerais Metálicos - Diversos";"República Dominicana";4113293;827,11;0,256
"2018";"Minerais Metálicos - Diversos";"Reunião";140628;19,295;0,009
"2018";"Minerais Metálicos - Diversos";"Romênia";3139712;242,393;0,195
"2018";"Minerais Metálicos - Diversos";"Ruanda";681;0,118;0
"2018";"Minerais Metálicos - Diversos";"Rússia";7543420;802,608;0,469
"2018";"Minerais Metálicos - Diversos";"Salomão, Ilhas";7643;1,471;0
"2018";"Minerais Metálicos - Diversos";"Samoa";155697;28,442;0,01
"2018";"Minerais Metálicos - Diversos";"Santa Helena";3576;0,276;0
"2018";"Minerais Metálicos - Diversos";"Santa Lúcia";1509;0,076;0
"2018";"Minerais Metálicos - Diversos";"São Tomé e Príncipe";2037;0,869;0
"2018";"Minerais Metálicos - Diversos";"São Vicente e Granadinas";10128;1,484;0,001
"2018";"Minerais Metálicos - Diversos";"Seicheles";26349;5,094;0,002
"2018";"Minerais Metálicos - Diversos";"Senegal";318213;53,595;0,02
"2018";"Minerais Metálicos - Diversos";"Serra Leoa";63;0,006;0
"2018";"Minerais Metálicos - Diversos";"Sérvia";169383;18,358;0,011
"2018";"Minerais Metálicos - Diversos";"Sint Maarten";6088;1,508;0
"2018";"Minerais Metálicos - Diversos";"Síria";53395;21,1;0,003
"2018";"Minerais Metálicos - Diversos";"Sri Lanka";124087;8,269;0,008
"2018";"Minerais Metálicos - Diversos";"Sudão";78186;14,418;0,005
"2018";"Minerais Metálicos - Diversos";"Sudão do Sul";284;0,003;0
"2018";"Minerais Metálicos - Diversos";"Suécia";1042753;75,647;0,065
"2018";"Minerais Metálicos - Diversos";"Suíça";527204;13,307;0,033
"2018";"Minerais Metálicos - Diversos";"Suriname";813243;112,184;0,051
"2018";"Minerais Metálicos - Diversos";"Tailândia";4451516;315,014;0,277
"2018";"Minerais Metálicos - Diversos";"Taiwan (Formosa)";365285;151,876;0,023
"2018";"Minerais Metálicos - Diversos";"Tanzânia";676560;282,979;0,042
"2018";"Minerais Metálicos - Diversos";"Tcheca, República";1300958;72,03;0,081
"2018";"Minerais Metálicos - Diversos";"Tonga";15092;3,588;0,001
"2018";"Minerais Metálicos - Diversos";"Trinidad e Tobago";385614;63,061;0,024
"2018";"Minerais Metálicos - Diversos";"Tunísia";145122;78,853;0,009
"2018";"Minerais Metálicos - Diversos";"Turcomenistão";1747;0,048;0
"2018";"Minerais Metálicos - Diversos";"Turquia";2137213;911,895;0,133
"2018";"Minerais Metálicos - Diversos";"Ucrânia";698831;118,413;0,043
"2018";"Minerais Metálicos - Diversos";"Uganda";48357;14,776;0,003
"2018";"Minerais Metálicos - Diversos";"Uruguai";23457928;4179,364;1,459
"2018";"Minerais Metálicos - Diversos";"Uzbequistão";876415;17,169;0,054
"2018";"Minerais Metálicos - Diversos";"Vanuatu";11339;2,834;0,001
"2018";"Minerais Metálicos - Diversos";"Venezuela";8123002;230,272;0,505
"2018";"Minerais Metálicos - Diversos";"Vietnã";1294291;126,921;0,08
"2018";"Minerais Metálicos - Diversos";"Virgens, Ilhas (Americanas)";47;0,003;0
"2018";"Minerais Metálicos - Diversos";"Virgens, Ilhas (Britânicas)";1639;0,088;0
"2018";"Minerais Metálicos - Diversos";"Zâmbia";600494;292,848;0,037
"2018";"Minerais Metálicos - Diversos";"Zimbábue";77895;6,024;0,005
"2016";"Minerais Metálicos - Outros";"Bolívia";7338;4,032;1,465
"2016";"Minerais Metálicos - Outros";"Estados Unidos";326005;99,5;65,106
"2016";"Minerais Metálicos - Outros";"Itália";1825;0;0,364
"2016";"Minerais Metálicos - Outros";"Japão";100;0,25;0,02
"2016";"Minerais Metálicos - Outros";"Paraguai";15165;9,92;3,029
"2016";"Minerais Metálicos - Outros";"Peru";23;0,002;0,005
"2016";"Minerais Metálicos - Outros";"Reino Unido";54286;147;10,841
"2016";"Minerais Metálicos - Outros";"Sri Lanka";8736;14,56;1,745
"2016";"Minerais Metálicos - Outros";"Trinidad e Tobago";87252;400;17,425
"2017";"Minerais Metálicos - Outros";"Argentina";218;1;0,051
"2017";"Minerais Metálicos - Outros";"China";124287;81;28,852
"2017";"Minerais Metálicos - Outros";"Estados Unidos";178430;200,2;41,421
"2017";"Minerais Metálicos - Outros";"França";9080;55,04;2,108
"2017";"Minerais Metálicos - Outros";"Japão";33042;244,8;7,67
"2017";"Minerais Metálicos - Outros";"Suécia";85716;19,573;19,898
"2018";"Minerais Metálicos - Outros";"África do Sul";23;0,6;0,009
"2018";"Minerais Metálicos - Outros";"Argentina";0;0,119;0
"2018";"Minerais Metálicos - Outros";"Austrália";59;0,155;0,022
"2018";"Minerais Metálicos - Outros";"Áustria";73;0,87;0,028
"2018";"Minerais Metálicos - Outros";"Bolívia";7338;4,032;2,773
"2018";"Minerais Metálicos - Outros";"Canadá";20;0,273;0,008
"2018";"Minerais Metálicos - Outros";"Cingapura";7765;6,048;2,934
"2018";"Minerais Metálicos - Outros";"Estados Unidos";94378;83,97;35,659
"2018";"Minerais Metálicos - Outros";"França";115320;774,4;43,571
"2018";"Minerais Metálicos - Outros";"Paraguai";2230;8,47;0,843
"2018";"Minerais Metálicos - Outros";"Suécia";37463;8,056;14,155
"2016";"Minerais Refratários - Diversos";"África do Sul";282612;125,343;0,282
"2016";"Minerais Refratários - Diversos";"Alemanha";60951;12,32;0,061
"2016";"Minerais Refratários - Diversos";"Angola";321105;282,825;0,32
"2016";"Minerais Refratários - Diversos";"Antilhas Holandesas";34;0,002;0
"2016";"Minerais Refratários - Diversos";"Arábia Saudita";1552467;2479,688;1,547
"2016";"Minerais Refratários - Diversos";"Argentina";8773442;5759,642;8,74
"2016";"Minerais Refratários - Diversos";"Armênia";142;0,021;0
"2016";"Minerais Refratários - Diversos";"Austrália";1694927;1458,85;1,689
"2016";"Minerais Refratários - Diversos";"Barein";35988;44,146;0,036
"2016";"Minerais Refratários - Diversos";"Bélgica";3167981;3387,066;3,156
"2016";"Minerais Refratários - Diversos";"Bolívia";1012126;1419,018;1,008
"2016";"Minerais Refratários - Diversos";"Canadá";42370;20,094;0,042
"2016";"Minerais Refratários - Diversos";"Chile";4874438;3729,681;4,856
"2016";"Minerais Refratários - Diversos";"China";15292;0,022;0,015
"2016";"Minerais Refratários - Diversos";"Cingapura";2089;1,799;0,002
"2016";"Minerais Refratários - Diversos";"Colômbia";5331236;1259,326;5,311
"2016";"Minerais Refratários - Diversos";"Coreia do Sul";107527;151,926;0,107
"2016";"Minerais Refratários - Diversos";"Costa Rica";48156;41,997;0,048
"2016";"Minerais Refratários - Diversos";"Cuba";119488;25,212;0,119
"2016";"Minerais Refratários - Diversos";"Dinamarca";3166;0,616;0,003
"2016";"Minerais Refratários - Diversos";"Egito";3016;3,21;0,003
"2016";"Minerais Refratários - Diversos";"El Salvador";92243;10,843;0,092
"2016";"Minerais Refratários - Diversos";"Emirados Árabes Unidos";264061;454,31;0,263
"2016";"Minerais Refratários - Diversos";"Equador";1242155;358,422;1,237
"2016";"Minerais Refratários - Diversos";"Espanha";50198;8,498;0,05
"2016";"Minerais Refratários - Diversos";"Estados Unidos";46320140;31999,662;46,146
"2016";"Minerais Refratários - Diversos";"Filipinas";1212137;1221,056;1,208
"2016";"Minerais Refratários - Diversos";"França";136995;48,435;0,136
"2016";"Minerais Refratários - Diversos";"Grécia";4208;0,4;0,004
"2016";"Minerais Refratários - Diversos";"Guatemala";205068;31,691;0,204
"2016";"Minerais Refratários - Diversos";"Guiana";1193;1,811;0,001
"2016";"Minerais Refratários - Diversos";"Guiné Equatorial";34;0;0
"2016";"Minerais Refratários - Diversos";"Honduras";439380;372,839;0,438
"2016";"Minerais Refratários - Diversos";"Índia";499199;516,682;0,497
"2016";"Minerais Refratários - Diversos";"Indonésia";417850;460,213;0,416
"2016";"Minerais Refratários - Diversos";"Irã";295856;406,453;0,295
"2016";"Minerais Refratários - Diversos";"Iraque";613919;1042,793;0,612
"2016";"Minerais Refratários - Diversos";"Itália";797176;426,568;0,794
"2016";"Minerais Refratários - Diversos";"Japão";44080;14,285;0,044
"2016";"Minerais Refratários - Diversos";"Jordânia";321862;470,786;0,321
"2016";"Minerais Refratários - Diversos";"Malásia";104192;96,37;0,104
"2016";"Minerais Refratários - Diversos";"México";4135334;2596,047;4,12
"2016";"Minerais Refratários - Diversos";"Nepal";122896;207,019;0,122
"2016";"Minerais Refratários - Diversos";"Nicarágua";32999;8,841;0,033
"2016";"Minerais Refratários - Diversos";"Omã";44641;79,189;0,044
"2016";"Minerais Refratários - Diversos";"Países Baixos (Holanda)";207397;109,864;0,207
"2016";"Minerais Refratários - Diversos";"Paquistão";4240954;5038,599;4,225
"2016";"Minerais Refratários - Diversos";"Paraguai";868796;1146,322;0,866
"2016";"Minerais Refratários - Diversos";"Peru";1396346;629,935;1,391
"2016";"Minerais Refratários - Diversos";"Polônia";140645;69,45;0,14
"2016";"Minerais Refratários - Diversos";"Portugal";116091;59,175;0,116
"2016";"Minerais Refratários - Diversos";"Quênia";103429;98,651;0,103
"2016";"Minerais Refratários - Diversos";"Reino Unido";1545195;1038,209;1,539
"2016";"Minerais Refratários - Diversos";"República Dominicana";354011;302,059;0,353
"2016";"Minerais Refratários - Diversos";"Suécia";5673;1,532;0,006
"2016";"Minerais Refratários - Diversos";"Taiwan (Formosa)";1165822;1100,986;1,161
"2016";"Minerais Refratários - Diversos";"Turquia";403513;169,454;0,402
"2016";"Minerais Refratários - Diversos";"Uruguai";796240;1551,324;0,793
"2016";"Minerais Refratários - Diversos";"Uzbequistão";606103;858,872;0,604
"2016";"Minerais Refratários - Diversos";"Venezuela";3577177;1416,492;3,564
"2016";"Minerais Refratários - Diversos";"Vietnã";4308;78,426;0,004
"2017";"Minerais Refratários - Diversos";"África do Sul";272936;76,49;0,27
"2017";"Minerais Refratários - Diversos";"Alemanha";211084;23,867;0,209
"2017";"Minerais Refratários - Diversos";"Angola";2944;3,003;0,003
"2017";"Minerais Refratários - Diversos";"Arábia Saudita";594234;799,955;0,589
"2017";"Minerais Refratários - Diversos";"Argentina";11456359;6490,76;11,348
"2017";"Minerais Refratários - Diversos";"Austrália";923584;773,334;0,915
"2017";"Minerais Refratários - Diversos";"Barein";10406;3,174;0,01
"2017";"Minerais Refratários - Diversos";"Bélgica";6775466;7221,761;6,712
"2017";"Minerais Refratários - Diversos";"Bolívia";592856;396,132;0,587
"2017";"Minerais Refratários - Diversos";"Camarões";46;0,001;0
"2017";"Minerais Refratários - Diversos";"Canadá";1082585;665,957;1,072
"2017";"Minerais Refratários - Diversos";"Chile";8047029;5403,544;7,971
"2017";"Minerais Refratários - Diversos";"China";6037;0,024;0,006
"2017";"Minerais Refratários - Diversos";"Cingapura";70595;39,588;0,07
"2017";"Minerais Refratários - Diversos";"Colômbia";3253548;1240,747;3,223
"2017";"Minerais Refratários - Diversos";"Coreia do Sul";18104;22,537;0,018
"2017";"Minerais Refratários - Diversos";"Costa Rica";160995;64,31;0,159
"2017";"Minerais Refratários - Diversos";"Cuba";39131;3,894;0,039
"2017";"Minerais Refratários - Diversos";"El Salvador";248498;30,635;0,246
"2017";"Minerais Refratários - Diversos";"Emirados Árabes Unidos";340292;457,816;0,337
"2017";"Minerais Refratários - Diversos";"Equador";2749793;1480,795;2,724
"2017";"Minerais Refratários - Diversos";"Espanha";170563;88,059;0,169
"2017";"Minerais Refratários - Diversos";"Estados Unidos";42881084;28698,786;42,477
"2017";"Minerais Refratários - Diversos";"Filipinas";396937;397,414;0,393
"2017";"Minerais Refratários - Diversos";"França";1211086;766,193;1,2
"2017";"Minerais Refratários - Diversos";"Gana";3478;15,67;0,003
"2017";"Minerais Refratários - Diversos";"Guatemala";272951;41,096;0,27
"2017";"Minerais Refratários - Diversos";"Honduras";665673;559,04;0,659
"2017";"Minerais Refratários - Diversos";"Índia";576263;247,914;0,571
"2017";"Minerais Refratários - Diversos";"Indonésia";433800;524,95;0,43
"2017";"Minerais Refratários - Diversos";"Irã";171617;198,385;0,17
"2017";"Minerais Refratários - Diversos";"Iraque";28148;31,755;0,028
"2017";"Minerais Refratários - Diversos";"Itália";881918;448,657;0,874
"2017";"Minerais Refratários - Diversos";"Japão";44080;14,285;0,044
"2017";"Minerais Refratários - Diversos";"Líbano";57274;79,209;0,057
"2017";"Minerais Refratários - Diversos";"Líbia";2223506;2799,917;2,203
"2017";"Minerais Refratários - Diversos";"Malásia";173502;151,612;0,172
"2017";"Minerais Refratários - Diversos";"México";3082454;1290,431;3,053
"2017";"Minerais Refratários - Diversos";"Nicarágua";19900;5,118;0,02
"2017";"Minerais Refratários - Diversos";"Países Baixos (Holanda)";193043;100,743;0,191
"2017";"Minerais Refratários - Diversos";"Palestina";4280;3,022;0,004
"2017";"Minerais Refratários - Diversos";"Panamá";13433;8,164;0,013
"2017";"Minerais Refratários - Diversos";"Paquistão";1071568;1281,159;1,061
"2017";"Minerais Refratários - Diversos";"Paraguai";1917306;2341,681;1,899
"2017";"Minerais Refratários - Diversos";"Peru";2081363;1027,328;2,062
"2017";"Minerais Refratários - Diversos";"Polônia";119272;48,594;0,118
"2017";"Minerais Refratários - Diversos";"Portugal";331491;216,541;0,328
"2017";"Minerais Refratários - Diversos";"Quênia";102764;98,545;0,102
"2017";"Minerais Refratários - Diversos";"Reino Unido";688179;472,695;0,682
"2017";"Minerais Refratários - Diversos";"República Dominicana";23400;5,548;0,023
"2017";"Minerais Refratários - Diversos";"Suécia";11860;3,063;0,012
"2017";"Minerais Refratários - Diversos";"Tailândia";31349;23,028;0,031
"2017";"Minerais Refratários - Diversos";"Taiwan (Formosa)";1032748;810,491;1,023
"2017";"Minerais Refratários - Diversos";"Tanzânia";192995;182,801;0,191
"2017";"Minerais Refratários - Diversos";"Turquia";246405;72,648;0,244
"2017";"Minerais Refratários - Diversos";"Uruguai";443134;1451,231;0,439
"2017";"Minerais Refratários - Diversos";"Venezuela";2295483;1063,359;2,274
"2018";"Minerais Refratários - Diversos";"África do Sul";288236;91,797;0,273
"2018";"Minerais Refratários - Diversos";"Alemanha";121211;65,851;0,115
"2018";"Minerais Refratários - Diversos";"Angola";19408;10,641;0,018
"2018";"Minerais Refratários - Diversos";"Arábia Saudita";1857972;1896,601;1,763
"2018";"Minerais Refratários - Diversos";"Argentina";13559447;7072,8;12,864
"2018";"Minerais Refratários - Diversos";"Austrália";326917;199,115;0,31
"2018";"Minerais Refratários - Diversos";"Áustria";6489;4,18;0,006
"2018";"Minerais Refratários - Diversos";"Barein";28200;10,708;0,027
"2018";"Minerais Refratários - Diversos";"Bélgica";862052;839,07;0,818
"2018";"Minerais Refratários - Diversos";"Bolívia";974161;606,572;0,924
"2018";"Minerais Refratários - Diversos";"Canadá";2093401;1650,243;1,986
"2018";"Minerais Refratários - Diversos";"Chile";5428517;2620,951;5,15
"2018";"Minerais Refratários - Diversos";"China";15472;0,353;0,015
"2018";"Minerais Refratários - Diversos";"Colômbia";4217728;1803,09;4,001
"2018";"Minerais Refratários - Diversos";"Cuba";127095;25,569;0,121
"2018";"Minerais Refratários - Diversos";"El Salvador";213502;24,704;0,203
